segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1304992	-1	4171	0	321054	4476163.836160	0.291543	0.291543	1	-0.029154	62.000000
2	9741056	-1	8342	4	2565293	4659917.921329	2.090392	2.090392	1	0.764766	64.000000
3	10776504	-1	10077	4	2565293	4424477.484102	2.435656	2.435656	1	0.994948	66.000000
4	8130480	-1	11813	4	2565293	3339554.608374	2.434600	2.434600	1	0.994948	68.000000
5	1231520	-1	15534	4	2565293	2737791.873140	0.449822	0.449822	1	0.994948	68.000000
6	5417848	-1	17529	4	2565293	2489157.068692	2.176579	2.176579	1	0.994948	70.000000
7	10617984	-1	17356	4	2565293	2444449.752292	4.343711	4.343711	1	0.994948	74.000000
8	8723880	-1	18320	4	2565293	2720000.350220	3.207308	3.207308	1	0.994948	77.000000
9	9012704	-1	19114	4	2565293	2668725.472368	3.377157	3.377157	1	0.994948	80.000000
10	8513576	-1	20410	4	2565293	2961792.224899	2.874468	2.874468	1	0.994948	82.000000
11	8484064	-1	21582	4	2565293	2828772.453583	2.999203	2.999203	1	0.994948	84.000000
12	10146928	-1	21630	4	2565293	2461351.459674	4.122503	4.122503	1	0.994948	88.000000
13	9890064	-1	20975	4	2565293	2049128.293278	4.826474	4.826474	1	0.994948	92.000000
14	7160608	-1	22327	3	1771903	2540171.156282	2.818947	2.818947	1	0.990942	94.000000
15	7256456	-1	23309	3	1771903	2275602.303712	3.188807	3.188807	1	0.992945	97.000000
16	7842176	-1	23084	3	1771903	1783779.373984	4.396382	4.396382	1	0.992945	101.000000
17	6694600	-1	24688	3	1771903	2608376.957684	2.566577	2.566577	1	0.992945	103.000000
18	6461952	-1	26304	3	1771903	2528588.217858	2.555557	2.555557	1	0.992945	105.000000
19	6740728	-1	27532	3	1771903	2732348.274222	2.467009	2.467009	1	0.992945	107.000000
20	6485416	-1	27754	3	1771903	2888282.386249	2.245423	2.245423	1	0.992945	109.000000
21	6959368	-1	27357	3	1771903	2633446.977030	2.642684	2.642684	1	0.992945	111.000000
22	10020416	-1	24135	4	2565293	1708563.486533	5.864819	5.864819	1	0.992945	116.000000
23	6705040	-1	25974	3	1771903	2875241.748321	2.331992	2.331992	1	0.990942	118.000000
24	6679744	-1	27241	3	1771903	2421284.464270	2.758761	2.758761	1	0.992945	120.000000
25	6709656	-1	27478	3	1771903	2660648.474697	2.521812	2.521812	1	0.992945	122.000000
26	6888536	-1	27756	3	1771903	3071111.517956	2.243011	2.243011	1	0.992945	124.000000
27	6672768	-1	27836	3	1771903	3084248.751116	2.163499	2.163499	1	0.992945	126.000000
28	9469200	-1	27205	4	2565293	3388410.986596	2.794584	2.794584	1	0.992945	128.000000
29	10851256	-1	26232	4	2565293	2880277.752474	3.767434	3.767434	1	0.994948	131.000000
30	9787872	-1	25269	4	2565293	2069190.242088	4.730291	4.730291	1	0.994948	135.000000
31	11454408	-1	23528	4	2565293	1937349.568900	5.912412	5.912412	1	0.994948	140.000000
32	7753304	-1	22136	3	1771903	1393834.394456	5.562572	5.562572	1	0.990942	145.000000
33	5831056	-1	22171	3	1771903	1409836.861357	4.135979	4.135979	1	0.992945	149.000000
34	7645184	-1	20859	3	1771903	1394270.718541	5.483285	5.483285	1	0.992945	154.000000
35	3724872	-1	21487	2	889918	1051271.236836	3.543207	3.543207	1	0.984123	157.000000
36	3996672	-1	19709	2	889918	671858.733824	5.948679	5.948679	1	0.988534	162.000000
37	3993704	-1	17572	2	889918	633098.518711	6.308187	6.308187	1	0.988534	168.000000
38	3482464	-1	16749	2	889918	697331.414592	4.993987	4.993987	1	0.988534	172.000000
39	2327472	-1	18935	1	537678	1172506.884024	1.985039	1.985039	1	0.978664	173.000000
40	2063112	-1	21281	1	537678	1130550.756438	1.824873	1.824873	1	0.983599	174.000000
41	2473336	-1	21042	1	537678	560787.384971	4.410470	4.410470	1	0.983599	178.000000
42	1834544	-1	22688	1	537678	726718.524011	2.524422	2.524422	1	0.983599	180.000000
43	2030760	-1	25220	1	537678	1239299.396053	1.638636	1.638636	1	0.983599	181.000000
44	2035256	-1	26349	1	537678	669058.549307	3.041970	3.041970	1	0.983599	184.000000
45	2171216	-1	26732	1	537678	664552.392477	3.267186	3.267186	1	0.983599	187.000000
