segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1481392	-1	4000	0	370348	1075247.041366	1.377722	1.377722	4	-0.137772	1631.000000
2	3463912	-1	8000	2	972232	1051160.382474	3.295322	3.295322	4	0.580495	1634.000000
3	3513240	-1	8316	2	972232	953763.297314	3.683555	3.683555	4	0.935060	1637.000000
4	3237664	-1	9150	2	972232	1022750.133874	3.165645	3.165645	4	0.935060	1640.000000
5	3550288	-1	9665	2	972232	1018630.094746	3.485355	3.485355	4	0.935060	1643.000000
6	3199368	-1	10395	2	972232	978370.635465	3.270098	3.270098	4	0.935060	1646.000000
7	3703008	-1	10354	2	972232	916386.698834	4.040879	4.040879	4	0.935060	1650.000000
8	3632552	-1	10608	2	972232	969735.710394	3.745920	3.745920	4	0.935060	1653.000000
9	3732840	-1	11123	2	972232	1071095.624316	3.485067	3.485067	4	0.935060	1656.000000
10	3172512	-1	12601	2	972232	1257732.465445	2.522406	2.522406	4	0.935060	1658.000000
11	3547456	-1	13970	2	972232	1348386.391019	2.630890	2.630890	4	0.935060	1660.000000
12	3653920	-1	15090	2	972232	1268928.787898	2.879531	2.879531	4	0.935060	1662.000000
13	3580992	-1	16072	2	972232	1186353.223418	3.018487	3.018487	4	0.935060	1665.000000
14	4032352	-1	16412	2	972232	1101983.415307	3.659177	3.659177	4	0.935060	1668.000000
15	3444488	-1	17659	2	972232	1250785.856028	2.753859	2.753859	4	0.935060	1670.000000
16	3761960	-1	17781	2	972232	970276.741201	3.877203	3.877203	4	0.935060	1673.000000
17	3494384	-1	18757	2	972232	1155442.618593	3.024282	3.024282	4	0.935060	1676.000000
18	3450904	-1	19933	2	972232	1222007.661705	2.823963	2.823963	4	0.935060	1678.000000
19	3365280	-1	21252	2	972232	1255052.078600	2.681387	2.681387	4	0.935060	1680.000000
20	3897008	-1	22080	2	972232	1228642.288749	3.171800	3.171800	4	0.935060	1683.000000
21	3704728	-1	23023	2	972232	1212033.029319	3.056623	3.056623	4	0.935060	1686.000000
22	3776192	-1	22768	2	972232	887338.061401	4.255641	4.255641	4	0.935060	1690.000000
23	3481880	-1	23383	2	972232	1028787.291075	3.384451	3.384451	4	0.935060	1693.000000
24	3124944	-1	24405	2	972232	1049137.449028	2.978584	2.978584	4	0.935060	1695.000000
25	2904360	-1	25732	2	972232	1086717.312264	2.672599	2.672599	4	0.935060	1697.000000
26	3040800	-1	26556	2	972232	957444.984293	3.175953	3.175953	4	0.935060	1700.000000
27	3186640	-1	26661	2	972232	954512.605925	3.338500	3.338500	4	0.935060	1703.000000
28	3052744	-1	25556	2	972232	686996.104435	4.443612	4.443612	4	0.935060	1707.000000
29	1933704	-1	25502	1	609528	477012.752665	4.053778	4.053778	4	0.911138	1711.000000
30	1966344	-1	25893	1	609528	544800.334880	3.609293	3.609293	4	0.923099	1714.000000
31	1992672	-1	26843	1	609528	653354.999035	3.049907	3.049907	4	0.923099	1717.000000
32	2215024	-1	27614	1	609528	928483.938440	2.385635	2.385635	4	0.923099	1719.000000
33	2154256	-1	26123	1	609528	555740.370847	3.876371	3.876371	4	0.923099	1722.000000
34	1222776	-1	27993	0	370348	609303.385083	2.006843	2.006843	4	0.896956	1724.000000
