segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	63120	-1	4171	0	357286	670480.712170	0.094141	0.094141	4	-0.009414	0.000000
2	1446008	-1	8342	1	584771	1099984.575089	1.314571	1.314571	4	0.778570	1.000000
3	2561216	-1	11446	1	584771	2400689.240695	1.066867	1.066867	4	0.923099	2.000000
4	4259080	-1	12207	2	953414	1249054.513157	3.409843	3.409843	4	0.923099	5.000000
5	2650680	-1	14242	2	953414	1240789.179771	2.136286	2.136286	4	0.935060	7.000000
6	511088	-1	18002	2	953414	1245378.621380	0.410388	0.410388	4	0.935060	7.000000
7	3035280	-1	19505	2	953414	1137818.924549	2.667630	2.667630	4	0.935060	9.000000
8	3822784	-1	19860	2	953414	1001632.379833	3.816554	3.816554	4	0.935060	12.000000
9	3743552	-1	21223	2	953414	1333035.196934	2.808292	2.808292	4	0.935060	14.000000
10	2277304	-1	23510	2	953414	1208709.245473	1.884079	1.884079	4	0.935060	15.000000
11	1605288	-1	26195	2	953414	1080714.020856	1.485396	1.485396	4	0.935060	16.000000
12	3729456	-1	25470	2	953414	823352.581631	4.529598	4.529598	4	0.935060	20.000000
13	4240120	-1	18851	2	953414	392973.741775	10.789830	10.789830	4	0.935060	30.000000
14	2678272	-1	17398	1	584771	476247.853943	5.623694	5.623694	4	0.911138	35.000000
15	2326896	-1	14742	1	584771	340796.484523	6.827817	6.827817	4	0.923099	41.000000
16	1541928	-1	16010	0	357286	531146.442637	2.903019	2.903019	4	0.896956	43.000000
17	1416704	-1	18611	0	357286	902635.311006	1.569520	1.569520	4	0.910028	44.000000
18	1510712	-1	20878	0	357286	793324.904633	1.904279	1.904279	4	0.910028	45.000000
19	1603176	-1	22828	0	357286	722018.310466	2.220409	2.220409	4	0.910028	47.000000
20	1544312	-1	25262	0	357286	888770.443912	1.737583	1.737583	4	0.910028	48.000000
21	2448248	-1	26262	1	584771	772253.300126	3.170266	3.170266	4	0.910028	51.000000
22	2280992	-1	27409	1	584771	880684.783004	2.590021	2.590021	4	0.923099	53.000000
23	2615192	-1	26909	1	584771	846187.499519	3.090559	3.090559	4	0.923099	56.000000
24	2223184	-1	27375	1	584771	847242.435758	2.624023	2.624023	4	0.923099	58.000000
25	2166472	-1	27803	1	584771	986524.242953	2.196066	2.196066	4	0.923099	60.000000
26	2226336	-1	25843	1	584771	535592.310704	4.156774	4.156774	4	0.923099	64.000000
27	2375512	-1	26886	1	584771	763026.538907	3.113276	3.113276	4	0.923099	67.000000
28	2426896	-1	25010	1	584771	486403.327017	4.989472	4.989472	4	0.923099	71.000000
29	2524528	-1	24849	1	584771	582781.959300	4.331857	4.331857	4	0.923099	75.000000
30	2363480	-1	24501	1	584771	522983.634648	4.519224	4.519224	4	0.923099	79.000000
31	1637504	-1	25736	0	357286	557753.131936	2.935894	2.935894	4	0.896956	81.000000
32	1592320	-1	27357	0	357286	624430.358641	2.550036	2.550036	4	0.910028	83.000000
33	1388328	-1	26959	0	357286	456646.973844	3.040265	3.040265	4	0.910028	86.000000
34	1564016	-1	26239	0	357286	415961.523731	3.760002	3.760002	4	0.910028	89.000000
35	1577768	-1	27574	0	357286	650482.432750	2.425535	2.425535	4	0.910028	91.000000
