segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	892904	-1	3337	0	324405	807031.810675	1.106405	1.106405	4	-0.110640	1.000000
2	1934864	-1	6674	1	537507	1383618.219971	1.398409	1.398409	4	0.770187	2.000000
3	2881784	-1	10011	2	901193	1434142.012676	2.009413	2.009413	4	0.722158	4.000000
4	2977688	-1	11128	2	901193	1341904.649965	2.219001	2.219001	4	0.935060	6.000000
5	3113640	-1	11937	2	901193	1231468.222116	2.528397	2.528397	4	0.935060	8.000000
6	3291608	-1	13011	2	901193	1454432.137517	2.263157	2.263157	4	0.935060	10.000000
7	3114776	-1	14574	2	901193	1756108.757022	1.773681	1.773681	4	0.935060	11.000000
8	3594752	-1	14303	2	901193	996364.757728	3.607867	3.607867	4	0.935060	14.000000
9	3068792	-1	14134	2	901193	875310.870802	3.505945	3.505945	4	0.935060	17.000000
10	3083816	-1	13655	2	901193	808128.538334	3.815997	3.815997	4	0.935060	20.000000
11	3596104	-1	13782	2	901193	1120013.245031	3.210769	3.210769	4	0.935060	23.000000
12	3344152	-1	14027	2	901193	1081780.333912	3.091341	3.091341	4	0.935060	26.000000
13	3439520	-1	14649	2	901193	1266699.582988	2.715340	2.715340	4	0.935060	28.000000
14	3038432	-1	16049	2	901193	1568874.338339	1.936696	1.936696	4	0.935060	29.000000
15	3607024	-1	17083	2	901193	1566357.822937	2.302810	2.302810	4	0.935060	31.000000
16	3508208	-1	17845	2	901193	1361968.109908	2.575837	2.575837	4	0.935060	33.000000
17	2278304	-1	19525	2	901193	1374842.127795	1.657139	1.657139	4	0.935060	34.000000
18	3211720	-1	20522	2	901193	1372900.748180	2.339368	2.339368	4	0.935060	36.000000
19	3371632	-1	21542	2	901193	1454789.972849	2.317607	2.317607	4	0.935060	38.000000
20	2826872	-1	22788	2	901193	1352341.374293	2.090354	2.090354	4	0.935060	40.000000
21	3273248	-1	23743	2	901193	1374254.273506	2.381836	2.381836	4	0.935060	42.000000
22	2589736	-1	25323	2	901193	1473580.571451	1.757444	1.757444	4	0.935060	43.000000
23	2854240	-1	26626	2	901193	1403424.870606	2.033768	2.033768	4	0.935060	45.000000
24	2562648	-1	27809	2	901193	1189555.555660	2.154290	2.154290	4	0.935060	47.000000
25	3378480	-1	27351	2	901193	1275555.906604	2.648633	2.648633	4	0.935060	49.000000
26	3381784	-1	27458	2	901193	1330857.167614	2.541057	2.541057	4	0.935060	51.000000
27	3431408	-1	27272	2	901193	1257987.519155	2.727696	2.727696	4	0.935060	53.000000
28	3215280	-1	27572	2	901193	1324668.960000	2.427233	2.427233	4	0.935060	55.000000
29	3223880	-1	27467	2	901193	1273167.503223	2.532173	2.532173	4	0.935060	57.000000
30	3098248	-1	27749	2	901193	1376918.762382	2.250131	2.250131	4	0.935060	59.000000
31	2407240	-1	28322	2	901193	1435079.733081	1.677426	1.677426	4	0.935060	60.000000
