segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1140072	-1	4000	0	285872	1310130.693070	0.870197	0.870197	5	-0.087020	1786.000000
2	4422672	-1	8000	2	778147	1310869.722692	3.373846	3.373846	5	0.596689	1789.000000
3	3429752	-1	9766	2	778147	1535539.317716	2.233581	2.233581	5	0.969475	1791.000000
4	4328176	-1	11066	2	778147	1602994.235399	2.700057	2.700057	5	0.969475	1793.000000
5	2686224	-1	13290	2	778147	1512891.556538	1.775556	1.775556	5	0.969475	1794.000000
6	7362080	-1	10119	3	1441370	1026539.020631	7.171749	7.171749	5	0.969475	1801.000000
