segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	892904	-1	3337	0	324405	2480639.360640	0.359949	0.359949	4	-0.035995	1751.000000
2	6066760	-1	6674	3	1726931	2449014.619250	2.477225	2.477225	4	0.662305	1753.000000
3	5611024	-1	10011	3	1726931	2730673.017370	2.054814	2.054814	4	0.747069	1755.000000
4	5811376	-1	11581	3	1726931	3290609.594244	1.766048	1.766048	4	0.952550	1756.000000
5	8770256	-1	12718	4	2557656	3984983.581577	2.200826	2.200826	4	0.952550	1758.000000
6	9324632	-1	13428	4	2557656	3550305.341597	2.626431	2.626431	4	0.963384	1760.000000
7	9378040	-1	14689	4	2557656	4516780.585120	2.076266	2.076266	4	0.963384	1762.000000
8	9390456	-1	15428	4	2557656	3614247.993170	2.598177	2.598177	4	0.963384	1764.000000
9	8536680	-1	16541	4	2557656	3839702.329795	2.223266	2.223266	4	0.963384	1766.000000
10	8274080	-1	17807	4	2557656	3994056.540670	2.071598	2.071598	4	0.963384	1768.000000
11	9941816	-1	18805	4	2557656	4250898.516224	2.338756	2.338756	4	0.963384	1770.000000
12	9579712	-1	18707	4	2557656	2788890.929842	3.434954	3.434954	4	0.963384	1773.000000
13	9840672	-1	20114	4	2557656	5098005.009635	1.930299	1.930299	4	0.963384	1774.000000
14	8780928	-1	20948	4	2557656	3508511.302275	2.502750	2.502750	4	0.963384	1776.000000
15	10320680	-1	20718	4	2557656	2893432.528490	3.566933	3.566933	4	0.963384	1779.000000
16	9782160	-1	20825	4	2557656	3028272.008621	3.230278	3.230278	4	0.963384	1782.000000
17	8125304	-1	22082	4	2557656	3907490.251395	2.079418	2.079418	4	0.963384	1784.000000
18	9049648	-1	22738	4	2557656	3375473.689981	2.681001	2.681001	4	0.963384	1786.000000
19	10051504	-1	23176	4	2557656	3467142.316295	2.899075	2.899075	4	0.963384	1788.000000
20	8526360	-1	24110	4	2557656	3547834.693360	2.403257	2.403257	4	0.963384	1790.000000
21	8581552	-1	25564	4	2557656	4556754.382836	1.883260	1.883260	4	0.963384	1791.000000
22	7380360	-1	26167	4	2557656	2699537.827465	2.733935	2.733935	4	0.963384	1793.000000
23	7808160	-1	26739	4	2557656	2823474.710715	2.765444	2.765444	4	0.963384	1795.000000
24	7808160	-1	27553	4	2557656	3191137.279400	2.446827	2.446827	4	0.963384	1797.000000
25	7808160	-1	27589	4	2557656	3239834.107084	2.410049	2.410049	4	0.963384	1799.000000
26	7808160	-1	27811	4	2557656	3567817.438566	2.188498	2.188498	4	0.963384	1801.000000
