segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	63120	-1	4171	0	357286	919600.399600	0.068639	0.068639	4	-0.006864	0.000000
2	1446008	-1	8342	1	584771	1093145.802013	1.322795	1.322795	4	0.777748	1.000000
3	4139296	-1	9559	2	953414	1401438.188649	2.953606	2.953606	4	0.923099	3.000000
4	4259080	-1	6479	2	953414	587393.321595	7.250814	7.250814	4	0.935060	10.000000
5	1623632	-1	4546	1	584771	265998.318982	6.103918	6.103918	4	0.911138	16.000000
6	352416	-1	8151	1	584771	622542.574260	0.566091	0.566091	4	0.923099	16.000000
7	1346720	-1	10064	0	357286	596317.254836	2.258395	2.258395	4	0.896956	18.000000
8	1553936	-1	11424	0	357286	552874.298398	2.810650	2.810650	4	0.910028	20.000000
9	1565616	-1	11747	0	357286	406875.162224	3.847903	3.847903	4	0.910028	23.000000
10	948840	-1	12874	0	357286	311702.474942	3.044057	3.044057	4	0.910028	26.000000
11	741800	-1	15575	0	357286	504669.036598	1.469874	1.469874	4	0.910028	27.000000
12	1480392	-1	15956	0	357286	390560.531661	3.790429	3.790429	4	0.910028	30.000000
13	1541776	-1	16766	0	357286	458736.084562	3.360922	3.360922	4	0.910028	33.000000
14	1652872	-1	18539	0	357286	689210.858189	2.398209	2.398209	4	0.910028	35.000000
15	1480352	-1	20467	0	357286	660180.077052	2.242346	2.242346	4	0.910028	37.000000
16	1541928	-1	21759	0	357286	535595.380420	2.878905	2.878905	4	0.910028	39.000000
17	1416704	-1	22877	0	357286	464016.986404	3.053130	3.053130	4	0.910028	42.000000
18	1510712	-1	25254	0	357286	841973.186705	1.794252	1.794252	4	0.910028	43.000000
19	2350104	-1	26935	1	584771	943920.869065	2.489726	2.489726	4	0.910028	45.000000
20	2593640	-1	27237	1	584771	938823.464131	2.762649	2.762649	4	0.923099	47.000000
21	2448248	-1	27549	1	584771	998940.767558	2.450844	2.450844	4	0.923099	49.000000
22	2280992	-1	27140	1	584771	797780.674652	2.859172	2.859172	4	0.923099	51.000000
23	2615192	-1	23159	1	584771	382337.069041	6.840017	6.840017	4	0.923099	57.000000
24	2223184	-1	21856	1	584771	406127.656790	5.474101	5.474101	4	0.923099	62.000000
25	2166472	-1	23664	1	584771	916795.034207	2.363093	2.363093	4	0.923099	64.000000
26	2226336	-1	25429	1	584771	925228.407693	2.406256	2.406256	4	0.923099	66.000000
27	2375512	-1	27400	1	584771	1079570.028394	2.200424	2.200424	4	0.923099	68.000000
28	2426896	-1	25435	1	584771	531711.163814	4.564313	4.564313	4	0.923099	72.000000
29	2524528	-1	19356	1	584771	246292.095821	10.250138	10.250138	4	0.923099	82.000000
30	1432928	-1	19696	0	357286	373998.199144	3.831377	3.831377	4	0.896956	85.000000
31	1637504	-1	14209	0	357286	169549.976652	9.657943	9.657943	4	0.910028	94.000000
32	1592320	-1	15824	0	357286	623098.699664	2.555486	2.555486	4	0.910028	96.000000
33	1388328	-1	6197	0	357286	100614.076768	13.798546	13.798546	4	0.910028	109.000000
34	1564016	-1	4171	0	357286	160529.842736	9.742836	9.742836	4	-2.635612	118.000000
35	1577768	-1	4171	0	357286	260753.713703	6.050798	6.050798	4	-0.969770	124.000000
36	1600864	-1	4171	0	357286	214454.272651	7.464827	7.464827	4	-2.383799	131.000000
37	1388064	-1	5107	0	357286	429191.838003	3.234134	3.234134	4	0.910028	134.000000
38	1625904	-1	5163	0	357286	395081.901239	4.115359	4.115359	4	0.910028	138.000000
39	1591384	-1	6805	0	357286	629308.003926	2.528784	2.528784	4	0.910028	140.000000
40	1304288	-1	9490	0	357286	877669.373525	1.486081	1.486081	4	0.910028	141.000000
41	1474032	-1	12352	0	357286	1125930.330698	1.309168	1.309168	4	0.910028	142.000000
42	2271376	-1	13624	1	584771	783548.231157	2.898834	2.898834	4	0.910028	144.000000
43	2424200	-1	15024	1	584771	874722.946185	2.771392	2.771392	4	0.923099	146.000000
44	2307680	-1	17340	1	584771	1244234.480831	1.854699	1.854699	4	0.923099	147.000000
45	2455768	-1	18977	1	584771	969247.543543	2.533685	2.533685	4	0.923099	149.000000
46	4069336	-1	5488	2	953414	230427.855597	17.659914	17.659914	4	0.923099	166.000000
47	1545544	-1	8217	0	357286	1071190.397038	1.442828	1.442828	4	0.884995	167.000000
