segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	186560	-1	3333	0	346201	965647.058820	0.193197	0.193197	1	-0.019320	1145.000000
2	1302512	-1	6666	2	877192	948106.127672	1.373804	1.373804	1	0.836425	1146.000000
3	2800744	-1	9999	2	877192	1070699.717842	2.615807	2.615807	1	0.726953	1148.000000
4	2974776	-1	10741	2	877192	1148350.879549	2.590477	2.590477	1	0.988534	1150.000000
5	3170792	-1	11183	2	877192	1096764.683518	2.891041	2.891041	1	0.988534	1152.000000
6	3044056	-1	11574	2	877192	1034741.910085	2.941850	2.941850	1	0.988534	1154.000000
7	3304544	-1	11737	2	877192	1042398.111344	3.170136	3.170136	1	0.988534	1157.000000
8	3443080	-1	11922	2	877192	1093581.635958	3.148444	3.148444	1	0.988534	1160.000000
9	3371688	-1	12041	2	877192	1049146.944547	3.213742	3.213742	1	0.988534	1163.000000
10	3203280	-1	12076	2	877192	971212.449214	3.298228	3.298228	1	0.988534	1166.000000
11	3534640	-1	11016	2	877192	804722.888809	4.392369	4.392369	1	0.988534	1170.000000
12	2931880	-1	10330	2	877192	729388.991118	4.019638	4.019638	1	0.988534	1174.000000
13	2836440	-1	10711	2	877192	961026.513193	2.951469	2.951469	1	0.988534	1176.000000
14	2651768	-1	11809	2	877192	1186237.698463	2.235444	2.235444	1	0.988534	1178.000000
15	2762368	-1	12356	2	877192	991582.305433	2.785818	2.785818	1	0.988534	1180.000000
16	2784784	-1	13392	2	877192	1212343.666416	2.297025	2.297025	1	0.988534	1182.000000
17	3055776	-1	13657	2	877192	996113.874144	3.067697	3.067697	1	0.988534	1185.000000
18	3367576	-1	14152	2	877192	1186587.705231	2.838034	2.838034	1	0.988534	1187.000000
19	3114688	-1	14680	2	877192	1110234.883784	2.805432	2.805432	1	0.988534	1189.000000
20	2883496	-1	15190	2	877192	1021704.600550	2.822240	2.822240	1	0.988534	1191.000000
21	3006296	-1	15841	2	877192	1120809.588241	2.682254	2.682254	1	0.988534	1193.000000
22	2970056	-1	16475	2	877192	1100430.944203	2.698994	2.698994	1	0.988534	1195.000000
23	3126968	-1	16170	2	877192	859533.688628	3.637982	3.637982	1	0.988534	1198.000000
24	2946280	-1	12465	2	877192	418627.828664	7.037946	7.037946	1	0.988534	1205.000000
25	1642864	-1	13967	1	544244	897327.344831	1.830841	1.830841	1	0.978664	1206.000000
26	1713176	-1	16174	1	544244	1520724.795805	1.126552	1.126552	1	0.983599	1207.000000
27	1826792	-1	18479	1	544244	1776759.872721	1.028159	1.028159	1	0.983599	1208.000000
28	1836144	-1	20865	1	544244	1940270.916330	0.946334	0.946334	1	0.983599	1208.000000
29	3440576	-1	22365	2	877192	1877119.008043	1.832902	1.832902	1	0.983599	1209.000000
30	2987424	-1	24120	2	877192	1892903.003745	1.578223	1.578223	1	0.988534	1210.000000
31	5300800	-1	24676	3	1581507	1908641.231069	2.777264	2.777264	1	0.988534	1212.000000
32	4932248	-1	25434	3	1581507	1915348.787619	2.575117	2.575117	1	0.992945	1214.000000
33	4864000	-1	26285	3	1581507	1959752.259441	2.481946	2.481946	1	0.992945	1216.000000
34	5136472	-1	26863	3	1581507	1864402.725389	2.755023	2.755023	1	0.992945	1218.000000
35	5341528	-1	27223	3	1581507	1923495.211846	2.776991	2.776991	1	0.992945	1220.000000
36	5707352	-1	27152	3	1581507	2004369.642645	2.847455	2.847455	1	0.992945	1222.000000
37	5723632	-1	25596	3	1581507	1299652.495473	4.403971	4.403971	1	0.992945	1226.000000
38	5561664	-1	23860	3	1581507	1097208.461590	5.068922	5.068922	1	0.992945	1231.000000
39	2659200	-1	24643	2	877192	1042998.384103	2.549573	2.549573	1	0.984123	1233.000000
40	2775464	-1	25204	2	877192	1001064.975026	2.772511	2.772511	1	0.988534	1235.000000
41	2785672	-1	17698	2	877192	257006.562935	10.838914	10.838914	1	0.988534	1245.000000
42	1526120	-1	3690	1	544244	88007.433717	17.340808	17.340808	1	0.978664	1262.000000
43	1287416	-1	3333	0	346201	157635.340277	8.167052	8.167052	1	-3.512739	1270.000000
44	1201808	-1	3333	0	346201	143188.621332	8.393181	8.393181	1	-4.086375	1278.000000
45	1144280	-1	3333	0	346201	122678.193248	9.327493	9.327493	1	-5.020688	1287.000000
46	1312456	-1	3333	0	346201	189419.830709	6.928820	6.928820	1	-2.622015	1293.000000
47	1190392	-1	3333	0	346201	126298.635585	9.425217	9.425217	1	-5.118411	1302.000000
48	1246056	-1	3333	0	346201	135799.060942	9.175734	9.175734	1	-4.868928	1311.000000
49	1228184	-1	3333	0	346201	154544.334232	7.947131	7.947131	1	-3.640325	1318.000000
50	1161048	-1	3333	0	346201	164804.409167	7.045006	7.045006	1	-2.738200	1325.000000
51	865800	-1	3455	0	346201	269692.463099	3.210323	3.210323	1	0.973805	1328.000000
52	902544	-1	3333	0	346201	149722.410769	6.028116	6.028116	1	-1.598633	1334.000000
53	1095816	-1	3333	0	346201	229073.788102	4.783681	4.783681	1	-0.476876	1338.000000
54	1166080	-1	3333	0	346201	284479.445105	4.098996	4.098996	1	0.207810	1342.000000
55	1135008	-1	3333	0	346201	153945.029644	7.372814	7.372814	1	-3.066008	1349.000000
56	1206536	-1	3333	0	346201	124643.982232	9.679858	9.679858	1	-5.373052	1358.000000
57	1151216	-1	3333	0	346201	104709.508156	10.994379	10.994379	1	-6.687573	1368.000000
58	1278328	-1	3333	0	346201	142931.777315	8.943623	8.943623	1	-4.636818	1376.000000
59	1228736	-1	3333	0	346201	182808.068125	6.721454	6.721454	1	-2.414648	1382.000000
60	1148032	-1	3333	0	346201	112018.206967	10.248620	10.248620	1	-5.941814	1392.000000
61	1294624	-1	3333	0	346201	112175.841657	11.541023	11.541023	1	-7.234218	1403.000000
62	1140768	-1	3333	0	346201	209923.692344	5.434203	5.434203	1	-1.127398	1408.000000
63	1217496	-1	3333	0	346201	154505.154617	7.879970	7.879970	1	-3.573165	1415.000000
64	1286568	-1	3333	0	346201	223235.468210	5.763278	5.763278	1	-1.456472	1420.000000
65	1286352	-1	3333	0	346201	163391.342966	7.872828	7.872828	1	-3.566023	1427.000000
66	1195520	-1	3333	0	346201	131161.579458	9.114864	9.114864	1	-4.808059	1436.000000
67	1244512	-1	3333	0	346201	215652.232503	5.770921	5.770921	1	-1.464116	1441.000000
68	1221576	-1	3333	0	346201	91509.513347	13.349169	13.349169	1	-9.042364	1454.000000
69	1305216	-1	3333	0	346201	88416.173462	14.762186	14.762186	1	-10.455381	1468.000000
70	1258360	-1	3333	0	346201	96984.677145	12.974833	12.974833	1	-8.668028	1480.000000
71	591616	-1	3333	0	346201	153951.817064	3.842865	3.842865	1	0.463941	1483.000000
