segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	463816	-1	3333	0	333984	1672759.240760	0.277276	0.277276	1	-0.027728	354.000000
2	6125520	-1	6666	3	1653202	1550657.001830	3.950274	3.950274	1	0.578778	357.000000
3	2924688	-1	9999	2	888935	1848286.589951	1.582378	1.582378	1	0.825885	358.000000
4	5629184	-1	9514	3	1653202	1474616.024259	3.817390	3.817390	1	0.988534	361.000000
5	2980912	-1	9572	2	888935	910038.850887	3.275588	3.275588	1	0.984123	364.000000
6	3158960	-1	7047	2	888935	539341.576414	5.857067	5.857067	1	0.988534	369.000000
7	3170152	-1	6447	2	888935	805868.760779	3.933832	3.933832	1	0.988534	372.000000
8	3288080	-1	5740	2	888935	813946.834687	4.039674	4.039674	1	0.988534	376.000000
9	1980480	-1	6441	1	549918	752470.986658	2.631969	2.631969	1	0.978664	378.000000
10	2066336	-1	7531	1	549918	921405.685355	2.242591	2.242591	1	0.983599	380.000000
11	2105080	-1	8957	1	549918	1103853.749952	1.907028	1.907028	1	0.983599	381.000000
12	1851584	-1	10714	1	549918	1174666.046179	1.576264	1.576264	1	0.983599	382.000000
13	3064000	-1	10916	2	888935	978467.724740	3.131427	3.131427	1	0.983599	385.000000
14	3393816	-1	11194	2	888935	1110979.601577	3.054796	3.054796	1	0.988534	388.000000
15	3295256	-1	11393	2	888935	1051514.744020	3.133818	3.133818	1	0.988534	391.000000
16	3211592	-1	10551	2	888935	769164.621690	4.175429	4.175429	1	0.988534	395.000000
17	3321432	-1	9019	2	888935	682709.113806	4.865076	4.865076	1	0.988534	399.000000
18	2165112	-1	10884	1	549918	1475459.572795	1.467415	1.467415	1	0.978664	400.000000
19	3363696	-1	12419	2	888935	1870463.233324	1.798322	1.798322	1	0.983599	401.000000
20	3198704	-1	14089	2	888935	1923797.568506	1.662703	1.662703	1	0.988534	402.000000
21	3209320	-1	15826	2	888935	2010260.041304	1.596470	1.596470	1	0.988534	403.000000
22	2983920	-1	17146	2	888935	1482439.687178	2.012844	2.012844	1	0.988534	405.000000
23	5605552	-1	17374	3	1653202	1805242.382856	3.105152	3.105152	1	0.988534	408.000000
24	5872952	-1	16145	3	1653202	1287581.350153	4.561228	4.561228	1	0.992945	412.000000
25	5879192	-1	14710	3	1653202	1232883.867729	4.768650	4.768650	1	0.992945	416.000000
26	3468344	-1	15256	2	888935	1244793.877279	2.786280	2.786280	1	0.984123	418.000000
27	3162936	-1	16253	2	888935	1353646.668243	2.336604	2.336604	1	0.988534	420.000000
28	2514168	-1	17440	2	888935	1171379.407492	2.146331	2.146331	1	0.988534	422.000000
29	3092864	-1	18907	2	888935	1657543.293706	1.865933	1.865933	1	0.988534	423.000000
30	1213088	-1	21649	2	888935	2055416.583420	0.590191	0.590191	1	0.988534	423.000000
31	250024	-1	24861	2	888935	2055416.583420	0.121642	0.121642	1	0.988534	423.000000
