system_time,time,segment_num,segment_size,hit,buffer_size,bitrate,throughput,download_time,QoE
1,627744,853445.960395,1682288.813243,5.884323,2.985190
2,710279,1388668.855736,1701289.576511,4.091855,3.339956
3,679140,1764369.758849,1702469.628442,3.079355,3.191317
4,700147,1773016.417830,1727355.497255,3.159122,3.242631
5,783850,1688791.115690,1866988.397299,3.713189,3.358778
6,929825,1601346.421557,1878025.465170,4.645216,3.960862
7,705564,1936929.542590,1833064.321061,2.914155,3.079277
8,767773,1947505.787966,1453637.931896,3.153872,4.225388
9,761981,2150935.189025,2028736.513241,2.834045,3.004751
10,606513,2116612.244574,1960703.385277,2.292392,2.474675
11,657859,2111084.372574,1976134.740563,2.492971,2.663215
12,761088,2054043.991568,2000388.952299,2.964252,3.043760
13,739577,2084372.631320,2025219.027074,2.838560,2.921470
14,844923,1501426.672188,1980181.316527,4.501974,3.413518
15,694338,2118523.723019,2004849.995501,2.621969,2.770633
16,861235,1787926.315130,2061895.810561,3.853559,3.341527
17,856710,1667825.535353,2041301.016781,4.109351,3.357506
18,800453,2112364.955511,2014751.109061,3.031495,3.178370
19,777652,1738085.640707,1995763.607079,3.579350,3.117211
20,829756,1847877.911699,1951073.141621,3.592255,3.402255
21,786538,1517094.862328,1513909.406621,4.147601,4.156328
22,802857,2152756.572582,1948788.748647,2.983550,3.295820
23,744812,2197654.996351,1995637.819863,2.711297,2.985760
24,798337,2122182.114843,2066642.733529,3.009495,3.090373
25,783839,1962834.989494,1850276.692640,3.194722,3.389067
26,775867,1977491.052642,1853672.833018,3.138793,3.348453
27,847521,1976386.001872,1865206.279076,3.430589,3.635077
28,862017,1990242.500737,1872201.369520,3.464973,3.683437
29,846826,1975268.820757,1864969.417782,3.429714,3.632557
30,815719,1969815.322380,1180938.473367,3.312875,5.525903
31,851477,1883485.010647,1867837.372759,3.616602,3.646900
32,735207,1987064.486337,1788300.362788,2.959972,3.288964
33,800097,2158342.875249,2036520.984576,2.965597,3.142995
34,808090,2143860.163781,2028375.180265,3.015458,3.187142
35,843548,2133772.831833,1802777.324984,3.162653,3.743326
36,747853,2164453.917407,2011333.476953,2.764126,2.974556
37,773319,2153315.774263,1935591.175432,2.873035,3.196208
38,800142,2122809.224162,2020172.167826,3.015408,3.168609
39,848136,2142198.035966,2020629.504685,3.167349,3.357908
40,819096,2133513.362411,1975680.720257,3.071351,3.316714
41,897913,2333037.508253,2184127.557769,3.078949,3.288867
42,774310,2345867.597210,2162983.089094,2.640592,2.863860
43,803901,2320688.689640,2168930.450246,2.771250,2.965152
44,875956,2327326.634265,2182994.924230,3.011029,3.210107
45,808891,2123197.982563,2001401.182892,3.047821,3.233299
46,876708,2172213.404200,2056360.577090,3.228810,3.410717
47,867039,2183688.737250,2022749.036797,3.176420,3.429151
48,791248,2116046.369536,2015303.259845,2.991420,3.140959
49,827136,2141675.571005,2024716.932678,3.089678,3.268155
50,788564,2177952.915530,2009350.539825,2.896533,3.139578
51,774821,2138059.069735,2014275.942301,2.899157,3.077318
52,877042,2158000.011010,2033655.903422,3.251314,3.450110
53,743292,2348420.138352,2139492.745126,2.532058,2.779320
54,835217,2320292.612907,2193823.592817,2.879695,3.045703
55,803749,2333545.134095,2189357.963866,2.755461,2.936930
56,764245,2335399.656412,2175145.198129,2.617950,2.810828
57,718559,2147661.807100,1937156.764478,2.676619,2.967479
58,831483,2131295.885135,1993535.485127,3.121042,3.336717
59,856880,2137599.003838,2034518.287955,3.206888,3.369368
60,791260,2166245.459240,2013551.236286,2.922143,3.143739
61,812188,1926989.923174,1850914.944815,3.371841,3.510428
62,698721,1889327.490296,1844284.347564,2.958602,3.030860
63,795895,1904415.054605,1861370.232261,3.343368,3.420684
64,767056,1950405.359336,1709069.710559,3.146242,3.590519
65,791726,1788134.307553,1686186.973097,3.542132,3.756290
66,819170,1766057.231411,1659180.009705,3.710729,3.949758
67,800545,1769435.888538,1700621.663672,3.619436,3.765893
68,737092,1777682.666344,1376625.297378,3.317091,4.283472
69,819263,1920555.423455,1879183.376369,3.412609,3.487741
70,773371,1940572.809458,1838167.115390,3.188217,3.365835
71,820966,1955906.364123,1798493.701060,3.357895,3.651794
72,772022,1987845.957008,1870336.008133,3.106969,3.302175
73,803024,2158336.871341,2029309.724193,2.976455,3.165703
74,715649,2166758.631694,1991759.782637,2.642284,2.874439
75,674084,2163840.500480,1984500.547992,2.492176,2.717395
76,842140,2156959.084685,2044771.040477,3.123434,3.294804
77,687426,1974233.238180,1845478.632158,2.785592,2.979936
78,721558,1797741.001486,1853028.392172,3.210954,3.115151
79,878001,1978775.496704,1828361.552807,3.549674,3.841695
80,821114,1950661.008198,1828638.856568,3.367531,3.592241
81,834197,2162403.612614,2090826.331566,3.086184,3.191837
82,844793,2167741.462462,1999815.392987,3.117689,3.379484
83,812668,2143465.516597,2024956.661687,3.033099,3.210609
84,883067,2152905.711194,1964890.992514,3.281396,3.595383
85,828902,2154014.039425,2009730.800172,3.078539,3.299554
86,867338,2159394.318314,2005544.645490,3.213264,3.459760
87,737721,2156081.800172,1993327.537828,2.737265,2.960762
88,756157,2132756.849374,1998225.366823,2.836355,3.027314
89,866782,2134429.102143,1997025.489472,3.248764,3.472292
90,786912,2169919.830175,2007442.512212,2.901165,3.135978
91,811697,2145978.512277,1932429.319728,3.025928,3.360317
92,811754,2167545.652102,2023609.548928,2.996030,3.209133
93,843946,2317507.443494,2181243.980380,2.913289,3.095283
94,806205,2337257.960467,2085579.299083,2.759490,3.092493
95,826766,2353982.980121,2102010.779843,2.809760,3.146572
96,799507,2314572.240755,1916918.575739,2.763386,3.336634
97,752713,2319900.775070,2133876.357317,2.595673,2.821955
98,837863,2341046.390546,2141250.965277,2.863209,3.130368
99,841484,2337595.568286,2169230.333934,2.879827,3.103346
100,767585,2334668.309540,2022926.717078,2.630215,3.035542
101,839832,774807.242139,933749.629398,8.671390,7.195351
102,757721,946599.149501,788287.356731,6.403733,7.689795
103,812403,949393.672902,721595.425687,6.845658,9.006742
104,830202,952361.982604,682427.011718,6.973836,9.732346
105,756665,949463.195662,678119.650962,6.375518,8.926625
106,789392,889693.509776,681455.290871,7.098103,9.267132
107,749913,945818.976577,684748.640931,6.342973,8.761323
108,757691,935860.523516,687739.708680,6.476957,8.813695
109,815024,1421622.016548,996803.918884,4.586446,6.541098
110,772776,1342819.865673,1025710.168883,4.603900,6.027246
111,758469,1333077.114546,1046301.864445,4.551689,5.799237
112,821276,1400414.750945,983921.382949,4.691616,6.677574
113,815518,1423318.279453,998147.304053,4.583756,6.536254
114,831445,1343216.770765,994166.341620,4.951963,6.690591
115,773483,1328511.193860,1076937.068350,4.657743,5.745799
116,839896,1376217.247493,975038.576156,4.882345,6.891182
117,855529,929502.471617,658869.311993,7.363328,10.387845
118,812780,935628.883181,663756.982799,6.949593,9.796115
119,818573,930656.567771,661207.263749,7.036520,9.903981
120,820549,927632.063424,660031.990695,7.076504,9.945566
121,830417,936466.235469,656983.514850,7.094048,10.111876
122,835357,939192.090134,648054.328226,7.115537,10.312185
123,790892,896589.220075,811816.833283,7.056895,7.793797
124,848530,952077.206989,736977.310748,7.129926,9.210921
125,744344,949163.121249,692035.060336,6.273687,8.604697
126,749980,919995.832035,706222.785720,6.521595,8.495676
127,699571,882440.119379,694236.635806,6.342150,8.061470
128,822174,910797.434105,667314.920531,7.221575,9.856504
129,732257,1418597.424323,1051165.758413,4.129470,5.572914
130,699333,1395686.073483,1066919.439482,4.008540,5.243755
131,708294,1363569.269907,1054386.909383,4.155529,5.374073
132,731235,1402837.505826,1046225.699647,4.170034,5.591413
133,660653,1557393.928739,1253944.550448,3.393633,4.214879
134,844411,1569744.164819,1104915.324037,4.303432,6.113851
135,709950,1497529.531859,1181668.674812,3.792646,4.806423
136,750633,1538124.026909,1159773.320790,3.904148,5.177791
137,689032,1391156.473761,1079698.448977,3.962355,5.105366
138,655326,1370117.536816,1100368.055783,3.826393,4.764413
139,731435,1410939.321562,1080625.477806,4.147223,5.414901
140,718800,1402050.777868,1038339.050261,4.101421,5.538075
141,813188,929612.533395,654180.526836,6.998081,9.944509
142,823720,927797.809382,660827.506358,7.102582,9.971982
143,799165,915647.513931,667015.029526,6.982294,9.584971
144,867074,936728.863383,648405.146068,7.405123,10.697929
145,842606,899741.132370,650719.099420,7.491986,10.359075
146,797476,933414.007580,659895.792016,6.834918,9.667902
147,870237,921691.145264,642676.628351,7.553394,10.832658
148,829140,934236.776014,657403.446589,7.100042,10.089877
149,828048,926414.696155,668312.672057,7.150560,9.912103
150,871652,929846.258294,653197.068910,7.499321,10.675516
151,878994,926472.873140,651251.890637,7.590025,10.797592
152,755232,918393.173073,684272.338519,6.578725,8.829607
153,809509,1365016.903719,1026314.525067,4.744316,6.310027
154,801088,1355046.951277,1009213.023839,4.729507,6.350199
155,839622,1399072.515720,985235.452854,4.801021,6.817635
156,853017,1368006.982312,981089.251932,4.988378,6.955673
157,849707,1397429.102617,982142.095660,4.864401,6.921255
158,795375,1417610.201388,1015913.146981,4.488540,6.263331
159,798004,1366505.546040,1020707.382620,4.671794,6.254517
160,765339,1398803.471428,1023293.625680,4.377107,5.983338
161,813790,1365225.208622,993656.872570,4.768678,6.551879
162,789667,1365749.894149,1035186.799520,4.625544,6.102605
163,782456,1401816.879498,1027202.504524,4.465382,6.093879
164,797992,1415466.544406,1006570.004596,4.510128,6.342267
165,848778,1371708.036386,892214.435492,4.950196,7.610529
166,735529,1386712.779134,1028624.247135,4.243295,5.720487
167,788375,1351501.357940,1031248.748260,4.666662,6.115886
168,745549,1248385.626449,1042852.186093,4.777684,5.719307
169,833463,1349032.970112,998395.775293,4.942580,6.678418
170,851587,1379074.665283,984188.621168,4.940049,6.922145
171,826122,1388434.149518,995894.475225,4.760021,6.636221
172,803402,1353650.084593,999814.327883,4.748063,6.428410
173,774778,1528918.373783,1144629.633143,4.053993,5.415048
174,816969,1568197.828579,1119439.088937,4.167683,5.838417
175,886559,1522390.414211,1095638.957503,4.658773,6.473366
176,760687,1538835.063326,1157893.080051,3.954612,5.255663
177,824456,1419915.726793,994099.678317,4.645098,6.634795
178,780167,1386562.742859,1003707.265000,4.501301,6.218283
179,734707,1371305.571003,1059653.752692,4.286175,5.546770
180,754161,1340614.322307,1031703.796883,4.500391,5.847888
181,812208,1025804.233878,1373774.873369,6.334214,4.729788
182,796322,1336594.922210,1009597.415168,4.766273,6.310016
183,810077,1313557.993555,1035856.949694,4.933635,6.256285
184,787659,1374873.068938,1026364.339761,4.583166,6.139410
185,793956,1554881.050129,1153689.134872,4.084974,5.505511
186,890924,1536278.148155,1087810.377825,4.639389,6.552054
187,793946,1537516.684668,1134476.221255,4.131056,5.598679
188,869423,1559161.731310,1089922.159180,4.460977,6.381542
189,903132,1547321.191086,1084491.374088,4.669396,6.662161
190,734819,1530732.671261,1182176.952213,3.840352,4.972650
191,638391,1487824.175791,1245649.914166,3.432615,4.099971
