system_time,time,segment_num,segment_size,hit,buffer_size,bitrate,throughput,download_time,QoE
1,326673,1583537.903984,1431690.627785,1.650345,1.825383
2,348726,1691182.642945,1563661.930853,1.649620,1.784150
3,337961,1739722.050627,1536473.603165,1.554092,1.759671
4,372956,1750152.437317,1546235.451260,1.704793,1.929621
5,389311,1901164.364470,1692967.443452,1.638200,1.839662
6,456774,1920726.219348,1754248.719648,1.902505,2.083052
7,373233,1923546.589995,1707512.124147,1.552270,1.748663
8,413054,1900922.380217,1759145.549559,1.738331,1.878430
9,404746,2058350.626563,1886852.674054,1.573089,1.716068
10,276489,2076059.262224,1729571.396685,1.065438,1.278879
11,306830,2020641.594389,1829025.260192,1.214782,1.342048
12,388635,2087217.329406,1869123.855406,1.489581,1.663389
13,416433,2099629.482421,1896132.981566,1.586691,1.756978
14,426767,2027494.253233,1874122.469754,1.683919,1.821725
15,329139,2034736.242139,1738442.900229,1.294080,1.514638
16,451213,2103814.236165,1899759.248912,1.715790,1.900085
17,443102,1927492.582719,1565560.853667,1.839082,2.264247
18,404590,1938819.635523,1737571.376171,1.669428,1.862784
19,385270,1900122.542009,1731682.567358,1.622085,1.779864
20,423971,1887354.472997,1763198.274725,1.797102,1.923645
21,419243,1916972.704301,1730252.616354,1.749604,1.938413
22,409064,1954806.471561,1737393.865773,1.674085,1.883575
23,383029,1915757.733125,1714665.821877,1.599488,1.787072
24,403971,1901338.867591,1725035.591870,1.699733,1.873450
25,417244,2084141.227259,1869441.459039,1.601596,1.785534
26,381100,2060546.016138,1803864.047304,1.479608,1.690150
27,439067,2087930.426563,1811607.874978,1.682305,1.938905
28,447905,2094933.261727,1899089.874829,1.710432,1.886820
29,426866,2243819.056032,2032097.043290,1.521927,1.680495
30,401741,2268785.897998,1918666.088529,1.416585,1.675085
31,454506,2278466.607722,2053980.841414,1.595831,1.770244
32,361179,2240753.602988,1941139.992259,1.289491,1.488523
33,429092,2275053.240036,2011628.927027,1.508860,1.706446
34,411449,2262716.116012,1975012.458967,1.454708,1.666618
35,443626,2241776.245905,2005801.484222,1.583123,1.769372
36,370229,2295391.875851,1981241.778388,1.290338,1.494937
37,402791,2032218.139826,1856582.015182,1.585621,1.735624
38,435412,2098215.475347,1879775.974226,1.660123,1.853038
39,440875,2060835.830626,1877467.299592,1.711442,1.878595
40,410465,2077825.750205,1827395.613864,1.580364,1.796940
41,468677,1891296.907704,2073545.842590,1.982458,1.808215
