segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1304992	-1	4171	321054	1957713.155290	0.666590	0.666590	1	-0.066659	529.000000
2	6404960	-1	8342	1771903	1818999.004919	3.521145	3.521145	1	0.621691	532.000000
3	7634416	-1	7913	1771903	1659941.187178	4.599209	4.599209	1	0.992945	536.000000
4	5907648	-1	8171	1771903	1509451.437686	3.913771	3.913771	1	0.992945	539.000000
5	616904	-1	11870	889918	1309298.701300	0.471171	0.471171	1	0.984123	539.000000
6	2347568	-1	14442	889918	1467535.288644	1.599667	1.599667	1	0.988534	540.000000
7	3922512	-1	16165	889918	1602814.466093	2.447265	2.447265	1	0.988534	542.000000
8	3075680	-1	18049	889918	1344859.852330	2.286989	2.286989	1	0.988534	544.000000
9	3179568	-1	20313	889918	1666937.994563	1.907430	1.907430	1	0.988534	545.000000
10	2970008	-1	22458	889918	1465810.915974	2.026188	2.026188	1	0.988534	547.000000
11	3078352	-1	24950	889918	1833469.683343	1.678976	1.678976	1	0.988534	548.000000
12	3471312	-1	26318	889918	1238493.280816	2.802851	2.802851	1	0.988534	550.000000
13	3289248	-1	28203	889918	1830524.236385	1.796889	1.796889	1	0.988534	551.000000
14	3588016	-1	27179	889918	1272327.088098	2.820042	2.820042	1	0.988534	553.000000
15	3553592	-1	27572	889918	1464016.665229	2.427289	2.427289	1	0.988534	555.000000
16	3924688	-1	27829	889918	1808162.056786	2.170540	2.170540	1	0.988534	557.000000
17	3575256	-1	27860	889918	1671180.123534	2.139360	2.139360	1	0.988534	559.000000
18	3341408	-1	28055	889918	1718689.660750	1.944160	1.944160	1	0.988534	560.000000
19	3500040	-1	28229	889918	1976771.319897	1.770584	1.770584	1	0.988534	561.000000
20	3323784	-1	28490	889918	2202485.398204	1.509106	1.509106	1	0.988534	562.000000
21	6959368	-1	26564	1771903	2025579.326386	3.435742	3.435742	1	0.988534	565.000000
22	6821920	-1	26782	1771903	2120239.615015	3.217523	3.217523	1	0.992945	568.000000
23	6705040	-1	26302	1771903	1813570.112642	3.697150	3.697150	1	0.992945	571.000000
24	6679744	-1	26362	1771903	1836516.029782	3.637183	3.637183	1	0.992945	574.000000
25	6709656	-1	26600	1771903	1973973.581558	3.399061	3.399061	1	0.992945	577.000000
26	6888536	-1	26360	1771903	1892464.172098	3.639982	3.639982	1	0.992945	580.000000
27	6672768	-1	26779	1771903	2072207.012942	3.220126	3.220126	1	0.992945	583.000000
28	6536976	-1	27140	1771903	2286204.463155	2.859314	2.859314	1	0.992945	585.000000
29	7463880	-1	26526	1771903	2148553.385982	3.473909	3.473909	1	0.992945	588.000000
30	6755264	-1	26951	1771903	2215822.732106	3.048648	3.048648	1	0.992945	591.000000
31	8244832	-1	26044	1771903	2084521.017283	3.955265	3.955265	1	0.992945	594.000000
32	7753304	-1	25922	1771903	1901554.589495	4.077350	4.077350	1	0.992945	598.000000
33	5831056	-1	26819	1771903	1833372.736380	3.180508	3.180508	1	0.992945	601.000000
34	7645184	-1	25740	1771903	1794710.317023	4.259843	4.259843	1	0.992945	605.000000
