segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	892904	-1	3337	324405	558497.681087	1.598760	1.598760	4	-0.159876	1.000000
2	1934864	-1	6674	537507	1068461.946137	1.810887	1.810887	4	0.728939	2.000000
3	1756080	-1	10011	537507	2330522.954090	0.753513	0.753513	4	0.847748	2.000000
4	2977688	-1	11471	901193	1586764.809812	1.876578	1.876578	4	0.923099	3.000000
5	3113640	-1	10241	901193	681776.598615	4.566951	4.566951	4	0.935060	7.000000
6	3291608	-1	9775	901193	865641.935431	3.802505	3.802505	4	0.935060	10.000000
7	3114776	-1	9775	901193	933137.574053	3.337960	3.337960	4	0.935060	13.000000
8	3594752	-1	9443	901193	980009.782399	3.668078	3.668078	4	0.935060	16.000000
9	3068792	-1	9640	901193	977058.977836	3.140846	3.140846	4	0.935060	19.000000
10	2013816	-1	9954	537507	666331.135306	3.022245	3.022245	4	0.911138	22.000000
11	2165280	-1	10541	537507	787189.637279	2.750646	2.750646	4	0.923099	24.000000
12	2049536	-1	11557	537507	883230.368530	2.320500	2.320500	4	0.923099	26.000000
13	2071848	-1	12517	537507	871543.553098	2.377217	2.377217	4	0.923099	28.000000
14	1680696	-1	14319	537507	1095191.758096	1.534613	1.534613	4	0.923099	29.000000
15	2038904	-1	15803	537507	1100112.078718	1.853360	1.853360	4	0.923099	30.000000
16	3508208	-1	16048	901193	1134446.952763	3.092439	3.092439	4	0.923099	33.000000
17	2278304	-1	17292	901193	1088850.220953	2.092394	2.092394	4	0.935060	35.000000
18	3211720	-1	16734	901193	824436.309003	3.895656	3.895656	4	0.935060	38.000000
19	3371632	-1	15377	901193	718288.117340	4.693983	4.693983	4	0.935060	42.000000
20	2826872	-1	14868	901193	735192.233187	3.845079	3.845079	4	0.935060	45.000000
21	1989000	-1	16120	537507	953802.973195	2.085336	2.085336	4	0.911138	47.000000
22	1625328	-1	18480	537507	1663227.091630	0.977214	0.977214	4	0.923099	47.000000
23	1698312	-1	20790	537507	1654447.309254	1.026513	1.026513	4	0.923099	48.000000
24	2562648	-1	22179	901193	1315450.357250	1.948115	1.948115	4	0.923099	49.000000
25	3378480	-1	23103	901193	1400218.019291	2.412824	2.412824	4	0.935060	51.000000
26	3381784	-1	23862	901193	1311797.315495	2.577978	2.577978	4	0.935060	53.000000
27	3431408	-1	24835	901193	1451302.831138	2.364364	2.364364	4	0.935060	55.000000
28	3215280	-1	25942	901193	1441887.801030	2.229910	2.229910	4	0.935060	57.000000
29	3223880	-1	27017	901193	1425186.228197	2.262076	2.262076	4	0.935060	59.000000
30	3098248	-1	27804	901193	1410865.382529	2.195991	2.195991	4	0.935060	61.000000
31	2407240	-1	28153	901193	1303554.323895	1.846674	1.846674	4	0.935060	62.000000
