segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1439632	-1	4000	359908	475723.485828	3.026195	3.026195	4	-0.302619	3.000000
2	1112192	-1	8000	359908	692583.321027	1.605860	1.605860	4	0.749441	4.000000
3	1221376	-1	10581	359908	861313.194486	1.418039	1.418039	4	0.910028	5.000000
4	2431248	-1	11047	580770	687953.615299	3.534029	3.534029	4	0.910028	8.000000
5	2397496	-1	10811	580770	565953.198591	4.236209	4.236209	4	0.923099	12.000000
6	1922760	-1	12500	580770	831919.807753	2.311232	2.311232	4	0.923099	14.000000
7	2311584	-1	14626	580770	1233464.916194	1.874057	1.874057	4	0.923099	15.000000
8	2325912	-1	16598	580770	1146996.980794	2.027827	2.027827	4	0.923099	17.000000
9	2214736	-1	18979	580770	1367838.394113	1.619150	1.619150	4	0.923099	18.000000
10	2333240	-1	21108	580770	1247331.044993	1.870586	1.870586	4	0.923099	19.000000
11	3855920	-1	21974	939608	1230220.191468	3.134333	3.134333	4	0.923099	22.000000
12	4122832	-1	22827	939608	1310084.209100	3.146998	3.146998	4	0.935060	25.000000
13	3333848	-1	24636	939608	1521552.964272	2.191082	2.191082	4	0.935060	27.000000
14	4246856	-1	25099	939608	1200586.857316	3.537317	3.537317	4	0.935060	30.000000
15	3628304	-1	25600	939608	1037029.041377	3.498749	3.498749	4	0.935060	33.000000
16	4207088	-1	25492	939608	1024241.272016	4.107517	4.107517	4	0.935060	37.000000
17	2875584	-1	27330	939608	1329856.808698	2.162326	2.162326	4	0.935060	39.000000
18	3246368	-1	27636	939608	1373676.674977	2.363269	2.363269	4	0.935060	41.000000
19	3831816	-1	27408	939608	1478819.640552	2.591131	2.591131	4	0.935060	43.000000
20	3378160	-1	28008	939608	1696146.656733	1.991667	1.991667	4	0.935060	44.000000
21	3939448	-1	27475	939608	1560451.885340	2.524556	2.524556	4	0.935060	46.000000
22	3884504	-1	27330	939608	1454884.944025	2.669973	2.669973	4	0.935060	48.000000
23	1605664	-1	28728	939608	1262462.798789	1.271851	1.271851	4	0.935060	49.000000
