segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1489456	-1	4000	372364	1346596.256102	1.106090	1.106090	4	-0.110609	1.000000
2	3346248	-1	8000	985454	1541307.964322	2.171044	2.171044	4	0.692923	3.000000
3	3474728	-1	9332	985454	1302838.736633	2.667044	2.667044	4	0.935060	5.000000
4	3294968	-1	10566	985454	1191122.221735	2.766272	2.766272	4	0.935060	7.000000
5	3550256	-1	11929	985454	1346176.170883	2.637289	2.637289	4	0.935060	9.000000
6	3157960	-1	13547	985454	1326096.534275	2.381395	2.381395	4	0.935060	11.000000
7	3813320	-1	14492	985454	1248166.343941	3.055138	3.055138	4	0.935060	14.000000
8	3612440	-1	15639	985454	1265817.636918	2.853839	2.853839	4	0.935060	16.000000
9	3659216	-1	16669	985454	1232099.424514	2.969903	2.969903	4	0.935060	18.000000
10	3209504	-1	17586	985454	1041062.505824	3.082912	3.082912	4	0.935060	21.000000
11	3407016	-1	18972	985454	1303681.276376	2.613381	2.613381	4	0.935060	23.000000
12	3523840	-1	20148	985454	1247692.042473	2.824287	2.824287	4	0.935060	25.000000
13	3590008	-1	21135	985454	1191300.646409	3.013520	3.013520	4	0.935060	28.000000
14	4007592	-1	20872	985454	940115.641116	4.262871	4.262871	4	0.935060	32.000000
15	3447672	-1	21505	985454	1024063.895652	3.366657	3.366657	4	0.935060	35.000000
16	3713128	-1	21904	985454	1031079.740868	3.601204	3.601204	4	0.935060	38.000000
17	3434112	-1	22642	985454	1052961.758329	3.261383	3.261383	4	0.935060	41.000000
18	3502824	-1	23039	985454	972133.111567	3.603235	3.603235	4	0.935060	44.000000
19	3203840	-1	23646	985454	944294.581320	3.392840	3.392840	4	0.935060	47.000000
20	3921552	-1	22972	985454	839031.175666	4.673905	4.673905	4	0.935060	51.000000
21	2293152	-1	24014	605918	775177.256878	2.958229	2.958229	4	0.911138	53.000000
22	2266528	-1	24658	605918	675356.622913	3.356046	3.356046	4	0.923099	56.000000
23	2149048	-1	26888	605918	1214295.633476	1.769790	1.769790	4	0.923099	57.000000
24	2116560	-1	27914	605918	1014814.520761	2.085662	2.085662	4	0.923099	59.000000
25	2485224	-1	27789	605918	1124284.613614	2.210494	2.210494	4	0.923099	61.000000
26	2237640	-1	27726	605918	984169.334442	2.273633	2.273633	4	0.923099	63.000000
27	2307440	-1	24471	605918	417393.823355	5.528208	5.528208	4	0.923099	68.000000
28	2367168	-1	25556	605918	811855.489277	2.915750	2.915750	4	0.923099	70.000000
29	2292712	-1	26694	605918	801334.780822	2.861116	2.861116	4	0.923099	72.000000
30	2088776	-1	27571	605918	860141.947125	2.428408	2.428408	4	0.923099	74.000000
31	2111728	-1	27275	605918	775181.726664	2.724172	2.724172	4	0.923099	76.000000
32	2504008	-1	27646	605918	1064087.620862	2.353197	2.353197	4	0.923099	78.000000
33	2250032	-1	27957	605918	1101477.604867	2.042740	2.042740	4	0.923099	80.000000
34	2302904	-1	28118	605918	1224100.877945	1.881302	1.881302	4	0.923099	81.000000
