segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1018000	-1	4171	350900	1847547.169810	0.551001	0.551001	5	-0.055100	1336.000000
2	5489096	-1	8342	1777825	1840944.430943	2.981674	2.981674	5	0.635906	1338.000000
3	6277024	-1	8936	1777825	1755187.808348	3.576269	3.576269	5	0.981821	1341.000000
4	4710248	-1	10232	1777825	1638360.931262	2.874976	2.874976	5	0.981821	1343.000000
5	4710248	-1	11828	941007	1829036.173168	2.575262	2.575262	5	0.957128	1345.000000
6	4710248	-1	13589	1777825	1954816.747156	2.409560	2.409560	5	0.969475	1347.000000
7	5188472	-1	15074	1777825	1931337.136053	2.686466	2.686466	5	0.981821	1349.000000
8	5286576	-1	16631	1777825	2022095.802631	2.614404	2.614404	5	0.981821	1351.000000
9	8073544	-1	15620	1777825	1558087.230906	5.181702	5.181702	5	0.981821	1356.000000
10	8256720	-1	13681	1777825	1351290.689564	6.110247	6.110247	5	0.981821	1362.000000
11	3691136	-1	12487	941007	688089.767355	5.364323	5.364323	5	0.957128	1367.000000
12	4223608	-1	11659	941007	844911.826070	4.998874	4.998874	5	0.969475	1371.000000
13	3937216	-1	13477	941007	1672666.182802	2.353856	2.353856	5	0.969475	1373.000000
14	3862440	-1	15201	941007	1578685.581760	2.446618	2.446618	5	0.969475	1375.000000
15	3796752	-1	17293	941007	1826040.501192	2.079227	2.079227	5	0.969475	1377.000000
16	4301424	-1	19269	941007	1959737.932372	2.194898	2.194898	5	0.969475	1379.000000
17	4070016	-1	21295	941007	1897522.824053	2.144910	2.144910	5	0.969475	1381.000000
18	3815144	-1	23606	941007	2051045.632800	1.860097	1.860097	5	0.969475	1382.000000
19	7727040	-1	22031	1777825	1344739.308665	5.746125	5.746125	5	0.969475	1387.000000
20	3900584	-1	21653	941007	857564.024138	4.548446	4.548446	5	0.957128	1391.000000
21	3995040	-1	22614	941007	1244300.354857	3.210672	3.210672	5	0.969475	1394.000000
22	4056864	-1	21480	941007	764846.647224	5.304153	5.304153	5	0.969475	1399.000000
23	4036296	-1	22697	941007	1365972.462417	2.954888	2.954888	5	0.969475	1401.000000
24	4115496	-1	23918	941007	1395196.482470	2.949761	2.949761	5	0.969475	1403.000000
25	3973112	-1	25503	941007	1536447.723466	2.585908	2.585908	5	0.969475	1405.000000
26	3845840	-1	27050	941007	1465871.558820	2.623586	2.623586	5	0.969475	1407.000000
27	4157984	-1	27529	941007	1683226.535082	2.470246	2.470246	5	0.969475	1409.000000
28	4355688	-1	27727	941007	1916307.724748	2.272959	2.272959	5	0.969475	1411.000000
29	4212992	-1	27784	941007	1901431.708660	2.215695	2.215695	5	0.969475	1413.000000
30	3942792	-1	27916	941007	1892594.833468	2.083273	2.083273	5	0.969475	1415.000000
