segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	831000	-1	4171	326800	2000751.248750	0.415344	0.415344	1	-0.041534	1674.000000
2	8244616	-1	8342	1685028	1665066.063176	4.951525	4.951525	1	0.478653	1678.000000
3	8664824	-1	7491	1685028	1725448.129786	5.021782	5.021782	1	0.992945	1683.000000
4	7649208	-1	7580	1685028	1873989.618537	4.081777	4.081777	1	0.992945	1687.000000
5	6896472	-1	8353	1685028	2029670.511365	3.397828	3.397828	1	0.992945	1690.000000
6	7004864	-1	9304	1685028	2175607.244840	3.219728	3.219728	1	0.992945	1693.000000
7	5963232	-1	10761	1685028	2196899.360501	2.714386	2.714386	1	0.992945	1695.000000
8	5797632	-1	12343	1685028	2238961.187185	2.589429	2.589429	1	0.992945	1697.000000
9	5899200	-1	14248	1685028	2603980.996681	2.265454	2.265454	1	0.992945	1699.000000
10	6811016	-1	16276	1685028	3178653.080693	2.142737	2.142737	1	0.992945	1701.000000
11	8474256	-1	17791	2363974	3190271.742205	2.656280	2.656280	1	0.992945	1703.000000
12	8998864	-1	18906	2363974	2944924.532623	3.055720	3.055720	1	0.994948	1706.000000
13	9272296	-1	19473	2363974	2572779.265234	3.604000	3.604000	1	0.994948	1709.000000
14	9655720	-1	19958	2363974	2619370.717974	3.686275	3.686275	1	0.994948	1712.000000
15	9504960	-1	20065	2363974	2338867.886065	4.063915	4.063915	1	0.994948	1716.000000
16	9177600	-1	20234	2363974	2293223.868571	4.002051	4.002051	1	0.994948	1720.000000
17	8968840	-1	20410	2363974	2244677.704179	3.995603	3.995603	1	0.994948	1723.000000
18	9146152	-1	20640	2363974	2320851.907816	3.940860	3.940860	1	0.994948	1726.000000
19	6428032	-1	22080	1685028	2354033.708204	2.730646	2.730646	1	0.990942	1728.000000
20	6428032	-1	24164	1685028	3079663.789818	2.087251	2.087251	1	0.992945	1730.000000
21	6428032	-1	26085	2363974	2857722.472284	2.249355	2.249355	1	0.992945	1732.000000
22	6428032	-1	28465	2363974	4188588.906801	1.534653	1.534653	1	0.994948	1733.000000
23	6428032	-1	28430	2363974	4095731.548312	1.569447	1.569447	1	0.994948	1734.000000
24	8930728	-1	27796	2363974	4052837.207199	2.203574	2.203574	1	0.994948	1736.000000
25	9265680	-1	27755	2363974	4127372.625924	2.244934	2.244934	1	0.994948	1738.000000
26	9968304	-1	26960	2363974	3279893.509974	3.039216	3.039216	1	0.994948	1741.000000
27	9519776	-1	27257	2363974	3471074.467731	2.742602	2.742602	1	0.994948	1743.000000
28	9946928	-1	27322	2363974	3715405.404384	2.677212	2.677212	1	0.994948	1745.000000
29	9483488	-1	27389	2363974	3632903.212489	2.610443	2.610443	1	0.994948	1747.000000
30	9648800	-1	27302	2363974	3577566.026757	2.697029	2.697029	1	0.994948	1749.000000
31	10030032	-1	27281	2363974	3688883.045710	2.718989	2.718989	1	0.994948	1751.000000
32	9722520	-1	26887	2363974	3123877.011192	3.112325	3.112325	1	0.994948	1754.000000
33	7076424	-1	27633	2363974	2990321.531826	2.366443	2.366443	1	0.994948	1756.000000
34	9114152	-1	26710	2363974	2770887.959679	3.289253	3.289253	1	0.994948	1759.000000
35	8853904	-1	27345	2363974	3335639.268916	2.654335	2.654335	1	0.994948	1761.000000
36	9726504	-1	26915	2363974	3153207.884316	3.084638	3.084638	1	0.994948	1764.000000
37	8741504	-1	27421	2363974	3389967.287342	2.578640	2.578640	1	0.994948	1766.000000
38	8618600	-1	27945	2363974	4194913.280320	2.054536	2.054536	1	0.994948	1768.000000
39	9395144	-1	27277	2363974	3451004.734294	2.722437	2.722437	1	0.994948	1770.000000
40	9940352	-1	27081	2363974	3405584.394077	2.918839	2.918839	1	0.994948	1772.000000
41	9919000	-1	27194	2363974	3535732.848462	2.805359	2.805359	1	0.994948	1774.000000
42	9889872	-1	27612	2363974	4143222.271433	2.387000	2.387000	1	0.994948	1776.000000
43	9694296	-1	28021	2363974	4900052.904556	1.978406	1.978406	1	0.994948	1777.000000
44	9348776	-1	28075	2363974	4857881.379508	1.924455	1.924455	1	0.994948	1778.000000
45	9555248	-1	28066	2363974	4941868.510680	1.933529	1.933529	1	0.994948	1779.000000
46	9529152	-1	28052	2363974	4892472.686845	1.947717	1.947717	1	0.994948	1780.000000
47	9112456	-1	28144	2363974	4910038.292739	1.855883	1.855883	1	0.994948	1781.000000
48	9133824	-1	27906	2363974	4363907.261530	2.093038	2.093038	1	0.994948	1783.000000
49	9464696	-1	26379	2363974	2613968.779757	3.620814	3.620814	1	0.994948	1786.000000
50	9340512	-1	26375	2363974	2576804.068592	3.624844	3.624844	1	0.994948	1789.000000
51	8887416	-1	26718	2363974	2708274.090661	3.281579	3.281579	1	0.994948	1792.000000
52	9120976	-1	26995	2363974	3036210.144897	3.004066	3.004066	1	0.994948	1795.000000
53	9396448	-1	26347	2363974	2572334.611471	3.652887	3.652887	1	0.994948	1798.000000
54	9110072	-1	26423	2363974	2547550.071381	3.576013	3.576013	1	0.994948	1801.000000
