segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1487320	-1	4000	371830	1117170.031489	1.331328	1.331328	4	-0.133133	1.000000
2	3363160	-1	8000	984284	2068093.297680	1.626213	1.626213	4	0.747406	2.000000
3	3416832	-1	9331	984284	1280380.090849	2.668608	2.668608	4	0.935060	4.000000
4	3276672	-1	10543	984284	1175406.644605	2.787692	2.787692	4	0.935060	6.000000
5	3537376	-1	11767	984284	1274325.963696	2.775880	2.775880	4	0.935060	8.000000
6	3156224	-1	12700	984284	1029071.184503	3.067061	3.067061	4	0.935060	11.000000
7	3851560	-1	13575	984284	1232210.842737	3.125731	3.125731	4	0.935060	14.000000
8	3620208	-1	14372	984284	1130495.604582	3.202319	3.202319	4	0.935060	17.000000
9	3681048	-1	12034	984284	580773.517693	6.338182	6.338182	4	0.935060	23.000000
10	2012048	-1	10760	606992	381532.172904	5.273600	5.273600	4	0.911138	28.000000
11	2208312	-1	10357	606992	501501.984518	4.403396	4.403396	4	0.923099	32.000000
12	2219736	-1	9011	606992	415243.113969	5.345630	5.345630	4	0.923099	37.000000
13	1401896	-1	9053	371830	354124.934242	3.958761	3.958761	4	0.896956	40.000000
14	1458704	-1	9541	371830	415352.247956	3.511968	3.511968	4	0.910028	43.000000
15	1277264	-1	12143	371830	914058.352943	1.397355	1.397355	4	0.910028	44.000000
16	1408712	-1	14371	371830	794687.625941	1.772661	1.772661	4	0.910028	45.000000
17	1250464	-1	16590	371830	702276.815906	1.780586	1.780586	4	0.910028	46.000000
18	1296264	-1	18899	371830	766403.606050	1.691359	1.691359	4	0.910028	47.000000
19	1992184	-1	20502	606992	831202.191623	2.396750	2.396750	4	0.910028	49.000000
20	2382776	-1	21469	606992	785715.222510	3.032620	3.032620	4	0.923099	52.000000
21	2286040	-1	22791	606992	853541.255069	2.678301	2.678301	4	0.923099	54.000000
22	2282224	-1	24005	606992	819102.096357	2.786251	2.786251	4	0.923099	56.000000
23	2087312	-1	25539	606992	846654.879237	2.465363	2.465363	4	0.923099	58.000000
24	2166256	-1	27344	606992	986570.863582	2.195743	2.195743	4	0.923099	60.000000
25	2097152	-1	26007	606992	525324.576374	3.992107	3.992107	4	0.923099	63.000000
26	1874104	-1	27490	606992	746896.626457	2.509188	2.509188	4	0.923099	65.000000
27	2144680	-1	27031	606992	722533.960165	2.968276	2.968276	4	0.923099	67.000000
28	2189688	-1	25464	606992	482769.690489	4.535678	4.535678	4	0.923099	71.000000
29	2215816	-1	25613	606992	575344.944390	3.851283	3.851283	4	0.923099	74.000000
30	1471976	-1	27432	371830	675179.937250	2.180124	2.180124	4	0.896956	76.000000
31	2263600	-1	25752	606992	532888.101470	4.247796	4.247796	4	0.910028	80.000000
32	1266256	-1	27363	371830	530040.997511	2.388977	2.388977	4	0.896956	82.000000
33	1223768	-1	28374	371830	752728.190443	1.625777	1.625777	4	0.910028	83.000000
34	1320424	-1	27296	371830	488488.500821	2.703081	2.703081	4	0.910028	85.000000
35	1461280	-1	25686	371830	338791.391274	4.313215	4.313215	4	0.910028	89.000000
36	1193824	-1	27742	371830	614003.529798	1.944328	1.944328	4	0.910028	90.000000
37	1405496	-1	27966	371830	691114.561773	2.033666	2.033666	4	0.910028	92.000000
38	1421016	-1	28462	371830	924315.350521	1.537371	1.537371	4	0.910028	93.000000
39	1238144	-1	28867	371830	1093071.294681	1.132720	1.132720	4	0.910028	94.000000
40	1950312	-1	28061	606992	1006303.572347	1.938095	1.938095	4	0.910028	95.000000
41	2622088	-1	26395	606992	727448.530084	3.604500	3.604500	4	0.923099	98.000000
42	2063848	-1	26133	606992	533817.714921	3.866204	3.866204	4	0.923099	101.000000
43	2440816	-1	26272	606992	654790.616696	3.727628	3.727628	4	0.923099	104.000000
44	2114152	-1	26899	606992	681906.219273	3.100356	3.100356	4	0.923099	107.000000
45	1896056	-1	26869	606992	605652.709353	3.130599	3.130599	4	0.923099	110.000000
46	2038368	-1	24596	606992	377214.003126	5.403744	5.403744	4	0.923099	115.000000
47	1270400	-1	26220	371830	534724.078033	2.375805	2.375805	4	0.896956	117.000000
48	1153248	-1	28286	371830	673100.102933	1.713338	1.713338	4	0.910028	118.000000
49	1389776	-1	28043	371830	710513.984143	1.956015	1.956015	4	0.910028	119.000000
50	1263640	-1	28227	371830	712822.395329	1.772728	1.772728	4	0.910028	120.000000
51	1360304	-1	26845	371830	431192.807172	3.154747	3.154747	4	0.910028	123.000000
52	1174936	-1	28263	371830	676784.971967	1.736055	1.736055	4	0.910028	124.000000
53	2113928	-1	27252	606992	769320.552069	2.747786	2.747786	4	0.910028	126.000000
54	2095200	-1	27318	606992	781268.523104	2.681792	2.681792	4	0.923099	128.000000
55	2164144	-1	26913	606992	701228.962335	3.086216	3.086216	4	0.923099	131.000000
56	2227496	-1	27653	606992	949433.466687	2.346132	2.346132	4	0.923099	133.000000
57	2422000	-1	27752	606992	1077723.902248	2.247329	2.247329	4	0.923099	135.000000
58	1935680	-1	27955	606992	946881.565694	2.044268	2.044268	4	0.923099	137.000000
59	1886688	-1	26439	606992	529934.490662	3.560229	3.560229	4	0.923099	140.000000
60	1876280	-1	27303	606992	695902.026301	2.696184	2.696184	4	0.923099	142.000000
61	2187920	-1	27469	606992	864460.072802	2.530967	2.530967	4	0.923099	144.000000
62	2201728	-1	24925	606992	433895.215368	5.074331	5.074331	4	0.923099	149.000000
63	2427224	-1	27150	606992	1367209.412489	1.775313	1.775313	4	0.923099	150.000000
64	2337632	-1	28120	606992	1243845.059659	1.879359	1.879359	4	0.923099	151.000000
65	2070376	-1	28167	606992	1129645.544547	1.832766	1.832766	4	0.923099	152.000000
66	1924360	-1	28320	606992	1145646.771538	1.679715	1.679715	4	0.923099	153.000000
67	2091560	-1	28137	606992	1123157.568249	1.862214	1.862214	4	0.923099	154.000000
68	3150696	-1	27112	984284	1091225.193943	2.887301	2.887301	4	0.923099	156.000000
69	3860600	-1	25356	984284	831455.873062	4.643181	4.643181	4	0.935060	160.000000
70	4050944	-1	25405	984284	1025150.227126	3.951561	3.951561	4	0.935060	163.000000
71	3976760	-1	25922	984284	1141833.519208	3.482784	3.482784	4	0.935060	166.000000
72	3502952	-1	24937	984284	702659.671604	4.985275	4.985275	4	0.935060	170.000000
73	2059304	-1	24996	606992	522527.936836	3.941041	3.941041	4	0.911138	173.000000
74	2353224	-1	25512	606992	675594.359269	3.483191	3.483191	4	0.923099	176.000000
75	1951464	-1	27569	606992	1003893.579097	1.943895	1.943895	4	0.923099	177.000000
76	2161112	-1	27905	606992	1031606.864741	2.094899	2.094899	4	0.923099	179.000000
77	2059464	-1	27710	606992	899658.716585	2.289161	2.289161	4	0.923099	181.000000
78	2487064	-1	26630	606992	738046.226481	3.369794	3.369794	4	0.923099	184.000000
79	2381840	-1	23721	606992	379336.891308	6.278957	6.278957	4	0.923099	190.000000
80	2552784	-1	23166	606992	560444.967315	4.554924	4.554924	4	0.923099	194.000000
81	2359320	-1	24919	606992	1050144.207568	2.246663	2.246663	4	0.923099	196.000000
