segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	892904	-1	3337	324405	1016418.750000	0.878480	0.878480	4	-0.087848	0.000000
2	3171696	-1	6674	901193	898081.918801	3.531633	3.531633	4	0.556864	3.000000
3	2881784	-1	10011	901193	905347.614406	3.183069	3.183069	4	0.616753	6.000000
4	2977688	-1	10831	901193	1183141.278706	2.516765	2.516765	4	0.935060	8.000000
5	3113640	-1	11538	901193	1183879.728097	2.630031	2.630031	4	0.935060	10.000000
6	3291608	-1	11662	901193	1024714.235773	3.212220	3.212220	4	0.935060	13.000000
7	3114776	-1	12024	901193	1046741.684407	2.975687	2.975687	4	0.935060	15.000000
8	3594752	-1	12299	901193	1173896.825177	3.062238	3.062238	4	0.935060	18.000000
9	3068792	-1	9177	901193	475150.926495	6.458563	6.458563	4	0.935060	24.000000
10	2013816	-1	8265	537507	473904.361017	4.249414	4.249414	4	0.911138	28.000000
11	2165280	-1	6052	537507	390155.957665	5.549781	5.549781	4	0.923099	33.000000
12	2049536	-1	6285	537507	660350.999613	3.103707	3.103707	4	0.923099	36.000000
13	2071848	-1	6967	537507	780205.304380	2.655516	2.655516	4	0.923099	38.000000
14	991232	-1	8745	324405	635963.728405	1.558630	1.558630	4	0.896956	39.000000
15	2038904	-1	8793	537507	619987.151286	3.288623	3.288623	4	0.910028	42.000000
16	2117648	-1	9298	537507	747619.231676	2.832522	2.832522	4	0.923099	44.000000
17	1381896	-1	10744	537507	730946.704456	1.890556	1.890556	4	0.923099	45.000000
18	1939336	-1	11756	537507	834087.212019	2.325100	2.325100	4	0.923099	47.000000
19	1994480	-1	11827	537507	610732.139472	3.265720	3.265720	4	0.923099	50.000000
20	1763576	-1	12025	537507	561752.440233	3.139418	3.139418	4	0.923099	53.000000
21	1989000	-1	12222	537507	633363.070139	3.140379	3.140379	4	0.923099	56.000000
22	1625328	-1	12588	537507	547131.477737	2.970635	2.970635	4	0.923099	58.000000
23	1698312	-1	13065	537507	593900.816898	2.859589	2.859589	4	0.923099	60.000000
24	1523984	-1	13020	537507	450501.999682	3.382857	3.382857	4	0.923099	63.000000
25	2051424	-1	13649	537507	757757.328441	2.707231	2.707231	4	0.923099	65.000000
26	1986536	-1	11285	537507	348452.417728	5.701025	5.701025	4	0.923099	70.000000
27	1239792	-1	11848	324405	446916.891543	2.774100	2.774100	4	0.896956	72.000000
28	1173200	-1	11506	324405	318853.453852	3.679433	3.679433	4	0.910028	75.000000
29	1178688	-1	12425	324405	487458.724569	2.418026	2.418026	4	0.910028	77.000000
30	1192240	-1	13395	324405	503834.667604	2.366332	2.366332	4	0.910028	79.000000
31	807256	-1	15610	324405	719532.165960	1.121918	1.121918	4	0.910028	80.000000
