segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	892904	-1	3337	324405	1374712.463200	0.649521	0.649521	4	-0.064952	0.000000
2	3171696	-1	6674	901193	1308063.567339	2.424726	2.424726	4	0.667555	2.000000
3	2881784	-1	10011	901193	1525601.742107	1.888949	1.888949	4	0.746165	3.000000
4	2977688	-1	11110	901193	1330973.298596	2.237226	2.237226	4	0.935060	5.000000
5	3113640	-1	11838	901193	1193364.383522	2.609128	2.609128	4	0.935060	7.000000
6	3291608	-1	11463	901193	886739.139154	3.712036	3.712036	4	0.935060	10.000000
7	3114776	-1	12671	901193	1462980.061104	2.129063	2.129063	4	0.935060	12.000000
8	3594752	-1	12832	901193	1131673.983868	3.176491	3.176491	4	0.935060	15.000000
9	3068792	-1	13105	901193	1001718.245799	3.063528	3.063528	4	0.935060	18.000000
10	3083816	-1	12976	901193	889620.241249	3.466441	3.466441	4	0.935060	21.000000
11	3596104	-1	12085	901193	850536.116489	4.228044	4.228044	4	0.935060	25.000000
12	3344152	-1	12414	901193	1111928.563091	3.007524	3.007524	4	0.935060	28.000000
13	3439520	-1	13205	901193	1350822.940687	2.546240	2.546240	4	0.935060	30.000000
14	3038432	-1	14330	901193	1373778.052148	2.211734	2.211734	4	0.935060	32.000000
15	3607024	-1	14519	901193	1145805.585668	3.148024	3.148024	4	0.935060	35.000000
16	3508208	-1	14698	901193	1111024.373959	3.157634	3.157634	4	0.935060	38.000000
17	2278304	-1	16696	901193	1700665.062978	1.339655	1.339655	4	0.935060	39.000000
18	3211720	-1	17501	901193	1268510.792049	2.531882	2.531882	4	0.935060	41.000000
19	3371632	-1	17246	901193	938674.661970	3.591907	3.591907	4	0.935060	44.000000
20	2826872	-1	18200	901193	1186207.509781	2.383118	2.383118	4	0.935060	46.000000
21	3273248	-1	18989	901193	1284931.417880	2.547411	2.547411	4	0.935060	48.000000
22	2589736	-1	20364	901193	1319822.124338	1.962186	1.962186	4	0.935060	49.000000
23	2854240	-1	21418	901193	1250218.483160	2.282993	2.282993	4	0.935060	51.000000
24	2562648	-1	22966	901193	1432392.796952	1.789068	1.789068	4	0.935060	52.000000
25	3378480	-1	23964	901193	1444585.608440	2.338719	2.338719	4	0.935060	54.000000
26	3381784	-1	25051	901193	1502672.715369	2.250513	2.250513	4	0.935060	56.000000
27	3431408	-1	26147	901193	1531205.769627	2.240984	2.240984	4	0.935060	58.000000
28	3215280	-1	27183	901193	1397160.315297	2.301296	2.301296	4	0.935060	60.000000
29	3223880	-1	27966	901193	1585459.236198	2.033405	2.033405	4	0.935060	62.000000
30	3098248	-1	27948	901193	1510441.721948	2.051220	2.051220	4	0.935060	64.000000
31	2407240	-1	28723	901193	1885963.822187	1.276398	1.276398	4	0.935060	65.000000
