segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	960008	-1	4171	347475	802868.640393	1.195722	1.195722	2	-0.119572	1745.000000
2	2012488	-1	8342	574739	630284.218865	3.192985	3.192985	2	0.670763	1748.000000
3	1782368	-1	10432	574739	856870.510785	2.080090	2.080090	2	0.994068	1750.000000
4	1684576	-1	12918	574739	999663.753091	1.685143	1.685143	2	0.994068	1751.000000
5	2159848	-1	14978	574739	1023193.845152	2.110888	2.110888	2	0.994068	1753.000000
6	2332288	-1	17182	574739	1185364.948383	1.967570	1.967570	2	0.994068	1754.000000
7	1613544	-1	19909	574739	1117502.695857	1.443884	1.443884	2	0.994068	1755.000000
8	3202960	-1	21315	928908	1158597.156177	2.764516	2.764516	2	0.994068	1757.000000
9	3883776	-1	21456	928908	963671.416173	4.030187	4.030187	2	0.996167	1761.000000
10	3783232	-1	21931	928908	1023495.411047	3.696384	3.696384	2	0.996167	1764.000000
11	4134744	-1	21920	928908	988846.221386	4.181382	4.181382	2	0.996167	1768.000000
12	4329520	-1	21801	928908	1009037.954249	4.290740	4.290740	2	0.996167	1772.000000
13	4400816	-1	20197	928908	762146.878038	5.774236	5.774236	2	0.996167	1777.000000
14	4054544	-1	20492	928908	1045980.520796	3.876309	3.876309	2	0.996167	1780.000000
15	4054120	-1	20959	928908	1094488.974184	3.704121	3.704121	2	0.996167	1783.000000
16	3997808	-1	21627	928908	1141312.381333	3.502817	3.502817	2	0.996167	1786.000000
17	4131912	-1	22411	928908	1219963.810644	3.386914	3.386914	2	0.996167	1789.000000
18	3742560	-1	23572	928908	1243182.374940	3.010467	3.010467	2	0.996167	1792.000000
19	4147080	-1	24299	928908	1204081.026698	3.444187	3.444187	2	0.996167	1795.000000
20	4048744	-1	24169	928908	941336.466051	4.301059	4.301059	2	0.996167	1799.000000
21	4048744	-1	23680	928908	868905.259940	4.659592	4.659592	2	0.996167	1803.000000
