segNum	size	Hit	buffer	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1102616	-1	4171	351311	580568.121618	1.899202	1.899202	3	-0.189920	947.000000
2	1498432	-1	8342	351311	881642.085327	1.699592	1.699592	3	0.678228	948.000000
3	2540712	-1	10326	580803	1161785.512242	2.186903	2.186903	3	0.848187	950.000000
4	1572872	-1	13252	580803	1263958.091176	1.244402	1.244402	3	0.906758	951.000000
5	1980408	-1	15653	580803	1118853.591917	1.770033	1.770033	3	0.906758	952.000000
6	2521320	-1	17568	580803	1117364.687705	2.256488	2.256488	3	0.906758	954.000000
7	4356288	-1	18393	962917	1302241.876174	3.345222	3.345222	3	0.906758	957.000000
8	4143344	-1	19527	962917	1364282.999101	3.037012	3.037012	3	0.944072	960.000000
9	4090832	-1	20995	962917	1513318.903337	2.703219	2.703219	3	0.944072	962.000000
10	4422440	-1	22090	962917	1437552.972193	3.076367	3.076367	3	0.944072	965.000000
11	4137264	-1	23228	962917	1364207.722601	3.032723	3.032723	3	0.944072	968.000000
12	2773680	-1	25584	962917	1527863.233129	1.815398	1.815398	3	0.944072	969.000000
13	4209008	-1	26971	962917	1511986.882012	2.783760	2.783760	3	0.944072	971.000000
14	3036560	-1	28123	962917	1618581.624511	1.876062	1.876062	3	0.944072	972.000000
15	3405648	-1	27574	962917	1403942.788437	2.425774	2.425774	3	0.944072	974.000000
16	3873432	-1	27018	962917	1299184.914448	2.981432	2.981432	3	0.944072	976.000000
17	3825296	-1	26561	962917	1112356.776110	3.438911	3.438911	3	0.944072	979.000000
18	4428424	-1	22942	962917	627471.125455	7.057574	7.057574	3	0.944072	986.000000
19	4115048	-1	22780	962917	949823.104781	4.332436	4.332436	3	0.944072	990.000000
20	4454808	-1	22029	962917	905030.599805	4.922273	4.922273	3	0.944072	994.000000
21	2281136	-1	23166	580803	751815.558153	3.034170	3.034170	3	0.869443	997.000000
22	2565176	-1	24322	580803	850767.957635	3.015130	3.015130	3	0.906758	1000.000000
23	2315768	-1	26343	580803	1077196.527865	2.149810	2.149810	3	0.906758	1002.000000
24	2637232	-1	25838	580803	633773.785333	4.161157	4.161157	3	0.906758	1006.000000
25	2660400	-1	27673	580803	1143696.755508	2.326141	2.326141	3	0.906758	1008.000000
26	2492792	-1	27570	580803	1025913.518985	2.429827	2.429827	3	0.906758	1010.000000
27	2601608	-1	27587	580803	1078493.896153	2.412260	2.412260	3	0.906758	1012.000000
28	2619544	-1	27512	580803	1053098.846613	2.487463	2.487463	3	0.906758	1014.000000
29	2448160	-1	27759	580803	1092876.853064	2.240106	2.240106	3	0.906758	1016.000000
30	4410768	-1	26034	962917	1112236.428787	3.965675	3.965675	3	0.906758	1019.000000
31	4191832	-1	25770	962917	991080.817520	4.229556	4.229556	3	0.944072	1023.000000
32	3706256	-1	26347	962917	1031289.103598	3.593809	3.593809	3	0.944072	1026.000000
33	4245072	-1	26233	962917	1127122.404034	3.766292	3.766292	3	0.944072	1029.000000
34	4304776	-1	25995	962917	1074961.539708	4.004586	4.004586	3	0.944072	1033.000000
35	4280272	-1	25926	962917	1050832.991994	4.073218	4.073218	3	0.944072	1037.000000
36	4124632	-1	26281	962917	1109323.422901	3.718151	3.718151	3	0.944072	1040.000000
37	4279536	-1	26243	962917	1139249.736098	3.756451	3.756451	3	0.944072	1043.000000
38	4406976	-1	25590	962917	999364.794881	4.409777	4.409777	3	0.944072	1047.000000
39	3681232	-1	25442	962917	852304.421945	4.319152	4.319152	3	0.944072	1051.000000
40	3927416	-1	25575	962917	972836.320012	4.037078	4.037078	3	0.944072	1055.000000
41	3575752	-1	26245	962917	1021276.416259	3.501258	3.501258	3	0.944072	1058.000000
42	3320192	-1	26763	962917	1025964.318394	3.236167	3.236167	3	0.944072	1061.000000
43	4550968	-1	26093	962917	1164832.111631	3.906973	3.906973	3	0.944072	1064.000000
44	3689712	-1	26571	962917	1076186.079650	3.428507	3.428507	3	0.944072	1067.000000
45	4504688	-1	26018	962917	1131536.742284	3.981036	3.981036	3	0.944072	1070.000000
46	2922064	-1	27391	962917	1120369.743881	2.608125	2.608125	3	0.944072	1072.000000
47	4191584	-1	26162	962917	1092233.265902	3.837627	3.837627	3	0.944072	1075.000000
48	3957704	-1	26564	962917	1152165.441759	3.435014	3.435014	3	0.944072	1078.000000
49	1969744	-1	28080	962917	1025979.320166	1.919867	1.919867	3	0.944072	1079.000000
50	2490664	-1	27432	962917	970114.367635	2.567392	2.567392	3	0.944072	1081.000000
51	3509536	-1	24366	962917	622937.773807	5.633847	5.633847	3	0.944072	1086.000000
52	2727632	-1	23285	580803	519364.436675	5.251865	5.251865	3	0.869443	1091.000000
53	2103040	-1	23746	580803	566886.032282	3.709811	3.709811	3	0.906758	1094.000000
54	2560672	-1	22082	580803	438817.568606	5.835391	5.835391	3	0.906758	1099.000000
55	2641880	-1	22128	580803	640595.063905	4.124103	4.124103	3	0.906758	1103.000000
56	1178544	-1	24707	351311	739881.586003	1.592882	1.592882	3	0.789616	1104.000000
57	1187776	-1	27483	351311	851406.353623	1.395075	1.395075	3	0.848187	1105.000000
58	2080536	-1	28051	580803	1067656.844593	1.948694	1.948694	3	0.848187	1106.000000
59	2241384	-1	27907	580803	1071101.972513	2.092596	2.092596	3	0.906758	1108.000000
60	2121808	-1	27899	580803	1010013.039954	2.100773	2.100773	3	0.906758	1110.000000
61	2671464	-1	27218	580803	960332.189175	2.781812	2.781812	3	0.906758	1112.000000
62	3823912	-1	26693	962917	1156346.227613	3.306892	3.306892	3	0.906758	1115.000000
63	4179544	-1	26206	962917	1101771.897352	3.793475	3.793475	3	0.944072	1118.000000
64	3937064	-1	26471	962917	1115816.833497	3.528414	3.528414	3	0.944072	1121.000000
65	3907440	-1	26487	962917	1112334.435369	3.512828	3.512828	3	0.944072	1124.000000
66	4008144	-1	26228	962917	1062869.292652	3.771060	3.771060	3	0.944072	1127.000000
67	4132200	-1	25835	962917	992288.919068	4.164311	4.164311	3	0.944072	1131.000000
68	4421424	-1	25601	962917	1005135.880687	4.398832	4.398832	3	0.944072	1135.000000
69	4046128	-1	26107	962917	1104231.542116	3.664203	3.664203	3	0.944072	1138.000000
70	3457496	-1	26769	962917	1070125.286307	3.230926	3.230926	3	0.944072	1141.000000
71	4439904	-1	25896	962917	1082040.001789	4.103272	4.103272	3	0.944072	1145.000000
72	3456216	-1	27005	962917	1154297.753655	2.994215	2.994215	3	0.944072	1147.000000
73	3621648	-1	27153	962917	1272495.679762	2.846098	2.846098	3	0.944072	1149.000000
74	4021664	-1	26153	962917	1045476.481512	3.846728	3.846728	3	0.944072	1152.000000
75	4273976	-1	26109	962917	1098692.103979	3.890058	3.890058	3	0.944072	1155.000000
76	4252456	-1	26750	962917	1308667.801113	3.249454	3.249454	3	0.944072	1158.000000
77	3244000	-1	27130	962917	1130628.015377	2.869202	2.869202	3	0.944072	1160.000000
78	4333472	-1	26297	962917	1170528.911015	3.702149	3.702149	3	0.944072	1163.000000
79	2797272	-1	27691	962917	1211845.823337	2.308274	2.308274	3	0.944072	1165.000000
80	3466216	-1	27515	962917	1394929.345880	2.484869	2.484869	3	0.944072	1167.000000
81	4437784	-1	26877	962917	1421301.898791	3.122337	3.122337	3	0.944072	1170.000000
82	4425528	-1	26798	962917	1382536.433789	3.201021	3.201021	3	0.944072	1173.000000
83	3999056	-1	27442	962917	1563796.243105	2.557274	2.557274	3	0.944072	1175.000000
84	4307192	-1	26915	962917	1396360.694739	3.084584	3.084584	3	0.944072	1178.000000
85	4307192	-1	27099	962917	1485014.474139	2.900438	2.900438	3	0.944072	1180.000000
86	4528672	-1	27049	962917	1534890.411578	2.950486	2.950486	3	0.944072	1182.000000
87	3624392	-1	27643	962917	1537789.431292	2.356884	2.356884	3	0.944072	1184.000000
88	4085176	-1	27043	962917	1381582.246602	2.956882	2.956882	3	0.944072	1186.000000
89	3958528	-1	26973	962917	1308166.866261	3.026012	3.026012	3	0.944072	1189.000000
90	4140432	-1	25639	962917	949608.895265	4.360144	4.360144	3	0.944072	1193.000000
91	4125360	-1	26724	962917	1336553.773886	3.086565	3.086565	3	0.944072	1196.000000
92	3726024	-1	27446	962917	1458994.792819	2.553830	2.553830	3	0.944072	1198.000000
93	3868512	-1	27096	962917	1332475.377629	2.903252	2.903252	3	0.944072	1200.000000
94	3478480	-1	27335	962917	1305603.501979	2.664270	2.664270	3	0.944072	1202.000000
95	4118776	-1	26828	962917	1298854.677209	3.171083	3.171083	3	0.944072	1205.000000
