segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1493296	-1	4000	0	373324	1348185.532173	1.107634	1.107634	1	-0.110763	1.000000
2	3381280	-1	8000	2	985764	1539266.271569	2.196683	2.196683	1	0.754137	3.000000
3	3533272	-1	9290	2	985764	1303964.756146	2.709638	2.709638	1	0.988534	5.000000
4	3299656	-1	10520	2	985764	1191112.060549	2.770231	2.770231	1	0.988534	7.000000
5	3520536	-1	11902	2	985764	1344963.711127	2.617570	2.617570	1	0.988534	9.000000
6	3223680	-1	13474	2	985764	1327672.023168	2.428070	2.428070	1	0.988534	11.000000
7	3734544	-1	14474	2	985764	1244821.534637	3.000064	3.000064	1	0.988534	14.000000
8	3721208	-1	15536	2	985764	1266443.868548	2.938313	2.938313	1	0.988534	16.000000
9	3656960	-1	16568	2	985764	1232275.598289	2.967648	2.967648	1	0.988534	18.000000
10	3172208	-1	17511	2	985764	1037584.415311	3.057301	3.057301	1	0.988534	21.000000
11	3379184	-1	18917	2	985764	1302801.815564	2.593782	2.593782	1	0.988534	23.000000
12	3620032	-1	20024	2	985764	1251572.894254	2.892386	2.892386	1	0.988534	25.000000
13	3572520	-1	21029	2	985764	1192484.801359	2.995862	2.995862	1	0.988534	27.000000
14	3981600	-1	20897	2	985764	963767.764915	4.131286	4.131286	1	0.988534	31.000000
15	3422264	-1	21613	2	985764	1042051.374580	3.284161	3.284161	1	0.988534	34.000000
16	3779968	-1	21944	2	985764	1030148.615202	3.669342	3.669342	1	0.988534	37.000000
17	3421888	-1	22531	2	985764	1002651.167380	3.412840	3.412840	1	0.988534	40.000000
18	3506688	-1	22989	2	985764	990033.322642	3.541990	3.541990	1	0.988534	43.000000
19	3237704	-1	23573	2	985764	947888.149654	3.415703	3.415703	1	0.988534	46.000000
20	3872856	-1	23005	2	985764	847799.943282	4.568125	4.568125	1	0.988534	50.000000
21	2289248	-1	24048	1	605090	774137.775906	2.957158	2.957158	1	0.978664	52.000000
22	2291688	-1	24738	1	605090	692356.204154	3.309984	3.309984	1	0.983599	55.000000
23	2063296	-1	26631	1	605090	979093.924725	2.107352	2.107352	1	0.983599	57.000000
24	1944440	-1	28092	1	605090	1019616.885256	1.907030	1.907030	1	0.983599	58.000000
25	2019928	-1	27925	1	605090	973670.711125	2.074549	2.074549	1	0.983599	60.000000
26	1889208	-1	28463	1	605090	1229839.392851	1.536142	1.536142	1	0.983599	61.000000
27	2160160	-1	27850	1	605090	1005091.307415	2.149218	2.149218	1	0.983599	63.000000
28	3483672	-1	22912	2	985764	491511.431536	7.087672	7.087672	1	0.983599	70.000000
29	1846840	-1	24528	1	605090	774832.684173	2.383534	2.383534	1	0.978664	72.000000
30	1943736	-1	26236	1	605090	848000.421360	2.292140	2.292140	1	0.983599	74.000000
31	2115480	-1	27271	1	605090	775360.983139	2.728381	2.728381	1	0.983599	76.000000
32	1809616	-1	28261	1	605090	1040866.931260	1.738566	1.738566	1	0.983599	77.000000
33	1910768	-1	28361	1	605090	1166320.597866	1.638287	1.638287	1	0.983599	78.000000
34	1919392	-1	28240	1	605090	1091159.483184	1.759039	1.759039	1	0.983599	79.000000
35	2089416	-1	28247	1	605090	1192234.373574	1.752521	1.752521	1	0.983599	80.000000
36	3878336	-1	26931	2	985764	1264095.960325	3.068071	3.068071	1	0.983599	83.000000
37	2978360	-1	27660	2	985764	1273098.711976	2.339457	2.339457	1	0.988534	85.000000
38	3243256	-1	27046	2	985764	1097960.792479	2.953891	2.953891	1	0.988534	87.000000
39	3069096	-1	27342	2	985764	1154721.750028	2.657866	2.657866	1	0.988534	89.000000
40	3050208	-1	27380	2	985764	1164501.758213	2.619325	2.619325	1	0.988534	91.000000
41	3090136	-1	26970	2	985764	1020112.496670	3.029211	3.029211	1	0.988534	94.000000
42	3702224	-1	27106	2	985764	1279608.532497	2.893247	2.893247	1	0.988534	96.000000
43	3280680	-1	27235	2	985764	1186611.108333	2.764747	2.764747	1	0.988534	98.000000
44	3113216	-1	27453	2	985764	1222530.797519	2.546534	2.546534	1	0.988534	100.000000
45	3607000	-1	26606	2	985764	1062941.621582	3.393413	3.393413	1	0.988534	103.000000
46	3635824	-1	26518	2	985764	1044475.661354	3.481004	3.481004	1	0.988534	106.000000
47	3088320	-1	26609	2	985764	910978.547431	3.390113	3.390113	1	0.988534	109.000000
48	3351680	-1	26930	2	985764	1091835.447076	3.069767	3.069767	1	0.988534	112.000000
