segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1155600	-1	4171	0	347031	1400651.619230	0.825045	0.825045	1	-0.082504	826.000000
2	3871672	-1	8342	2	936595	1678935.400646	2.306028	2.306028	1	0.743203	828.000000
3	3745064	-1	10944	2	936595	2387024.597431	1.568926	1.568926	1	0.988534	829.000000
4	2068600	-1	14318	2	936595	2596788.899900	0.796599	0.796599	1	0.988534	829.000000
5	8288112	-1	13982	3	1798981	1839002.813610	4.506851	4.506851	1	0.988534	833.000000
6	7453496	-1	11848	3	1798981	1182175.327587	6.304899	6.304899	1	0.992945	839.000000
7	3951176	-1	13806	2	936595	1785084.538202	2.213439	2.213439	1	0.984123	841.000000
8	5306032	-1	15461	3	1798981	2108888.164648	2.516033	2.516033	1	0.988534	843.000000
9	4055976	-1	17985	2	936595	2462637.239867	1.647005	1.647005	1	0.984123	844.000000
10	3601752	-1	20717	2	936595	2503605.556224	1.438626	1.438626	1	0.988534	845.000000
11	7397872	-1	21959	3	1798981	2525873.207882	2.928837	2.928837	1	0.988534	847.000000
12	7365400	-1	23782	3	1798981	3136836.626130	2.348034	2.348034	1	0.992945	849.000000
13	8090784	-1	24877	3	1798981	2630267.767345	3.076031	3.076031	1	0.992945	852.000000
14	10535872	-1	24551	4	2524127	2342768.338517	4.497189	4.497189	1	0.992945	856.000000
15	10368112	-1	24025	4	2524127	2207448.642927	4.696876	4.696876	1	0.994948	860.000000
16	12081608	-1	24024	4	2524127	2895826.578292	4.172076	4.172076	1	0.994948	864.000000
17	10804184	-1	24750	4	2524127	3136289.418907	3.444894	3.444894	1	0.994948	867.000000
18	10663224	-1	26274	4	2524127	4027971.772014	2.647294	2.647294	1	0.994948	869.000000
19	11105808	-1	26833	4	2524127	3506779.060738	3.166954	3.166954	1	0.994948	872.000000
20	11125008	-1	27217	4	2524127	3997639.480469	2.782894	2.782894	1	0.994948	874.000000
21	11103720	-1	26678	4	2524127	3342877.715129	3.321605	3.321605	1	0.994948	877.000000
22	10230712	-1	27408	4	2524127	3947150.002137	2.591924	2.591924	1	0.994948	879.000000
23	10842792	-1	27117	4	2524127	3761067.616688	2.882903	2.882903	1	0.994948	881.000000
24	11604896	-1	27103	4	2524127	4007023.087422	2.896139	2.896139	1	0.994948	883.000000
25	10238384	-1	27736	4	2524127	4523197.748836	2.263528	2.263528	1	0.994948	885.000000
26	10492016	-1	27309	4	2524127	3900003.929520	2.690258	2.690258	1	0.994948	887.000000
27	11374456	-1	23836	4	2524127	1845333.165237	6.163904	6.163904	1	0.994948	893.000000
28	9866176	-1	25403	4	2524127	3789583.172791	2.603499	2.603499	1	0.994948	895.000000
29	12573808	-1	26920	4	2524127	4736907.482637	2.654434	2.654434	1	0.994948	897.000000
30	9302984	-1	27963	4	2524127	4568224.989115	2.036455	2.036455	1	0.994948	899.000000
31	10161768	-1	27772	4	2524127	4562353.892605	2.227308	2.227308	1	0.994948	901.000000
32	9536568	-1	27900	4	2524127	4541935.980984	2.099670	2.099670	1	0.994948	903.000000
33	9113088	-1	27828	4	2524127	4195714.891738	2.171999	2.171999	1	0.994948	905.000000
34	9113088	-1	28089	4	2524127	4770766.960595	1.910193	1.910193	1	0.994948	906.000000
35	9113088	-1	27943	4	2524127	4431744.533958	2.056321	2.056321	1	0.994948	908.000000
36	9113088	-1	27848	4	2524127	4236250.860748	2.151215	2.151215	1	0.994948	910.000000
37	9113088	-1	28068	4	2524127	4718621.595180	1.931303	1.931303	1	0.994948	911.000000
38	9113088	-1	28187	4	2524127	5027478.914466	1.812656	1.812656	1	0.994948	912.000000
39	9113088	-1	28191	4	2524127	5037755.945593	1.808958	1.808958	1	0.994948	913.000000
40	9113088	-1	28223	4	2524127	5129788.395905	1.776504	1.776504	1	0.994948	914.000000
41	5013920	-1	28998	4	2524127	5006642.370792	1.001454	1.001454	1	0.994948	915.000000
42	5938000	-1	28971	4	2524127	5774859.250199	1.028250	1.028250	1	0.994948	916.000000
43	10234960	-1	27885	4	2524127	4840672.550488	2.114367	2.114367	1	0.994948	918.000000
44	11548528	-1	27247	4	2524127	4195001.951826	2.752926	2.752926	1	0.994948	920.000000
45	9736544	-1	27994	4	2524127	4854614.410027	2.005627	2.005627	1	0.994948	922.000000
46	10344872	-1	27700	4	2524127	4497824.381021	2.299972	2.299972	1	0.994948	924.000000
47	10531632	-1	27526	4	2524127	4258623.967112	2.473013	2.473013	1	0.994948	926.000000
48	10550520	-1	27862	4	2524127	4934789.653334	2.137988	2.137988	1	0.994948	928.000000
49	10341312	-1	27597	4	2524127	4304274.427504	2.402568	2.402568	1	0.994948	930.000000
50	10031416	-1	27800	4	2524127	4561067.942083	2.199357	2.199357	1	0.994948	932.000000
51	11302896	-1	27655	4	2524127	4821748.892821	2.344149	2.344149	1	0.994948	934.000000
52	10546384	-1	27683	4	2524127	4553623.855098	2.316042	2.316042	1	0.994948	936.000000
53	10211712	-1	27922	4	2524127	4916096.481669	2.077199	2.077199	1	0.994948	938.000000
54	11423152	-1	27587	4	2524127	4734423.515341	2.412786	2.412786	1	0.994948	940.000000
55	9556128	-1	27974	4	2524127	4717573.791569	2.025645	2.025645	1	0.994948	942.000000
56	10467576	-1	27714	4	2524127	4579090.543369	2.285951	2.285951	1	0.994948	944.000000
57	10389288	-1	27797	4	2524127	4717933.299914	2.202085	2.202085	1	0.994948	946.000000
58	11551920	-1	27337	4	2524127	4338615.085155	2.662582	2.662582	1	0.994948	948.000000
59	10505864	-1	27268	4	2524127	3846582.777848	2.731220	2.731220	1	0.994948	950.000000
60	10058960	-1	27177	4	2524127	3563851.377244	2.822497	2.822497	1	0.994948	952.000000
61	10314960	-1	27496	4	2524127	4120986.571056	2.503032	2.503032	1	0.994948	954.000000
62	10169904	-1	26991	4	2524127	3379864.917691	3.008968	3.008968	1	0.994948	957.000000
