segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1497520	-1	4000	0	374380	2245818.181820	0.666804	0.666804	2	-0.066680	1762.000000
2	6696784	-1	8000	3	1828330	2112677.063521	3.169810	3.169810	2	0.673081	1765.000000
3	6643304	-1	8445	3	1828330	1868801.474432	3.554847	3.554847	2	0.998010	1768.000000
4	6096512	-1	9508	3	1828330	2075682.667257	2.937112	2.937112	2	0.998010	1770.000000
5	7108216	-1	9984	3	1828330	2017137.314421	3.523913	3.523913	2	0.998010	1773.000000
6	6174184	-1	10355	3	1828330	1701383.513339	3.628920	3.628920	2	0.998010	1776.000000
7	7467648	-1	8533	3	1828330	1282661.224959	5.821996	5.821996	2	0.998010	1781.000000
8	3615192	-1	8870	2	982434	986980.465657	3.662881	3.662881	2	0.994324	1784.000000
9	3663024	-1	10417	2	982434	1493560.646190	2.452545	2.452545	2	0.996167	1786.000000
10	3240624	-1	12806	2	982434	2011765.047917	1.610836	1.610836	2	0.996167	1787.000000
11	3386784	-1	14929	2	982434	1804065.504344	1.877307	1.877307	2	0.996167	1788.000000
12	3527888	-1	16809	2	982434	1663921.114662	2.120226	2.120226	2	0.996167	1790.000000
13	3591944	-1	18501	2	982434	1556252.566233	2.308073	2.308073	2	0.996167	1792.000000
14	4014488	-1	18736	2	982434	1066288.834891	3.764916	3.764916	2	0.996167	1795.000000
15	3427024	-1	19886	2	982434	1202382.266125	2.850195	2.850195	2	0.996167	1797.000000
16	3785624	-1	20012	2	982434	977221.738622	3.873864	3.873864	2	0.996167	1800.000000
17	3426392	-1	20443	2	982434	960158.774943	3.568568	3.568568	2	0.996167	1803.000000
18	3547144	-1	19222	2	982434	679304.773157	5.221727	5.221727	2	0.996167	1808.000000
19	2004080	-1	20948	1	605850	881303.473360	2.273995	2.273995	2	0.991969	1810.000000
20	2381696	-1	22550	1	605850	993173.178591	2.398067	2.398067	2	0.994068	1812.000000
21	2292320	-1	24328	1	605850	1032085.215834	2.221057	2.221057	2	0.994068	1814.000000
22	2275280	-1	25295	1	605850	750072.609998	3.033413	3.033413	2	0.994068	1817.000000
23	2106040	-1	26661	1	605850	799679.950217	2.633604	2.633604	2	0.994068	1819.000000
24	1880768	-1	27606	1	605850	785766.059256	2.393547	2.393547	2	0.994068	1821.000000
25	1847248	-1	27058	1	605850	628091.056443	2.941051	2.941051	2	0.994068	1823.000000
26	2095968	-1	26881	1	605850	672131.927895	3.118388	3.118388	2	0.994068	1826.000000
27	2410216	-1	27404	1	605850	928616.275256	2.595492	2.595492	2	0.994068	1828.000000
28	1928312	-1	28056	1	605850	991936.292446	1.943988	1.943988	2	0.994068	1829.000000
29	1985096	-1	27927	1	605850	957637.241695	2.072910	2.072910	2	0.994068	1831.000000
30	2322072	-1	27314	1	605850	864715.229754	2.685360	2.685360	2	0.994068	1833.000000
31	2022488	-1	26816	1	605850	635233.338204	3.183851	3.183851	2	0.994068	1836.000000
32	1729584	-1	28321	1	605850	1030436.093969	1.678497	1.678497	2	0.994068	1837.000000
33	2180504	-1	27886	1	605850	1031570.841006	2.113770	2.113770	2	0.994068	1839.000000
34	2225776	-1	28230	1	605850	1257673.547595	1.769757	1.769757	2	0.994068	1840.000000
35	1969568	-1	28375	1	605850	1212476.655476	1.624417	1.624417	2	0.994068	1841.000000
36	1946296	-1	28303	1	605850	1147338.074203	1.696358	1.696358	2	0.994068	1842.000000
37	3558840	-1	26893	2	982434	1145765.770843	3.106080	3.106080	2	0.994068	1845.000000
38	3312904	-1	27180	2	982434	1174887.776066	2.819762	2.819762	2	0.996167	1847.000000
39	3223200	-1	27017	2	982434	1080786.156899	2.982274	2.982274	2	0.996167	1849.000000
40	3848520	-1	26309	2	982434	1042918.951090	3.690143	3.690143	2	0.996167	1852.000000
41	3380608	-1	27044	2	982434	1143857.555662	2.955445	2.955445	2	0.996167	1854.000000
42	3450032	-1	27000	2	982434	1150216.378412	2.999463	2.999463	2	0.996167	1856.000000
43	3178824	-1	27271	2	982434	1165178.428655	2.728186	2.728186	2	0.996167	1858.000000
44	3101072	-1	27648	2	982434	1319016.418019	2.351049	2.351049	2	0.996167	1860.000000
45	3670200	-1	27538	2	982434	1491321.877044	2.461038	2.461038	2	0.996167	1862.000000
46	3057072	-1	28053	2	982434	1570412.503573	1.946668	1.946668	2	0.996167	1863.000000
47	3614024	-1	27872	2	982434	1698528.308901	2.127738	2.127738	2	0.996167	1865.000000
48	2915552	-1	28317	2	982434	1733055.223110	1.682319	1.682319	2	0.996167	1866.000000
49	3263776	-1	28311	2	982434	1933142.567049	1.688327	1.688327	2	0.996167	1867.000000
50	3169104	-1	28456	2	982434	2053355.621646	1.543378	1.543378	2	0.996167	1868.000000
51	3480160	-1	28303	2	982434	2051699.151232	1.696233	1.696233	2	0.996167	1869.000000
52	6401712	-1	26483	3	1828330	1820678.235422	3.516114	3.516114	2	0.996167	1872.000000
53	6158360	-1	26040	3	1828330	1555519.075003	3.959039	3.959039	2	0.998010	1875.000000
54	6116960	-1	26440	3	1828330	1718288.391916	3.559915	3.559915	2	0.998010	1878.000000
55	2846456	-1	28498	2	982434	1895804.452349	1.501450	1.501450	2	0.994324	1879.000000
56	3100720	-1	28342	2	982434	1870798.661733	1.657431	1.657431	2	0.996167	1880.000000
57	3247384	-1	28359	2	982434	1979477.875920	1.640526	1.640526	2	0.996167	1881.000000
58	3060904	-1	28363	2	982434	1870661.057030	1.636269	1.636269	2	0.996167	1882.000000
59	3060904	-1	28363	3	1828330	1870613.538199	1.636310	1.636310	2	0.996167	1883.000000
60	3060904	-1	28156	3	1828330	1660651.465232	1.843195	1.843195	2	0.998010	1884.000000
61	3060904	-1	28139	3	1828330	1645465.889887	1.860205	1.860205	2	0.998010	1885.000000
62	3060904	-1	28103	2	982434	1613953.961849	1.896525	1.896525	2	0.994324	1886.000000
63	3060904	-1	28033	2	982434	1556590.482813	1.966416	1.966416	2	0.996167	1887.000000
64	3060904	-1	28172	2	982434	1674544.815307	1.827902	1.827902	2	0.996167	1888.000000
65	3060904	-1	28186	2	982434	1687878.692563	1.813462	1.813462	2	0.996167	1889.000000
66	3060904	-1	28007	2	982434	1536098.438689	1.992648	1.992648	2	0.996167	1890.000000
67	3060904	-1	28074	2	982434	1589643.717295	1.925528	1.925528	2	0.996167	1891.000000
68	3044328	-1	28109	2	982434	1610087.386291	1.890784	1.890784	2	0.996167	1892.000000
69	3228000	-1	27941	2	982434	1568468.395030	2.058059	2.058059	2	0.996167	1894.000000
