segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1	169	6252.783092	7009.915283	0.216224	0.192870
2	169	3166.878980	5923.582676	0.426919	0.228240
3	169	6390.045613	6591.988766	0.211579	0.205097
4	169	7016.376962	6788.703419	0.192692	0.199154
5	169	6045.269981	6529.821031	0.223646	0.207050
6	169	5217.487200	6134.331806	0.259129	0.220399
7	169	6572.132734	5543.286566	0.205717	0.243899
8	169	5875.324821	6847.553851	0.230115	0.197443
9	169	7192.393755	7157.560529	0.187976	0.188891
10	169	7605.918483	6650.785339	0.177756	0.203284
11	169	7671.939866	5951.396630	0.176227	0.227174
12	169	6681.109997	6515.273973	0.202362	0.207512
13	169	5944.739615	5716.856911	0.227428	0.236494
14	169	6606.819224	6379.478171	0.204637	0.211930
15	169	6600.782228	5660.996061	0.204824	0.238827
16	169	6581.713458	7494.292759	0.205418	0.180404
17	169	6297.439033	7074.260610	0.214690	0.191115
18	169	6534.960620	5798.171815	0.206887	0.233177
19	169	8029.149168	8259.366027	0.168386	0.163693
20	169	6279.384904	5936.394203	0.215308	0.227748
21	169	5406.545984	6226.508269	0.250067	0.217136
22	169	7912.489180	6240.740750	0.170869	0.216641
23	169	5404.855772	6870.293470	0.250145	0.196789
24	169	7179.881348	6783.903683	0.188304	0.199295
25	169	7405.776065	7270.117613	0.182560	0.185967
26	169	6462.799048	6286.666602	0.209197	0.215058
27	169	6633.467165	6680.968312	0.203815	0.202366
28	169	6327.874038	6742.420181	0.213658	0.200521
29	169	5394.900885	6520.008334	0.250607	0.207362
30	169	7139.906032	5931.346080	0.189358	0.227942
31	169	7666.960970	6782.670330	0.176341	0.199332
32	169	7384.674597	7188.482363	0.183082	0.188079
33	169	8102.839085	5650.155044	0.166855	0.239285
34	169	5849.838616	6698.440776	0.231117	0.201838
35	169	7273.148087	5828.733458	0.185889	0.231954
36	169	6177.676182	6205.644151	0.218853	0.217866
37	169	6400.864866	5798.693571	0.211221	0.233156
38	169	6506.557398	6897.871786	0.207790	0.196002
39	169	6052.419023	6012.267976	0.223382	0.224874
40	169	5607.480275	6589.437989	0.241107	0.205177
41	169	7048.155224	6424.410894	0.191823	0.210447
42	169	5584.826712	6957.665320	0.242085	0.194318
43	169	5942.584116	7189.375499	0.227510	0.188055
44	169	6884.740352	6502.207850	0.196376	0.207929
45	169	6209.796261	6339.808765	0.217721	0.213256
46	169	7155.492278	6939.453097	0.188946	0.194828
47	169	6422.613657	6465.400130	0.210506	0.209113
48	169	6903.649362	6774.381192	0.195838	0.199575
49	169	5883.651905	8048.407986	0.229789	0.167984
50	169	6778.754164	6250.804963	0.199447	0.216292
51	169	6748.879798	7091.192509	0.200330	0.190659
52	169	3367.112536	6997.899665	0.401531	0.193201
53	169	7615.745066	7165.374668	0.177527	0.188685
54	169	6968.618059	6854.456852	0.194013	0.197244
55	169	6265.938060	5831.280819	0.215770	0.231853
56	169	6052.192938	6814.752912	0.223390	0.198393
57	169	7228.507412	5735.127430	0.187037	0.235740
58	169	6273.743811	6324.803903	0.215501	0.213762
59	169	6911.247135	6454.288338	0.195623	0.209473
60	169	6463.572522	7061.733371	0.209172	0.191454
61	169	5807.869264	6489.550489	0.232788	0.208335
62	169	6440.850869	7077.085808	0.209910	0.191039
63	169	7677.226640	7175.593094	0.176105	0.188416
64	169	5757.352927	6123.540988	0.234830	0.220787
65	169	6223.371761	3559.367583	0.217246	0.379843
66	169	8624.191309	6088.641636	0.156768	0.222053
67	169	5768.885438	6262.851630	0.234361	0.215876
68	169	6009.311704	6855.675011	0.224984	0.197209
69	169	6517.745170	5084.209967	0.207434	0.265921
70	169	7316.200235	8299.426002	0.184795	0.162903
71	169	6682.086213	9077.068753	0.202332	0.148947
72	169	6558.997104	5972.218398	0.206129	0.226382
73	169	6834.794346	5819.838181	0.197811	0.232309
74	169	6771.800549	6833.731828	0.199651	0.197842
75	169	6136.934171	7255.402188	0.220305	0.186344
76	169	6422.511819	6172.142371	0.210510	0.219049
77	169	6308.416869	6155.105837	0.214317	0.219655
78	169	5897.891694	6886.922663	0.229234	0.196314
79	169	7365.127637	6618.115304	0.183568	0.204288
80	169	7530.048771	7642.502993	0.179547	0.176905
81	169	7394.438826	6339.135489	0.182840	0.213278
82	169	5904.665473	5822.276145	0.228971	0.232212
83	169	6265.404984	5995.587927	0.215788	0.225499
84	169	6152.735034	7309.937980	0.219740	0.184954
85	169	6845.776553	6620.286409	0.197494	0.204221
86	169	7314.926167	6550.261583	0.184828	0.206404
87	169	6453.803528	7276.778655	0.209489	0.185796
88	169	8021.789145	6469.722701	0.168541	0.208973
89	169	6058.905181	6747.851851	0.223143	0.200360
90	169	6971.685179	6192.375699	0.193927	0.218333
91	169	6342.247930	6012.114994	0.213174	0.224879
92	169	7498.544124	7248.993330	0.180302	0.186509
93	169	7168.236879	6001.336649	0.188610	0.225283
94	169	6203.505706	6788.142694	0.217941	0.199171
95	169	7915.824824	5185.767516	0.170797	0.260714
96	169	5899.812320	5846.425004	0.229160	0.231252
97	169	5714.143642	8570.425261	0.236606	0.157752
98	169	5478.840955	6473.969753	0.246768	0.208836
99	169	6040.125142	7055.363478	0.223836	0.191627
100	169	6302.100117	6896.999273	0.214532	0.196027
101	169	6585.160490	7476.103160	0.205310	0.180843
102	169	5463.490661	7114.555324	0.247461	0.190033
103	169	7649.895192	5875.142207	0.176734	0.230122
104	169	6094.177294	6626.901211	0.221851	0.204017
105	169	6354.172909	7285.978607	0.212774	0.185562
106	169	7332.784638	6523.391018	0.184377	0.207254
