segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,326673,476452.551863,454502.092892,5.485088,5.749993
2,348726,477231.782008,454448.877752,5.845814,6.138882
3,337961,477341.461087,462649.596737,5.664054,5.843922
4,372956,470083.015191,457453.485773,6.347066,6.522298
5,389311,481463.390102,462474.227938,6.468795,6.734403
6,456774,474473.511991,466970.481056,7.701572,7.825317
7,373233,477308.115732,462457.510843,6.255632,6.456515
8,413054,477280.385157,452958.770537,6.923461,7.295216
9,404746,473635.274868,423624.480803,6.836416,7.643486
10,276489,476470.079602,329026.177068,4.642289,6.722602
11,306830,466119.145266,330688.916902,5.266121,7.422807
12,388635,471816.752381,419290.334469,6.589592,7.415101
13,416433,467944.640655,461541.749740,7.119355,7.218121
14,426767,474479.299500,469171.556316,7.195543,7.276946
15,329139,468985.746988,324935.844245,5.614482,8.103483
16,451213,477009.252632,465443.580161,7.567367,7.755406
17,443102,474362.411243,467127.723089,7.472801,7.588537
18,404590,1410701.112886,1325543.428374,2.294405,2.441806
19,385270,1390487.882537,1002963.851811,2.216603,3.073052
20,423971,1389316.744616,1223873.922610,2.441321,2.771338
21,419243,1408174.807657,1019350.484433,2.381767,3.290276
22,409064,1398423.535772,1024680.369199,2.340144,3.193691
23,383029,1439655.393552,1002820.462437,2.128448,3.055614
24,403971,1431230.135119,989850.337412,2.258035,3.264906
25,417244,1407817.154665,982575.170574,2.371012,3.397147
26,381100,1600937.912385,1092820.946457,1.904384,2.789844
27,439067,1602475.679203,1316825.862122,2.191943,2.667426
28,447905,1611614.653304,1128033.270348,2.223385,3.176538
29,426866,1592183.502705,1129065.788421,2.144808,3.024561
30,401741,1591910.453958,1131217.058689,2.018913,2.841124
31,454506,1592001.922278,1172277.084742,2.283947,3.101697
32,361179,1611459.631366,1136490.602325,1.793053,2.542416
33,429092,1605515.997605,1129013.725342,2.138089,3.040473
34,411449,1766276.691064,1236383.244000,1.863577,2.662275
35,443626,1778386.359194,1320920.050736,1.995634,2.686770
36,370229,1642097.918556,1257661.314580,1.803688,2.355031
37,402791,1592474.848724,1307428.886871,2.023472,2.464630
38,435412,1680199.575245,1561272.992545,2.073144,2.231061
39,440875,1621295.550293,1265631.973096,2.175421,2.786750
40,410465,1757439.741450,1250647.886307,1.868468,2.625615
41,468677,1664839.683731,1393541.945004,2.252118,2.690566
