segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,191109,1344154.240132,912470.704435,1.137423,1.675530
2,225202,1367435.508302,1195431.603753,1.317514,1.507084
3,213970,1387663.216091,1127533.691467,1.233556,1.518145
4,238423,1375507.503983,1191934.972323,1.386677,1.600242
5,240115,1364505.353102,1175378.699616,1.407778,1.634299
6,278055,1409777.866489,1229723.528985,1.577866,1.808894
7,227073,1378783.070970,1085136.664561,1.317527,1.674060
8,254460,1389290.644902,1138527.824570,1.465266,1.787993
9,241210,1408601.902530,1178434.617933,1.369926,1.637494
10,154716,1521964.138676,1082591.313155,0.813244,1.143301
11,194857,1536260.253178,1219650.526054,1.014708,1.278117
12,240159,1573112.092391,1260983.191899,1.221319,1.523630
13,244025,1448104.787766,1206259.769971,1.348107,1.618391
14,260712,1573757.007139,1073954.973859,1.325297,1.942070
15,197267,1539378.692633,1090809.247670,1.025177,1.446757
16,272580,1580200.263640,1185218.795751,1.379977,1.839863
17,262581,1500583.629066,1295157.395742,1.399887,1.621925
18,241342,1705198.569264,1174753.809781,1.132265,1.643524
19,231200,1741442.815406,1291298.983028,1.062108,1.432356
20,258741,1682360.851094,1337916.894180,1.230371,1.547127
21,252156,1731066.563972,1395724.442291,1.165321,1.445305
22,248728,1739378.312162,1346905.376646,1.143986,1.477330
23,234854,1694049.768816,1225125.222848,1.109077,1.533584
24,258476,1755050.108915,1413272.412481,1.178205,1.463135
25,247165,1713749.408556,1480788.396006,1.153798,1.335316
26,241118,1697367.282796,1373945.590710,1.136433,1.403945
27,264715,1491668.353060,1409074.225283,1.419699,1.502916
28,261843,1760379.986347,1330184.421021,1.189939,1.574777
29,253532,1771392.690653,1369857.332677,1.145006,1.480633
30,261635,1754098.481180,1417559.008295,1.193251,1.476538
31,258285,1767152.365571,1307561.292606,1.169271,1.580255
32,212173,1744248.228576,1296175.166663,0.973132,1.309533
33,263100,1677695.774580,1287952.661683,1.254578,1.634222
34,244717,1704542.067968,1411860.536400,1.148541,1.386636
35,260349,1724957.184762,1367098.208170,1.207446,1.523513
36,221759,1739611.198950,1295031.294290,1.019809,1.369907
37,249369,1759613.421114,1386162.676609,1.133744,1.439190
38,255203,1773838.979647,1439190.674579,1.150964,1.418592
39,263523,1759600.308193,1374058.281155,1.198104,1.534276
40,249101,1742853.036900,1398567.567438,1.143417,1.424892
41,284221,1717679.784653,1295789.087466,1.323744,1.754736
42,223937,1477836.488723,1247359.736796,1.212242,1.436230
43,236128,1548722.296395,1320991.998378,1.219731,1.430004
44,270442,1567916.918530,1266275.833224,1.379879,1.708582
45,242801,1577261.255372,1099986.153252,1.231507,1.765848
46,274138,1558165.857018,1303259.482977,1.407491,1.682784
47,260836,1572526.670102,1183788.937884,1.326965,1.762720
48,247131,1577058.418866,1310160.569386,1.253630,1.509012
49,256498,1604026.483117,1086911.377154,1.279271,1.887904
50,215494,1439632.491138,1267436.997709,1.197495,1.360188
51,221454,1533280.148791,1251002.877033,1.155452,1.416169
