segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,983726,429329.445587,468856.298004,18.330464,16.785117
2,1084598,478582.993057,471870.328140,18.130155,18.388069
3,1009991,1399210.667914,933227.195645,5.774633,8.658050
4,1035645,1436061.503770,916416.909682,5.769363,9.040820
5,1147289,1407029.386054,906136.982262,6.523184,10.129056
6,1288313,1428015.355712,936178.286844,7.217362,11.009125
7,1000089,1425181.529027,933762.858646,5.613820,8.568248
8,1178888,1420855.255994,899292.636934,6.637625,10.487247
9,1184863,1425698.302936,892115.946175,6.648604,10.625193
10,929127,1433466.328856,951798.512365,5.185344,7.809443
11,991267,1424664.553832,929804.665811,5.566318,8.528819
12,1117478,1430897.924679,902630.518791,6.247702,9.904190
13,1086152,1426880.223284,911544.974662,6.089660,9.532405
14,1265614,1220894.379705,1403708.359358,8.293029,7.212974
15,1020027,1417527.371620,932287.470052,5.756655,8.752897
16,1234488,1423751.062577,881478.129126,6.936538,11.203799
17,1323461,1402845.107021,915959.111533,7.547297,11.559127
18,1217195,1428713.142541,881840.085144,6.815616,11.042320
19,1116733,1437271.464879,910813.844182,6.215850,9.808661
20,1305467,1431525.034717,898727.697684,7.295532,11.620579
21,1192254,1426737.301890,899092.741801,6.685205,10.608507
22,1226847,1431790.585948,886889.411016,6.854896,11.066516
23,1068678,1425990.868081,916241.832032,5.995427,9.330969
24,1187037,1429523.629658,885293.834671,6.642979,10.726717
25,1206508,1051115.179920,900485.246644,9.182689,10.718736
26,1171401,1426692.192864,888016.837596,6.568486,10.552962
27,1258620,1423986.865226,882686.328389,7.070964,11.407178
28,1255455,1433654.157113,882039.073561,7.005623,11.386842
29,1314862,1410218.553958,893021.461351,7.459054,11.778996
30,1189867,1426112.749168,895963.370129,6.674743,10.624247
31,1276848,1423940.226501,871662.312829,7.173604,11.718740
32,1086881,1435793.498006,913788.591697,6.055918,9.515383
33,1152094,1410164.837574,889989.478632,6.535939,10.356024
34,1278315,1426466.240202,867557.824392,7.169129,11.787710
35,1248624,1620327.663306,1007427.679780,6.164798,9.915344
36,1134361,1610384.378370,1015413.094190,5.635231,8.937139
37,1199185,1625653.537907,1022894.351699,5.901307,9.378759
38,1185675,1626252.044650,1013774.022950,5.832675,9.356523
39,1241153,1611225.835060,999738.146390,6.162528,9.931825
40,1227054,1600194.605210,1000740.521476,6.134524,9.809168
41,1381265,1621062.090275,1016016.607264,6.816593,10.875925
42,1064821,1601330.412113,1039949.075688,5.319682,8.191332
43,1190642,1607758.291960,1027882.326385,5.924483,9.266757
44,1343205,1613549.952982,986555.621598,6.659626,10.892077
45,1171443,1619745.775767,1014307.629094,5.785812,9.239351
46,1253664,1486684.192113,1189722.874128,6.746094,8.429956
47,1339072,1621904.206267,1194711.804466,6.604938,8.966661
48,1105964,1613491.672318,1132759.317373,5.483581,7.810761
49,1241815,1618043.701523,1125941.494999,6.139834,8.823300
50,1210382,1618611.384109,1105178.882014,5.982323,8.761528
51,1108484,1372854.867653,923326.645461,6.459439,9.604263
52,1338576,1084402.752189,1393306.184370,9.875121,7.685754
53,1104407,1423248.036264,955034.635298,6.207812,9.251241
54,1253566,1424382.418738,1041382.990416,7.040615,9.630009
55,1231378,1425550.235521,1006171.627705,6.910331,9.790600
