segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,191109,2037227.318055,1329504.243719,0.750467,1.149956
2,225202,1881933.374143,1222254.549535,0.957322,1.474010
3,213970,1971195.989498,1270285.429513,0.868387,1.347540
4,238423,1922533.973125,1486538.406932,0.992120,1.283104
5,240115,1858340.039063,1334509.968205,1.033675,1.439420
6,278055,1953406.554451,1423975.561554,1.138749,1.562134
7,227073,1946155.924678,1343561.827999,0.933422,1.352066
8,254460,1811709.884619,1519222.122017,1.123624,1.339949
9,241210,1901614.405202,1468418.005706,1.014759,1.314122
10,154716,1850902.454049,1343471.116425,0.668716,0.921291
11,194857,2110102.784673,1411505.688651,0.738758,1.104392
12,240159,2131108.474529,1331580.261116,0.901536,1.442851
13,244025,2121321.394072,1678795.506274,0.920275,1.162858
14,260712,2105311.016918,1608211.743819,0.990683,1.296904
15,197267,2079761.525987,1341181.118161,0.758806,1.176676
16,272580,2074557.848003,1615671.070309,1.051135,1.349681
17,262581,2053595.478514,1293514.369035,1.022912,1.623985
18,241342,2230613.124421,1644117.744053,0.865563,1.174330
19,231200,2254993.629394,1638626.674955,0.820224,1.128750
20,258741,2262925.828598,1298885.999636,0.914713,1.593618
21,252156,2176350.299341,756491.582285,0.926895,2.666584
22,248728,2233708.787362,754055.411045,0.890816,2.638830
23,234854,2243065.791685,839653.156659,0.837618,2.237629
24,258476,2275850.356644,1184064.802160,0.908587,1.746364
25,247165,2223757.453507,1060913.902011,0.889180,1.863789
26,241118,2106842.226483,1150148.575364,0.915562,1.677126
27,264715,2123476.868236,1227412.591436,0.997289,1.725353
28,261843,2068023.853654,1147694.249386,1.012921,1.825176
29,253532,2119666.432990,1068556.485195,0.956875,1.898127
30,261635,2091744.452638,1111411.492440,1.000638,1.883263
31,258285,2027872.158257,1185768.012790,1.018940,1.742567
32,212173,2037014.852046,1330790.734589,0.833270,1.275470
33,263100,2075987.735073,1353428.795004,1.013879,1.555161
34,244717,1879906.174735,1241513.228084,1.041401,1.576895
35,260349,1942401.384065,1587071.922006,1.072277,1.312349
36,221759,1761247.820248,1495851.936514,1.007281,1.185994
37,249369,1908245.498264,1481196.343883,1.045438,1.346852
38,255203,1922072.341676,1502090.075621,1.062199,1.359189
39,263523,1937514.890977,1522102.905189,1.088087,1.385047
40,249101,1927894.511980,1548480.847249,1.033671,1.286944
41,284221,1938623.121871,1510655.308244,1.172878,1.505153
42,223937,1706462.241293,1390856.287364,1.049830,1.288053
43,236128,1766353.453300,1228571.655295,1.069448,1.537577
44,270442,1787743.987833,1394827.341967,1.210205,1.551114
45,242801,1750345.876299,1365300.700164,1.109728,1.422696
46,274138,1755145.035048,1431540.436383,1.249529,1.531989
47,260836,1772144.574058,1416605.267595,1.177493,1.473020
48,247131,1810155.475450,1426790.651944,1.092198,1.385661
49,256498,1781999.611397,1420431.305957,1.151506,1.444620
50,215494,1488668.861494,1081555.742272,1.158049,1.593956
51,221454,1580215.938707,1270777.243167,1.121133,1.394133
52,269670,1593533.825820,1358527.162206,1.353821,1.588014
53,219193,1574713.916893,1162058.044529,1.113564,1.508999
54,259852,1588917.480665,1311137.295813,1.308322,1.585506
55,238477,1565868.721952,975012.325409,1.218375,1.956710
56,217427,1602787.328317,1020164.697965,1.085244,1.705034
57,246637,1585953.609572,1060195.537749,1.244107,1.861068
58,261690,1715831.966159,1432802.401468,1.220119,1.461137
59,259796,1414525.205696,1382699.844140,1.469304,1.503123
60,252899,1587266.210900,1389936.545940,1.274639,1.455600
61,245825,1672257.723650,1342867.546422,1.176015,1.464478
62,186854,1751034.343801,1262205.235926,0.853685,1.184302
63,256391,1750775.333356,1422018.078493,1.171554,1.442406
64,220287,1752035.181471,1333270.531467,1.005857,1.321784
65,255776,1758893.053824,1293871.775934,1.163350,1.581461
66,259809,1917361.745085,1449300.651704,1.084027,1.434121
67,251650,1992293.830971,1444567.834825,1.010494,1.393635
68,224653,1914015.670971,1463283.847164,0.938981,1.228213
69,260168,1926185.270081,1536991.049069,1.080552,1.354168
70,236894,1973380.956464,1508474.039884,0.960358,1.256337
71,249191,1955783.279226,1399138.185326,1.019299,1.424826
72,249050,1917602.905433,1540083.976548,1.039006,1.293696
73,250991,1958690.628297,1593840.060384,1.025138,1.259805
74,215218,1800421.076898,1419193.196335,0.956301,1.213185
75,217052,1894281.689558,1472315.622246,0.916662,1.179378
76,270036,1922731.440449,1493243.024697,1.123552,1.446709
77,204173,1910329.340225,1384552.354748,0.855027,1.179720
78,237477,1901234.796757,1521556.936339,0.999254,1.248600
79,269354,1927862.623553,1133540.853147,1.117731,1.900974
80,256148,1917965.181207,1320168.966368,1.068416,1.552213
81,258158,1934153.225691,1440569.568782,1.067787,1.433644
82,265233,1915380.077848,1363069.946296,1.107803,1.556680
83,232844,1934099.130258,1476746.366629,0.963111,1.261389
84,270274,1914459.537976,1541833.522876,1.129401,1.402351
85,259052,1815221.556778,1073837.198080,1.141688,1.929916
86,249926,1925900.325931,1494887.044131,1.038168,1.337498
87,159527,1915482.842495,1296654.291676,0.666263,0.984238
88,241208,1946764.487714,1373488.126366,0.991216,1.404937
89,272736,1888390.997041,1329858.573630,1.155422,1.640692
90,225638,1680417.560596,1269707.640766,1.074200,1.421669
91,257203,1770361.644532,1420845.225903,1.162262,1.448169
92,258222,1772118.684277,1431038.649705,1.165710,1.443550
93,265692,1780281.143472,1448879.066294,1.193933,1.467021
