segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,191109,1553624.097867,1263273.657757,0.984068,1.210246
2,225202,1593505.040462,1248570.373145,1.130599,1.442943
3,213970,1599277.619497,1294184.839191,1.070333,1.322655
4,238423,1602411.171630,1287882.703869,1.190321,1.481023
5,240115,1588991.780173,1278428.518970,1.208892,1.502563
6,278055,1561175.397182,1371915.108359,1.424850,1.621412
7,227073,731088.068307,1102786.227338,2.484768,1.647268
8,254460,1591667.946733,1105391.807446,1.278960,1.841591
9,241210,1543551.162092,858257.705231,1.250156,2.248369
10,154716,1601574.949062,540830.204659,0.772819,2.288570
11,194857,1562490.370818,766412.179976,0.997674,2.033966
12,240159,1576357.381281,1033735.971999,1.218805,1.858571
13,244025,1590137.769548,1039374.986440,1.227692,1.878244
14,260712,1582264.521851,985065.218652,1.318172,2.117318
15,197267,739094.539454,1248957.432714,2.135229,1.263563
16,272580,1088818.505060,1302822.277719,2.002758,1.673782
17,262581,1319160.928309,1171383.147675,1.592412,1.793306
18,241342,1412370.838410,1226614.798599,1.367018,1.574036
19,231200,1416194.773333,1180646.460443,1.306035,1.566599
20,258741,1396479.471776,1208185.816303,1.482247,1.713253
21,252156,1403444.946423,1192871.456667,1.437355,1.691086
22,248728,1420803.352093,1196164.323763,1.400492,1.663504
23,234854,1398583.201604,1180951.507710,1.343382,1.590948
24,258476,1401334.596460,1186075.442310,1.475599,1.743403
25,247165,1550852.729763,1276710.171321,1.274989,1.548762
26,241118,1594524.831025,1388719.584659,1.209730,1.389009
27,264715,1581406.441393,760809.984422,1.339137,2.783507
28,261843,1453268.216552,1316808.587376,1.441402,1.590773
29,253532,1492332.544139,1294321.900979,1.359118,1.567041
30,261635,1529993.474371,1294406.036255,1.368032,1.617020
31,258285,1479363.414540,1290718.641257,1.396736,1.600876
32,212173,1472860.969136,1278891.462009,1.152440,1.327231
33,263100,1371816.014134,1039858.759480,1.534317,2.024121
34,244717,1390947.432248,1176695.814977,1.407484,1.663757
35,260349,1397720.383497,1183779.635848,1.490135,1.759442
36,221759,1400679.405222,1208773.362772,1.266580,1.467663
37,249369,1412540.034811,1206871.954532,1.412315,1.652994
38,255203,1390199.614054,1216217.687397,1.468583,1.678667
39,263523,1330465.960455,1187997.738563,1.584546,1.774569
40,249101,1400324.876537,1183238.283706,1.423104,1.684198
41,284221,1380917.461035,1031844.035477,1.646563,2.203597
42,223937,1387839.637825,1194515.213580,1.290852,1.499768
43,236128,1400578.449877,1197747.573073,1.348746,1.577147
44,270442,1402244.805428,1205785.266696,1.542909,1.794296
45,242801,1391880.509150,1220748.681943,1.395528,1.591161
46,274138,1408632.066152,1225918.372056,1.556903,1.788948
47,260836,1390749.100079,1246971.168047,1.500406,1.673405
48,247131,1375314.244349,1217416.375368,1.437525,1.623970
49,256498,1344605.031804,1229939.377810,1.526087,1.668362
50,215494,1412304.785402,1191038.813209,1.220666,1.447436
51,221454,1403848.641010,1130486.622853,1.261982,1.567141
52,269670,1370582.860086,1166385.468396,1.574046,1.849612
53,219193,1403656.584125,1181623.957048,1.249269,1.484012
54,259852,1392942.500464,1221763.183391,1.492392,1.701488
55,238477,1322040.849987,1198779.204668,1.443084,1.591466
56,217427,1384216.587184,1169469.672589,1.256607,1.487355
57,246637,1398243.772930,1162471.775992,1.411124,1.697328
58,261690,1324777.832523,1202962.575370,1.580280,1.740304
59,259796,1391052.928819,1169705.940879,1.494097,1.776829
60,252899,1407198.685309,1100710.477657,1.437744,1.838078
61,245825,966757.407354,1135343.060645,2.034223,1.732164
62,186854,1397000.429348,1138603.789728,1.070030,1.312864
63,256391,1400621.520840,1202094.587313,1.464441,1.706295
64,220287,1420904.552863,1100866.004551,1.240263,1.600827
65,255776,1442442.896993,932088.003328,1.418571,2.195295
66,259809,918794.476604,1310662.931637,2.262173,1.585817
67,251650,1593968.123706,1310546.677403,1.263011,1.536153
68,224653,1602434.232034,1218746.023665,1.121559,1.474650
69,260168,1217924.523491,1315081.450333,1.708927,1.582673
70,236894,1572414.611738,1290236.877187,1.205250,1.468840
71,249191,1580115.805351,1313862.829765,1.261634,1.517303
72,249050,1587806.366440,1269335.707575,1.254813,1.569640
73,250991,1700582.379783,1426545.646340,1.180730,1.407546
74,215218,1677170.253015,1313394.379304,1.026577,1.310912
75,217052,1732892.212102,1180653.031491,1.002033,1.470725
76,270036,1766396.970279,1268478.720811,1.222991,1.703054
77,204173,1757112.809303,1428893.320828,0.929584,1.143111
78,237477,1785276.708963,1355697.894176,1.064158,1.401356
79,269354,1724748.554620,1444148.117831,1.249360,1.492113
80,256148,1752684.962490,1367565.777641,1.169168,1.498417
81,258158,1729441.105763,1254200.660095,1.194180,1.646677
82,265233,1764336.973257,1356852.794543,1.202641,1.563813
83,232844,1760216.536369,1358553.862524,1.058252,1.371129
84,270274,1771465.246294,1160111.158432,1.220567,1.863780
85,259052,1775270.251051,888565.185163,1.167381,2.332317
86,249926,1752288.476803,1435301.238820,1.141027,1.393023
87,159527,1719418.802032,906724.613256,0.742237,1.407501
88,241208,1786677.538080,1396708.724265,1.080029,1.381579
89,272736,1691377.656289,1191921.629744,1.290006,1.830563
90,225638,1706118.855668,1368355.281383,1.058018,1.319178
91,257203,1754677.857793,1151507.578297,1.172651,1.786896
92,258222,1743461.794300,1302754.896315,1.184870,1.585698
93,265692,1676927.291930,1385164.229337,1.267518,1.534501
94,245874,1748252.452341,1144230.765245,1.125119,1.719052
95,258230,1752731.418584,1475511.198334,1.178640,1.400084
96,242281,1753836.698231,1316837.449161,1.105147,1.471896
97,246426,1544921.576690,1214473.489720,1.276057,1.623261
98,270480,1578482.836906,1330379.750957,1.370835,1.626483
99,261447,1600074.996681,883511.150974,1.307174,2.367345
100,254128,1569949.434479,1302096.594027,1.294961,1.561347
101,244155,1091430.185615,1286273.395344,1.789615,1.518526
102,211525,1382932.552394,1239753.724195,1.223632,1.364949
103,256262,1221707.019262,1325931.154113,1.678059,1.546156
104,263036,838638.017448,1143648.617499,2.509173,1.839978
105,212154,1753194.303381,1303348.725503,0.968080,1.302209
106,241031,1761253.465141,1013247.860869,1.094816,1.903037
107,243001,1757101.023655,1321595.285691,1.106372,1.470956
108,235459,1752035.732249,1433571.407057,1.075133,1.313972
109,266699,1793231.130349,968464.389754,1.189803,2.203067
110,238567,1103867.528252,1326404.339904,1.728954,1.438879
111,251815,1370443.746923,1308151.167593,1.469976,1.539975
112,261124,749930.286889,1415465.070435,2.785582,1.475834
113,253227,1894920.122627,1450437.825988,1.069077,1.396693
114,258331,1960377.443699,1181761.537653,1.054209,1.748786
115,233426,1942056.943542,1109897.043766,0.961562,1.682506
116,262818,1918208.554892,1257227.258194,1.096098,1.672366
117,277051,793663.739670,1484254.386530,2.792629,1.493280
118,213939,1938144.312868,1081302.465270,0.883067,1.582824
119,268747,1983184.058067,1414579.282425,1.084103,1.519870
120,237240,1604120.955050,1260813.264977,1.183153,1.505314
