segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,326673,2323947.706638,1753051.349828,1.124545,1.490763
2,348726,2253870.611727,1875096.104582,1.237785,1.487821
3,337961,2333212.502372,1824163.508291,1.158783,1.482152
4,372956,2277690.165235,1520602.229882,1.309945,1.962149
5,389311,2282110.256701,1472714.589036,1.364740,2.114794
6,456774,2330982.414717,1883258.288976,1.567662,1.940356
7,373233,2291880.527752,1745690.641086,1.302801,1.710420
8,413054,2311542.635146,1719606.230990,1.429535,1.921621
9,404746,2313645.791862,1818018.058906,1.399509,1.781043
10,276489,2300812.711653,1386047.918134,0.961361,1.595841
11,306830,2228441.429734,1169728.303551,1.101505,2.098470
12,388635,2263671.753394,1558824.039666,1.373468,1.994503
13,416433,2355526.692333,1683095.033053,1.414318,1.979368
14,426767,2323476.777091,1866829.712857,1.469408,1.828842
15,329139,2017646.839582,1800674.905312,1.305041,1.462292
16,451213,2319207.326336,1587581.782055,1.556439,2.273712
17,443102,2304480.524887,1860760.896190,1.538228,1.905036
18,404590,2323650.331519,1858196.125825,1.392946,1.741861
19,385270,2328972.894345,1825324.017258,1.323399,1.688555
20,423971,2275985.791509,1725007.116477,1.490241,1.966234
21,419243,2327715.593310,1887942.623962,1.440874,1.776507
22,409064,2241165.807621,1607820.267295,1.460183,2.035372
23,383029,2294314.044438,1635239.126704,1.335577,1.873874
24,403971,2335571.973081,1767430.150673,1.383716,1.828512
25,417244,2341946.847869,1842950.385641,1.425289,1.811200
26,381100,2193010.993563,1829796.616142,1.390235,1.666196
27,439067,2346812.172902,1866230.344596,1.496727,1.882156
28,447905,2094040.369758,1822307.184027,1.711161,1.966321
29,426866,2157831.631179,1588536.357994,1.582574,2.149732
30,401741,2116313.494763,1335878.111978,1.518645,2.405854
31,454506,2017997.962853,1606397.435125,1.801810,2.263480
32,361179,2141874.457151,1665811.416651,1.349020,1.734549
33,429092,2168696.370475,1782415.431558,1.582857,1.925890
34,411449,2096954.828686,1764132.352689,1.569701,1.865842
35,443626,2134395.891467,1626553.788826,1.662769,2.181919
36,370229,2087518.352783,1747002.371829,1.418829,1.695379
37,402791,2128499.921448,1199444.059309,1.513896,2.686518
38,435412,2138917.211178,1393257.943499,1.628532,2.500108
39,440875,2160614.459850,1694021.865513,1.632406,2.082027
40,410465,2167491.239948,1045091.401896,1.514987,3.142041
41,468677,2102620.787117,1828347.450920,1.783211,2.050713
42,390063,2078426.866588,1700164.726326,1.501378,1.835413
43,402505,2155734.701750,1951602.448907,1.493709,1.649947
44,451238,2296545.480372,1986961.852522,1.571884,1.816796
45,408453,2305172.618510,1796504.439966,1.417518,1.818879
46,460891,2334020.596050,1915713.426774,1.579732,1.924676
47,427868,2323626.844939,1876842.555026,1.473104,1.823778
48,393628,2315337.233136,1755301.663301,1.360071,1.794007
49,434157,2321311.100202,1909090.990961,1.496248,1.819324
50,360161,2287744.725039,1851988.583036,1.259445,1.555781
51,365879,2311661.930891,1839053.110798,1.266202,1.591597
52,451602,2278348.243426,1922286.820337,1.585717,1.879436
53,361186,2335744.052101,1894522.191621,1.237074,1.525180
54,424865,2331588.103440,1893663.863785,1.457770,1.794891
55,405141,900915.499164,839463.293797,3.597594,3.860953
56,365137,2295734.784752,1389310.424823,1.272401,2.102551
