segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,117446,2370877.003191,1411278.319212,0.396296,0.665757
2,137425,2065377.610143,1450298.810849,0.532300,0.758051
3,127883,2347851.513617,1716012.964733,0.435745,0.596187
4,146877,2309718.926898,1831718.551084,0.508727,0.641483
5,142197,2368807.427877,1444580.051652,0.480232,0.787479
6,170046,2186846.315831,1472052.692351,0.622068,0.924130
7,149405,2223515.326236,1433328.552796,0.537545,0.833891
8,150144,2230764.574571,1440111.869785,0.538449,0.834069
9,152506,2170663.428687,1443079.890739,0.562062,0.845447
10,80834,2231622.847159,1408795.747697,0.289777,0.459025
11,102854,2143972.047993,1408913.772367,0.383789,0.584019
12,137135,2237157.895865,1413533.537324,0.490390,0.776126
13,160372,2199594.501211,1464013.209305,0.583278,0.876342
14,155368,2188793.131510,1443946.872688,0.567867,0.860796
15,109326,2175102.834244,1540055.362834,0.402100,0.567907
16,161628,2200810.282783,1447139.770504,0.587522,0.893503
17,160683,1040516.928205,1174423.757818,1.235409,1.094549
18,142011,2157137.030262,1695236.091081,0.526665,0.670165
19,132491,2207891.530958,1141905.363105,0.480063,0.928210
20,150898,2214773.982036,1195953.007431,0.545060,1.009391
21,146681,2296325.746496,1590225.635928,0.511011,0.737913
22,151916,2041932.220357,743887.314521,0.595185,1.633753
23,158945,1970764.024663,772847.259607,0.645212,1.645293
24,153297,1920068.982776,1342552.816800,0.638715,0.913466
25,151891,2008126.187319,1393769.823038,0.605105,0.871828
26,147570,1988467.279277,1440483.520537,0.593704,0.819558
27,155552,1910199.254603,1530629.997670,0.651459,0.813009
28,154243,1990331.358710,1404698.631755,0.619969,0.878440
29,150880,2020509.113061,1372668.944418,0.597394,0.879338
30,139674,1788268.564197,1259761.458350,0.624846,0.886987
31,160538,1817809.860348,1359698.930699,0.706512,0.944550
32,133351,1782005.205862,1251392.288978,0.598656,0.852497
33,167784,1844315.560867,927630.299216,0.727789,1.446990
34,140554,1801501.274222,911164.560931,0.624164,1.234060
35,152139,1650537.030856,1010229.810800,0.737404,1.204787
36,128406,1807671.479915,1258307.001598,0.568271,0.816373
37,143170,1838383.362604,1277318.377036,0.623026,0.896691
38,154159,1724564.595416,1041897.876891,0.715121,1.183678
39,157930,1625139.443093,1420151.539718,0.777435,0.889652
40,149703,1540080.558594,1395371.077795,0.777637,0.858284
41,165256,1607312.675720,1284735.479859,0.822521,1.029043
42,129999,1600661.470219,1208858.838306,0.649726,0.860309
43,129069,1578299.113265,1241351.482744,0.654218,0.831797
44,161182,1626808.514960,1245457.192558,0.792629,1.035327
45,139546,980568.005606,1383705.295670,1.138491,0.806796
46,165225,1431991.510177,1180556.410158,0.923050,1.119642
47,152540,1421438.652409,1125730.840189,0.858510,1.084025
48,152066,1429265.616709,1113087.861503,0.851156,1.092931
49,145669,1427506.850098,1210390.620011,0.816355,0.962790
50,121197,1470462.539677,807661.439104,0.659368,1.200473
51,122343,1431305.883542,951136.508517,0.683812,1.029026
52,161188,1444508.040561,1216472.504896,0.892694,1.060035
53,119635,1421457.124830,1099872.368040,0.673309,0.870174
54,154748,1491457.584613,747057.151501,0.830050,1.657148
55,135152,1425880.894257,1113240.716956,0.758279,0.971233
56,128993,1413649.121109,1104633.294467,0.729986,0.934196
57,152733,336364.833222,1162113.423049,3.632556,1.051415
58,158047,1429405.886299,1151273.873384,0.884547,1.098241
59,145391,1451667.761575,1150092.370892,0.801236,1.011334
60,148113,1460514.095221,780100.331014,0.811292,1.518912
61,139021,1430310.612222,1204671.693671,0.777571,0.923213
62,99086,1631831.185625,1150593.469360,0.485766,0.688938
63,155826,1642903.755971,1272101.876318,0.758783,0.979959
64,131776,1532423.594448,1229124.946276,0.687935,0.857690
65,161668,407204.785843,1339771.346746,3.176151,0.965347
66,156689,1618494.687062,1354295.052554,0.774493,0.925583
67,156706,1655518.742640,1301604.007404,0.757254,0.963156
68,117615,1579141.874393,1192430.370540,0.595843,0.789078
69,147030,1613749.488321,1280516.362981,0.728886,0.918567
70,147651,1816820.309136,1143695.911499,0.650151,1.032799
71,146173,1798524.287993,1305146.071654,0.650191,0.895979
72,153740,1837723.300725,1300186.351973,0.669263,0.945957
73,149239,1764399.923065,1242349.453789,0.676667,0.961011
74,121212,1874615.628919,1399858.682684,0.517277,0.692710
75,126340,1786180.384382,1234477.025258,0.565856,0.818743
76,166759,1799052.078398,1361898.631260,0.741542,0.979568
77,120489,1711337.177055,965995.395564,0.563251,0.997843
78,137867,1994733.750074,1381002.041791,0.552924,0.798649
79,166986,489747.246898,1421852.662878,2.727709,0.939540
80,156312,2049009.543411,1387799.437463,0.610293,0.901064
81,155114,1974030.420515,1385452.368938,0.628618,0.895673
82,145249,2008252.512946,1517271.513688,0.578609,0.765843
83,139566,1999076.183161,1362194.311873,0.558522,0.819654
84,165233,1995215.722003,1458266.724423,0.662517,0.906462
85,154189,2014018.030450,1493569.806356,0.612463,0.825882
86,144519,2197309.335113,1378505.520474,0.526167,0.838700
87,84049,2246350.323440,1223763.336768,0.299326,0.549446
88,147160,2186843.260209,1398684.673044,0.538347,0.841705
89,153396,849411.861278,1404932.699059,1.444727,0.873471
90,134418,2191404.202133,1135589.792747,0.490710,0.946948
91,154260,2300243.431629,1301022.266809,0.536500,0.948546
92,163038,2152130.744532,1176649.326102,0.606052,1.108490
93,150016,2151740.311748,1143372.943593,0.557748,1.049638
94,144380,2181953.373019,1454739.758802,0.529361,0.793984
95,164687,2196923.477428,1739585.816681,0.599700,0.757362
96,132784,2113770.297991,1404348.334097,0.502548,0.756416
97,149332,2229319.678574,1758604.179033,0.535884,0.679321
98,158260,2123760.229048,1484479.445918,0.596150,0.852878
99,162981,863334.552878,1447233.076368,1.510247,0.900925
100,155955,2201481.700696,1307868.694456,0.566727,0.953949
101,129712,2220283.305982,1242648.876350,0.467371,0.835068
102,123749,2111249.502644,1505842.988198,0.468913,0.657434
103,161577,2201146.632124,1485958.734316,0.587247,0.869887
104,151853,2163119.796335,1582030.197986,0.561607,0.767889
105,116608,2136594.287651,1312112.388663,0.436613,0.710963
106,134524,2200054.691118,1240213.586994,0.489166,0.867747
107,151133,2195418.563308,1372161.774383,0.550721,0.881138
108,144429,2121103.244234,1250261.677898,0.544732,0.924152
109,164377,2195523.617966,1703289.543101,0.598953,0.772045
110,150577,2344939.253394,1414341.901808,0.513709,0.851715
111,147128,2358252.514576,1619468.165099,0.499109,0.726797
112,149626,2381204.752545,1488707.504370,0.502690,0.804059
113,148095,2387845.987419,1682277.875742,0.496163,0.704259
114,147894,2385998.150921,1561702.659382,0.495873,0.757604
115,132138,2366361.227002,1355129.453444,0.446721,0.780076
116,158774,2442394.815164,1444055.136110,0.520060,0.879601
117,165499,2361999.984504,1350452.051548,0.560539,0.980407
118,119237,2496388.757371,1301914.315674,0.382110,0.732687
119,163272,2419907.700950,1504458.101585,0.539763,0.868204
120,136293,2373752.818759,1835186.095747,0.459333,0.594133
121,170218,2370159.751453,1425063.681402,0.574537,0.955567
122,130036,2396204.171832,1429148.779850,0.434140,0.727907
