segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,627744,2142286.988539,1720582.254953,2.344201,2.918751
2,710279,2144091.421814,1888588.186849,2.650182,3.008719
3,679140,2266843.587127,2160202.844994,2.396778,2.515097
4,700147,2290128.404286,1901912.596143,2.445791,2.945023
5,783850,2346757.930806,1810713.212852,2.672112,3.463166
6,929825,2349875.439364,2035549.044136,3.165529,3.654346
7,705564,2329298.759489,2045768.154188,2.423267,2.759116
8,767773,2348311.749106,1862340.542129,2.615574,3.298099
9,761981,2324521.496303,1857267.545527,2.622410,3.282159
10,606513,2337788.219162,1179629.971340,2.075511,4.113242
11,657859,2307512.315109,1968360.214513,2.280756,2.673734
12,761088,2328169.321585,2068201.545272,2.615232,2.943961
13,739577,2353942.765058,2022404.816076,2.513492,2.925535
14,844923,2349103.835233,1592006.472308,2.877431,4.245827
15,694338,2310377.059812,2063696.599507,2.404241,2.691628
16,861235,2359540.177278,1983127.385114,2.920010,3.474250
17,856710,2196421.323110,1273048.704044,3.120385,5.383675
18,800453,2332298.982884,1578513.822585,2.745627,4.056742
19,777652,2306615.524023,2066979.663248,2.697119,3.009810
20,829756,2349026.668792,2019149.163447,2.825872,3.287547
21,786538,2332686.947029,2040954.351336,2.697449,3.083020
22,802857,2346223.469718,2171445.989961,2.737530,2.957870
23,744812,2356520.062193,2093776.163614,2.528515,2.845813
24,798337,2351698.574086,1965220.992234,2.715780,3.249861
25,783839,2352265.840085,2078196.328570,2.665818,3.017382
26,775867,2337455.399510,1972936.906517,2.655424,3.146039
27,847521,2317556.407698,1551146.852117,2.925568,4.371068
28,862017,2347878.216099,1923928.990195,2.937178,3.584403
29,846826,2346012.730647,2035101.397290,2.887712,3.328880
30,815719,2346814.185376,2075185.079936,2.780685,3.144660
31,851477,2317155.946250,1807476.212231,2.939731,3.768689
32,735207,2360972.601337,1894097.508752,2.491200,3.105255
33,800097,2255269.696450,1713331.774446,2.838142,3.735865
34,808090,2333651.568997,1294933.186888,2.770216,4.992319
35,843548,2153648.876018,1131537.248490,3.133465,5.963908
36,747853,2142341.590463,1886494.833407,2.792656,3.171397
37,773319,2162783.799784,1875871.926190,2.860458,3.297961
38,800142,2145901.583906,1964685.991906,2.982959,3.258096
39,848136,2158382.955650,2054508.555777,3.143598,3.302536
