segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,627744,2108873.535169,1531574.119170,2.381343,3.278948
2,710279,2145594.502365,1917935.471230,2.648325,2.962682
3,679140,2154753.805233,1911001.107487,2.521457,2.843075
4,700147,2168903.429195,1997578.124125,2.582492,2.803983
5,783850,2171658.253450,1321372.270649,2.887563,4.745672
6,929825,2169935.383007,2065590.282538,3.428028,3.601198
7,705564,2146800.628734,1857957.403534,2.629267,3.038020
8,767773,2130424.403059,1779080.870588,2.883080,3.452448
9,761981,2174094.798185,1794255.766545,2.803856,3.397424
10,606513,2285523.729820,1432139.497763,2.122972,3.388011
11,657859,2322628.046671,1410026.433652,2.265913,3.732463
12,761088,2317205.506408,1165129.222486,2.627606,5.225776
13,739577,2358243.027168,1384085.920297,2.508909,4.274746
14,844923,2317297.686899,1321175.462060,2.916925,5.116189
15,694338,2339398.575966,1841350.722201,2.374415,3.016646
16,861235,2333448.417537,2066921.767678,2.952660,3.333401
17,856710,2381378.483715,2096880.469754,2.878031,3.268512
18,800453,2104452.783245,2098449.680928,3.042893,3.051598
19,777652,2321455.761108,1860044.875283,2.679877,3.344659
20,829756,2372167.407711,2206919.170042,2.798305,3.007835
21,786538,2345286.784577,1714083.364411,2.682957,3.670944
22,802857,2366692.979547,1843678.676064,2.713853,3.483718
23,744812,2364362.210420,1189434.447282,2.520128,5.009520
24,798337,2330453.464006,1741340.624021,2.740538,3.667689
25,783839,2353533.827812,2074390.383469,2.664382,3.022918
26,775867,2144278.419288,1545041.148783,2.894650,4.017327
27,847521,2174370.215046,1948280.346206,3.118222,3.480078
28,862017,2163508.373231,1537109.032522,3.187478,4.486433
29,846826,2168769.223635,1587218.971265,3.123711,4.268225
30,815719,2172373.886945,1610687.595588,3.003973,4.051532
31,851477,2174408.635894,1617919.385101,3.132721,4.210232
32,735207,2172208.941319,1824232.743198,2.707684,3.224181
33,800097,2143596.257378,1951542.362341,2.985999,3.279855
34,808090,1977213.730408,1683172.868886,3.269611,3.840794
35,843548,1918024.191268,1404112.651994,3.518404,4.806156
36,747853,1984675.351192,1328850.412877,3.014510,4.502255
37,773319,1967371.449327,1732680.364439,3.144578,3.570510
38,800142,1988871.274472,1806735.525411,3.218477,3.542929
39,848136,1984855.398864,1821892.924141,3.418429,3.724197
40,819096,1993852.165466,1782240.934850,3.286486,3.676702
41,897913,1997755.428136,1845997.038241,3.595687,3.891287
42,774310,1793783.053970,1623299.829096,3.453305,3.815980
43,803901,1799965.864282,1704317.850850,3.572961,3.773479
44,875956,1800315.802591,1454784.808088,3.892455,4.816965
45,808891,1803297.271317,1485873.520671,3.588498,4.355100
46,876708,1773692.735539,1396494.908942,3.954272,5.022334
47,867039,1801222.461636,1419679.657218,3.850891,4.885829
48,791248,1792337.361923,1396849.535257,3.531692,4.531615
49,827136,1745500.237589,1409236.646526,3.790941,4.695512
50,788564,1621012.257207,1253903.886401,3.891711,5.031097
51,774821,1614107.529901,1266848.963642,3.840245,4.892902
52,877042,1450171.559795,1319063.875621,4.838280,5.319178
53,743292,1486942.768960,1246584.969468,3.999035,4.770101
54,835217,1214924.868920,1281763.437217,5.499711,5.212924
55,803749,1167929.659450,1422463.390482,5.505462,4.520322
56,764245,1625168.814943,1191695.435775,3.762046,5.130472
57,718559,1594298.488675,1525490.084026,3.605644,3.768279
58,831483,1606691.624918,1512380.065436,4.140100,4.398275
59,856880,1602375.201998,1524547.927596,4.278049,4.496441
60,791260,1603618.635381,1494504.888095,3.947372,4.235570
61,812188,1603502.634722,1516314.601563,4.052069,4.285063
62,698721,1594717.204129,1502657.287229,3.505178,3.719922
63,795895,1598329.854378,1525598.500545,3.983633,4.173549
64,767056,1488273.121573,1184932.164707,4.123200,5.178734
65,791726,1545983.057659,1513805.482826,4.096945,4.184030
66,819170,1613512.121772,1506823.659704,4.061550,4.349122
67,800545,1615893.676244,1499086.839671,3.963355,4.272174
68,737092,1621092.173677,1507150.620085,3.637508,3.912506
69,819263,1607388.835059,1122682.580456,4.077485,5.837896
70,773371,1607170.029588,1504096.565706,3.849604,4.113411
71,820966,1616575.591066,1299194.536691,4.062741,5.055231
72,772022,1605274.128988,1507499.842091,3.847428,4.096966
73,803024,1617124.829930,1379429.136383,3.972601,4.657138
74,715649,1128267.491627,1320225.767947,5.074322,4.336525
75,674084,1610975.996887,1498592.326030,3.347456,3.598492
76,842140,1614364.770160,1227805.000414,4.173233,5.487125
77,687426,1611489.067837,1329207.076332,3.412625,4.137360
78,721558,1594537.413643,1494569.249116,3.620150,3.862293
79,878001,1616060.406846,1306178.911194,4.346377,5.377524
80,821114,1603844.350875,1496999.746982,4.095729,4.388052
81,834197,1598168.008699,1504973.735744,4.175766,4.434347
82,844793,1609430.358799,1511266.907861,4.199215,4.471972
83,812668,1593459.340357,1293251.338731,4.080019,5.027131
84,883067,1613680.081680,1507613.166874,4.377904,4.685908
85,828902,1616623.275738,1504754.165787,4.101893,4.406843
86,867338,1382397.761776,1480902.669347,5.019325,4.685456
87,737721,989070.875521,1492954.917919,5.966982,3.953079
88,756157,1607531.796908,1036516.955152,3.763071,5.836138
89,866782,1420776.088021,1052718.744699,4.880611,6.586998
90,786912,1418724.950781,1336163.633530,4.437291,4.711471
91,811697,1421769.554534,1346048.181960,4.567249,4.824178
92,811754,1429172.589535,1350162.819605,4.543910,4.809814
93,843946,1416755.565882,1347186.324312,4.765514,5.011607
94,806205,1419283.357640,1364808.377946,4.544293,4.725674
95,826766,1398256.645197,1354167.560861,4.730268,4.884276
96,799507,1425891.937901,1353430.887352,4.485653,4.725809
97,752713,1421940.191925,1326810.098398,4.234850,4.538482
98,837863,1411923.127568,1350859.340851,4.747358,4.961956
99,841484,1422674.494219,1095958.549154,4.731843,6.142451
100,767585,1425782.521234,1307021.063747,4.306884,4.698226
