segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,326673,1799852.542392,1560913.611290,1.451999,1.674266
2,348726,1809599.498817,1555206.384625,1.541672,1.793851
3,337961,1827849.434935,1524829.021914,1.479163,1.773109
4,372956,1818608.723774,1428478.271008,1.640621,2.088690
5,389311,1811507.137782,1391372.505776,1.719280,2.238429
6,456774,1808514.792673,926928.482652,2.020549,3.942259
7,373233,1747056.087812,1463603.429388,1.709083,2.040077
8,413054,1813447.181229,796635.386783,1.822183,4.147985
9,404746,1815404.638915,1485453.726488,1.783607,2.179784
10,276489,1811014.278813,1430775.014535,1.221366,1.545954
11,306830,1808084.218784,1479689.705942,1.357592,1.658888
12,388635,1814475.237303,1375687.075223,1.713487,2.260020
13,416433,1815305.773331,1585720.541353,1.835208,2.100915
14,426767,1811481.957107,1669071.519434,1.884720,2.045530
15,329139,1813452.133165,1457618.692933,1.451989,1.806448
16,451213,1812394.454051,1603514.630454,1.991677,2.251120
17,443102,1817564.975904,1671666.880822,1.950310,2.120528
18,404590,1825881.855537,1456471.113860,1.772689,2.222303
19,385270,1814226.014690,1166961.654165,1.698884,2.641184
20,423971,1762412.999870,1510885.772160,1.924502,2.244887
21,419243,1428107.708603,1461168.006483,2.348523,2.295386
22,409064,1623135.061265,1213115.464729,2.016167,2.697610
23,383029,1618565.808452,1445175.557636,1.893177,2.120318
24,403971,1628297.020872,1437970.961349,1.984753,2.247450
25,417244,1623323.434279,1456861.684303,2.056246,2.291193
26,381100,1623944.369021,1435634.969262,1.877404,2.123660
27,439067,1620229.214688,1462585.748428,2.167925,2.401593
28,447905,1620703.960623,1454788.543956,2.210916,2.463066
29,426866,1814309.985692,1687623.985754,1.882219,2.023512
30,401741,1820074.552615,1384918.743111,1.765822,2.320662
31,454506,1808919.248827,1606178.342871,2.010067,2.263788
32,361179,1807613.595294,1565128.497386,1.598479,1.846131
33,429092,1806688.784508,1549287.896515,1.900015,2.215686
34,411449,1821034.413428,1593253.774759,1.807540,2.065956
35,443626,1804759.936944,1579494.278344,1.966471,2.246927
36,370229,1811875.002177,1579248.736402,1.634678,1.875469
37,402791,2002971.272928,1726708.841381,1.608774,1.866168
38,435412,2005388.653590,1738066.657045,1.736968,2.004121
39,440875,1999875.655306,1774297.939792,1.763610,1.987828
40,410465,2011068.303694,1746737.664157,1.632824,1.879916
41,468677,2005318.189169,1770071.601879,1.869736,2.118228
42,390063,2001548.285740,1692050.519368,1.559045,1.844214
43,402505,2005203.656709,1595659.345887,1.605842,2.018000
44,451238,1999496.434275,1664852.547118,1.805407,2.168303
45,408453,2004010.887237,1488038.116711,1.630542,2.195928
46,460891,1944117.755182,1735468.960553,1.896556,2.124572
