segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,117446,2234730.814825,1215322.848408,0.420439,0.773102
2,137425,2184392.594923,1304271.454860,0.503298,0.842923
3,127883,2194305.613275,1285044.581559,0.466236,0.796131
4,146877,2334312.982997,1259107.090285,0.503367,0.933214
5,142197,2208239.914650,1250708.291180,0.515151,0.909545
6,170046,2168248.111692,1189881.216990,0.627404,1.143281
7,149405,2263907.897874,1225182.649036,0.527954,0.975561
8,150144,2048077.675047,1257122.569335,0.586478,0.955477
9,152506,2113571.378190,1310331.883152,0.577245,0.931098
10,80834,1899842.719607,1094745.376888,0.340382,0.590705
11,102854,1971614.992586,1208685.745870,0.417339,0.680766
12,137135,2056321.898212,926993.077463,0.533516,1.183482
13,160372,2062862.499906,1533460.324573,0.621940,0.836654
14,155368,2170108.828766,1317327.734885,0.572757,0.943534
15,109326,2003443.866294,1182516.465173,0.436552,0.739616
16,161628,1980267.104186,1357262.792229,0.652954,0.952670
17,160683,2104969.507475,1630995.289708,0.610681,0.788147
18,142011,2043955.696514,1418311.961689,0.555828,0.801014
19,132491,2064870.619937,1050847.869309,0.513314,1.008641
20,150898,2098471.384436,1189615.609609,0.575268,1.014768
21,146681,2045327.195240,1284794.616325,0.573721,0.913335
22,151916,1964241.848647,1308030.852020,0.618726,0.929128
23,158945,2102749.697100,1224759.137221,0.604713,1.038212
24,153297,1948363.185180,1331636.213234,0.629439,0.920954
25,151891,1795740.926954,1136444.285044,0.676672,1.069237
26,147570,2136504.761433,1260204.307474,0.552566,0.936800
27,155552,2096674.340459,1353262.142240,0.593519,0.919568
28,154243,2014956.339340,1216777.196967,0.612392,1.014108
29,150880,2021012.419885,1030814.048460,0.597245,1.170958
30,139674,2084184.044645,1070094.153941,0.536129,1.044200
31,160538,1989471.769233,1103582.449254,0.645550,1.163759
32,133351,1816749.215519,1045206.879075,0.587207,1.020667
33,167784,1824608.429161,1345816.625344,0.735649,0.997366
34,140554,1871124.912400,1243503.834317,0.600939,0.904245
35,152139,1861387.722512,1292305.544260,0.653873,0.941814
36,128406,1882079.664396,1088692.639948,0.545805,0.943561
37,143170,1917784.956624,1251191.364112,0.597231,0.915416
38,154159,1895021.745650,1338662.833086,0.650796,0.921272
39,157930,1931640.677846,978435.457483,0.654076,1.291286
40,149703,2042263.848442,1304168.118520,0.586420,0.918305
41,165256,2004266.272515,1257725.719648,0.659617,1.051142
42,129999,2068425.525112,1184977.341283,0.502794,0.877647
43,129069,2051118.867456,1227077.698053,0.503409,0.841472
44,161182,2075650.297845,1223259.809015,0.621230,1.054115
45,139546,2136539.597263,1247244.546519,0.522512,0.895067
46,165225,2081164.599979,1156006.650587,0.635125,1.143419
47,152540,2087146.585416,993707.788335,0.584683,1.228047
48,152066,2023001.112311,990650.731668,0.601348,1.228009
49,145669,2137472.922131,1249340.689299,0.545201,0.932774
50,121197,2053610.192516,1215643.693592,0.472132,0.797582
