segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,191109,2301967.468345,1363566.354693,0.664159,1.121230
2,225202,2139507.119472,1089103.580628,0.842071,1.654219
3,213970,2272931.897613,1503951.172154,0.753107,1.138175
4,238423,2273783.574133,1206222.233390,0.838859,1.581287
5,240115,2132679.636957,1670293.397661,0.900707,1.150049
6,278055,2352163.186001,1669592.652372,0.945700,1.332325
7,227073,2136066.833457,1682868.261489,0.850434,1.079457
8,254460,2289508.847703,1655732.039205,0.889134,1.229474
9,241210,2244625.679904,1587022.609778,0.859689,1.215912
10,154716,1951138.363342,1390211.999743,0.634362,0.890316
11,194857,2100683.333668,1302300.059141,0.742071,1.197002
12,240159,2036040.230317,1505491.996643,0.943632,1.276175
13,244025,2130487.105981,1455446.667640,0.916316,1.341306
14,260712,2146640.510790,1322280.186827,0.971609,1.577348
15,197267,2050105.611245,1279915.858791,0.769783,1.233000
16,272580,2097340.512886,1693821.542159,1.039717,1.287408
17,262581,2068299.749781,1512626.048617,1.015640,1.388742
18,241342,1912799.672278,1245971.369107,1.009377,1.549583
19,231200,1896491.583480,1314359.252987,0.975275,1.407226
20,258741,1928074.478860,1010916.229188,1.073573,2.047576
21,252156,1924772.023284,1222113.220159,1.048045,1.650623
22,248728,1717685.225451,1000422.991386,1.158433,1.988983
23,234854,1922340.477577,1231230.732383,0.977367,1.525979
24,258476,1948634.456468,1254824.455916,1.061157,1.647886
25,247165,1800312.412009,1394263.322660,1.098320,1.418183
26,241118,1719210.591234,1296926.893006,1.121994,1.487319
27,264715,1742376.084258,1419834.330664,1.215421,1.491526
28,261843,1738320.467360,1393990.278580,1.205039,1.502696
29,253532,1706550.245081,1256775.142982,1.188512,1.613858
30,261635,1759562.596620,1407171.742536,1.189546,1.487437
31,258285,1765801.085837,737734.089827,1.170166,2.800847
32,212173,1676841.185866,1061200.301328,1.012251,1.599494
33,263100,1706826.857912,1255376.600592,1.233166,1.676628
34,244717,1819584.293001,895874.960163,1.075925,2.185278
35,260349,1861350.402962,1221580.477670,1.118968,1.704998
36,221759,1899748.415592,1122073.072738,0.933846,1.581066
