segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,326673,2009499.043539,1110120.435991,1.300515,2.354145
2,348726,2023886.965117,1661176.807561,1.378441,1.679417
3,337961,1281945.588413,1779308.126534,2.109051,1.519516
4,372956,1429059.806315,1660583.954697,2.087840,1.796746
5,389311,1995294.223830,1478306.263873,1.560917,2.106795
6,456774,2018805.842086,1747295.300487,1.810076,2.091342
7,373233,2010590.648714,1138639.281157,1.485068,2.622309
8,413054,1666073.717693,1344686.729900,1.983365,2.457399
9,404746,2009830.577859,1781140.548990,1.611065,1.817918
10,276489,1988182.756279,1654577.832835,1.112530,1.336844
11,306830,1969191.909890,1636380.889817,1.246521,1.500042
12,388635,2004705.782206,1798886.227938,1.550891,1.728336
13,416433,2002815.169816,1735959.596367,1.663391,1.919091
14,426767,2002237.467646,1756309.136246,1.705160,1.943927
15,329139,2022055.011483,1629672.265082,1.302196,1.615731
16,451213,1998826.585953,1720197.668607,1.805912,2.098424
17,443102,1991427.283622,1735223.377149,1.780038,2.042859
18,404590,2005452.393157,1490902.578259,1.613960,2.170980
19,385270,2005467.775130,1683812.291748,1.536878,1.830465
20,423971,1820082.384082,1685218.952385,1.863524,2.012657
21,419243,1820340.553765,1604126.454776,1.842482,2.090823
22,409064,1816707.995519,1616254.470210,1.801342,2.024750
23,383029,1803494.011941,1581694.610168,1.699053,1.937310
24,403971,1813523.159146,1610279.719004,1.782038,2.006961
25,417244,1779687.086922,1601023.692144,1.875584,2.084886
26,381100,1817246.144511,1605540.323933,1.677703,1.898925
27,439067,1812287.341390,952358.911332,1.938178,3.688248
28,447905,1821838.875990,1680077.395555,1.966826,2.132783
29,426866,1819597.344004,1639252.735411,1.876749,2.083222
30,401741,1814435.550441,1673015.396998,1.771310,1.921039
31,454506,1813600.372478,1586742.742655,2.004878,2.291517
32,361179,1813880.534080,1589396.491586,1.592956,1.817943
33,429092,1816448.853240,1628186.028768,1.889806,2.108319
34,411449,1809138.496032,1604586.666781,1.819425,2.051364
35,443626,1823874.853252,1594485.937607,1.945862,2.225801
36,370229,1637057.698560,1507760.568756,1.809241,1.964391
37,402791,1619069.225436,1379514.883210,1.990235,2.335841
38,435412,1623983.367788,1466710.431651,2.144909,2.374904
39,440875,1623940.663355,1477631.153921,2.171877,2.386929
40,410465,1617587.152772,1454878.326431,2.030011,2.257041
41,468677,1621780.573711,1478629.523402,2.311913,2.535737
42,390063,1611021.621592,1443849.789850,1.936972,2.161239
43,402505,1617306.412866,1499414.220900,1.990989,2.147532
44,451238,1433417.687148,1322927.953830,2.518389,2.728723
45,408453,1436665.075466,1355608.005821,2.274451,2.410449
46,460891,1433994.149661,1327735.818444,2.571229,2.777004
47,427868,1430376.355839,1300473.427685,2.393037,2.632075
48,393628,1426092.352612,866606.243722,2.208149,3.633743
49,434157,1439701.338199,1311528.694389,2.412484,2.648250
50,360161,1427157.084092,1324613.547467,2.018900,2.175191
51,365879,1426672.157783,1310560.407322,2.051650,2.233420
52,451602,480810.465678,470456.572587,7.514013,7.679383
53,361186,477282.761884,475670.771732,6.054038,6.074554
54,424865,472644.686097,467457.301358,7.191279,7.271081
55,405141,478726.411297,469970.407916,6.770314,6.896451
56,365137,484589.523651,469156.351561,6.027980,6.226274
57,405165,476130.638582,469235.585512,6.807627,6.907660
58,436467,477531.894447,472644.350454,7.312048,7.387661
59,437808,475183.919005,469523.847826,7.370754,7.459608
60,409454,479361.505245,469469.327647,6.833323,6.977308
61,411251,478163.700390,467885.452471,6.880506,7.031653
62,331910,480385.777072,465718.420557,5.527391,5.701471
63,417391,478551.812656,413290.529355,6.977568,8.079372
64,364049,477027.240659,469603.650337,6.105295,6.201809
65,422379,476941.281278,469493.929628,7.084797,7.197179
66,405050,476336.083355,469253.868246,6.802760,6.905431
67,433601,482094.476585,470591.278713,7.195287,7.371169
68,404994,480399.721539,470903.910393,6.744284,6.880283
69,406487,478165.046993,470230.852498,6.800781,6.915531
70,408838,478717.984492,466827.181449,6.832215,7.006242
71,398214,479245.442711,470802.458844,6.647350,6.766558
72,401422,478426.382661,468084.385111,6.712372,6.860677
73,406868,476419.744258,469621.979068,6.832093,6.930987
74,359431,476658.822999,468402.138706,6.032508,6.138845
75,348186,482525.800986,466649.054680,5.772723,5.969128
76,435398,388693.478380,471095.438152,8.961262,7.393797
77,347899,478670.714858,468149.397200,5.814419,5.945094
78,365140,476764.296743,471953.754498,6.126969,6.189420
79,449848,475601.727332,476095.742339,7.566802,7.558950
80,423733,473205.856209,470598.052475,7.163614,7.203311
81,435497,476725.962142,466612.449059,7.308131,7.466530
82,427108,476458.965523,389733.276058,7.171371,8.767186
83,411043,477437.189729,469064.499952,6.887490,7.010430
84,442658,1437819.576009,1317874.640102,2.462940,2.687102
85,440019,1429195.550408,1101295.590488,2.463030,3.196373
86,429078,1431735.011419,1353686.126508,2.397527,2.535761
87,298038,1440001.607598,1247205.251922,1.655765,1.911717
88,381885,1433688.411648,1301921.737817,2.130923,2.346593
89,461957,1432281.372967,1343119.993774,2.580258,2.751546
90,381251,1430628.582334,1292280.633705,2.131936,2.360175
91,422690,1427289.652665,1314113.226054,2.369190,2.573233
92,439752,1429658.247354,1362465.672578,2.460739,2.582095
93,425756,1428000.885887,1324762.046431,2.385186,2.571064
94,408711,1438262.902292,1315973.276980,2.273359,2.484616
95,433997,1426981.747470,1105686.688609,2.433091,3.140108
96,397087,1426641.535200,1234235.371770,2.226695,2.573817
97,405215,1431639.419151,1089088.414598,2.264341,2.976544
98,451388,1428233.651001,1317532.062104,2.528371,2.740809
99,430402,1433554.354477,1320652.946267,2.401873,2.607207
100,407864,1620846.869254,1486427.966734,2.013091,2.195136
101,412020,1624877.394328,1313622.926891,2.028559,2.509213
102,363148,1633227.322543,1412416.315378,1.778800,2.056889
103,421564,1624424.855668,1483685.679306,2.076127,2.273064
104,432501,1628442.776414,1516960.464313,2.124734,2.280882
105,351661,1626975.792855,1498316.916503,1.729152,1.877632
106,400278,1623935.663576,1444095.084856,1.971891,2.217461
107,394231,1624451.446572,1469284.795283,1.941485,2.146519
108,393169,1638128.837339,1504944.072928,1.920088,2.090013
109,426546,1631408.367837,1342308.947408,2.091670,2.542163
110,394857,1614480.158029,1202585.974755,1.956578,2.626719
111,422964,1624899.236221,1450966.639599,2.082413,2.332040
112,432221,1622266.574869,1516332.003497,2.131443,2.280350
113,415363,1624245.948620,866126.079394,2.045813,3.836513
114,419902,1621156.107527,1188424.371085,2.072111,2.826613
115,396599,1617553.043063,1492305.721233,1.961476,2.126101
116,427794,1437446.437229,1343489.886144,2.380855,2.547360
117,457899,1431085.146883,1305997.171887,2.559730,2.804900
118,375188,1438971.291627,1295272.019158,2.085868,2.317277
119,445768,1428430.284760,1289224.357891,2.496547,2.766116
120,388889,1432943.655419,1291240.853325,2.171134,2.409397
121,448968,1431975.087706,1335148.131075,2.508245,2.690146
122,422566,1432476.964530,1325103.456522,2.359918,2.551143
123,415437,1424837.085466,1305119.338784,2.332545,2.546507
124,427353,1436778.107530,1283180.745730,2.379507,2.664335
125,344981,1419816.461426,1257475.345158,1.943806,2.194753
126,368698,1430850.934806,1339010.559141,2.061419,2.202809
127,375239,1426357.049919,1313834.320662,2.104601,2.284848
128,415184,1436474.534275,1328381.671091,2.312239,2.500390
129,382286,1430439.090487,1350395.388598,2.138006,2.264735
130,370392,1433023.491477,1309083.748031,2.067751,2.263519
131,361915,1435156.158717,1329976.837628,2.017425,2.176970
132,376128,1446129.030847,1305616.761628,2.080744,2.304676
133,344014,1427267.682192,1291503.016576,1.928238,2.130937
134,443686,1433307.363111,1324978.946603,2.476432,2.678901
135,369312,1432310.053402,1316895.421065,2.062749,2.243531
136,392443,1434059.429937,1290047.706676,2.189270,2.433665
137,371832,1410784.846795,1252161.675436,2.108511,2.375617
138,343586,1437290.284374,1285786.579887,1.912410,2.137748
139,377004,1441986.634456,1300862.196958,2.091581,2.318487
140,380662,1396298.319628,1327846.409150,2.180978,2.293410
141,409076,1427386.989302,1300539.762375,2.292727,2.516346
142,429453,1040755.845018,1318574.576170,3.301085,2.605559
143,405135,1435449.560003,1277297.556951,2.257885,2.537451
144,416557,1427840.658401,1317258.972723,2.333913,2.529841
145,443526,1421848.986985,1315180.621359,2.495489,2.697886
146,379587,1438864.069218,1294446.971269,2.110482,2.345941
147,444695,1428283.817085,1343024.962674,2.490793,2.648916
148,415456,1435784.147017,1318904.452587,2.314866,2.520007
149,413805,1429295.997831,1341626.629653,2.316133,2.467482
150,428426,1433300.200188,1312105.068874,2.391270,2.612144
151,468712,1433192.684224,1344806.802048,2.616324,2.788279
152,371927,1429708.612044,1338207.062187,2.081135,2.223435
153,391871,1427845.301798,1308356.222730,2.195594,2.396112
154,418109,1438815.712476,1321344.664513,2.324740,2.531415
155,417922,1433757.556759,1316354.529191,2.331898,2.539875
156,438615,478663.827789,474302.564405,7.330656,7.398062
157,445900,476020.045150,470866.492338,7.493802,7.575820
158,402743,476753.099396,471589.763805,6.758098,6.832091
159,432976,476289.090481,470027.423041,7.272491,7.369374
160,389616,478127.829586,470547.467684,6.519027,6.624046
161,429378,474194.716906,470732.312745,7.243910,7.297192
162,406629,476446.647341,470923.178816,6.827694,6.907776
163,429795,476516.757156,466901.336952,7.215612,7.364211
164,404624,479963.427335,455988.375831,6.744247,7.098848
165,441341,477449.853828,469879.861586,7.394971,7.514108
166,391360,411107.279133,470418.424501,7.615725,6.655522
167,410443,476962.540004,467611.687957,6.884281,7.021946
168,393691,478373.408495,468407.032195,6.583827,6.723913
169,428929,476893.660034,464463.802317,7.195382,7.387943
170,426722,477651.310286,404249.058433,7.147004,8.444735
171,422934,473868.344530,469369.726850,7.140110,7.208543
172,390089,485806.251237,466653.148402,6.423779,6.687434
173,403663,476766.300700,468338.088494,6.773348,6.895241
174,417624,478844.904232,471522.197015,6.977190,7.085546
175,458466,477576.292242,469974.828610,7.679879,7.804095
176,380081,479673.712892,467730.957994,6.338992,6.500848
177,429184,478737.819932,468307.158079,7.171926,7.331667
178,399012,480849.619899,469971.403952,6.638450,6.792107
179,395534,480913.177779,469768.974567,6.579716,6.735805
180,420959,482660.563040,469706.826967,6.977309,7.169732
181,393535,477336.923511,469776.301190,6.595509,6.701658
182,422875,479834.451399,467694.171194,7.050348,7.233359
183,407767,477367.490454,466728.738705,6.833595,6.989362
184,404906,477997.709624,469964.583601,6.776702,6.892536
185,433144,476760.236751,470125.567605,7.268123,7.370695
186,465942,477464.900825,471270.189070,7.806932,7.909552
187,395886,476026.601654,470182.612062,6.653174,6.735868
188,416276,481001.457348,470985.908066,6.923488,7.070717
