segment_num,segment_size,hit_throughput,miss_throughput,hit_downloadTime,miss_downloadTime
1,627744,1623143.633215,1497729.212769,3.093966,3.353044
2,710279,1632504.843402,1450401.019432,3.480683,3.917697
3,679140,1627079.197219,1260966.046088,3.339186,4.308697
4,700147,1627047.729052,1509579.314965,3.442539,3.710422
5,783850,1627858.579434,1527274.847034,3.852177,4.105875
6,929825,1609389.217676,1529162.401653,4.622002,4.864493
7,705564,1626171.343359,1559637.161067,3.471044,3.619119
8,767773,1617486.033568,1532949.330384,3.797364,4.006776
9,761981,1623356.650594,1531621.010667,3.755089,3.979998
10,606513,1619002.453787,1509359.794420,2.996971,3.214677
11,657859,1620095.527660,1513011.242060,3.248495,3.478409
12,761088,1435554.005072,1362986.040721,4.241362,4.467180
13,739577,1429376.355819,1323001.321465,4.139299,4.472116
14,844923,1432553.716447,1374817.544239,4.718416,4.916568
15,694338,1425556.019794,1334908.148377,3.896518,4.161113
16,861235,1437486.721396,1384778.885278,4.793004,4.975437
17,856710,1434008.098128,1330641.296687,4.779387,5.150659
18,800453,1431767.661431,1365849.620140,4.472530,4.688381
19,777652,1432465.732223,1365865.165815,4.343012,4.554780
20,829756,1627897.220529,1553587.790577,4.077682,4.272722
21,786538,1628207.440324,1308982.488749,3.864559,4.807019
22,802857,1626454.248074,1445252.002540,3.948993,4.444108
23,744812,1625971.862356,1531111.504301,3.664575,3.891615
24,798337,1628874.958854,1479898.893213,3.920925,4.315630
25,783839,1631678.518580,1531576.102166,3.843105,4.094287
26,775867,1624087.690044,1542338.789143,3.821799,4.024366
27,847521,1627075.032951,1240567.443516,4.167090,5.465376
28,862017,1819905.339935,1697014.920755,3.789283,4.063686
29,846826,1818681.286952,1717516.231181,3.725011,3.944422
30,815719,1812302.895442,1704633.366126,3.600806,3.828244
31,851477,1812137.870464,1705202.740830,3.758994,3.994725
32,735207,1815606.353646,1636142.891526,3.239500,3.594830
33,800097,1822852.507336,1696671.654901,3.511406,3.772548
34,808090,1815648.320342,1702856.588449,3.560557,3.796397
35,843548,1805928.251964,1700480.434150,3.736795,3.968516
36,747853,1817807.820575,1684135.295644,3.291230,3.552460
37,773319,1818745.719605,1675090.431818,3.401549,3.693264
38,800142,1818455.903689,1694325.478090,3.520094,3.777985
39,848136,1817311.605336,1687012.505068,3.733585,4.021955
40,819096,1813638.900391,1705212.482477,3.613050,3.842787
41,897913,1818328.130556,1703177.080360,3.950499,4.217591
42,774310,1812370.087439,1704982.918491,3.417889,3.633162
43,803901,1815013.336788,1392228.373290,3.543339,4.619363
44,875956,1627578.244948,1501962.038472,4.305568,4.665663
45,808891,1622028.785428,1549613.816878,3.989527,4.175962
46,876708,1622530.525747,1162852.773219,4.322670,6.031429
47,867039,1625975.976313,1544442.230752,4.265938,4.491144
48,791248,1627655.110802,1531601.068811,3.889020,4.132920
49,827136,1625111.899110,1527820.756909,4.071774,4.331063
50,788564,1624483.949002,1551625.421878,3.883394,4.065744
51,774821,1624188.656644,1341355.592129,3.816409,4.621122
52,877042,1433968.168347,1380570.022451,4.892951,5.082202
