segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1092048	-1	4171	0	350564	2716475.524480	0.402009	0.402009	4	-0.040201	0.000000
2	10447240	-1	8342	4	2606486	1631013.250605	6.405368	6.405368	4	0.269491	6.000000
3	7386856	-1	8817	3	1808243	1999129.687279	3.695036	3.695036	4	0.941717	9.000000
4	6338016	-1	10784	3	1808243	2875593.990590	2.204072	2.204072	4	0.952550	11.000000
5	8382168	-1	12485	3	1808243	3393422.608529	2.470122	2.470122	4	0.952550	13.000000
6	7184976	-1	14562	3	1808243	3430776.879296	2.094271	2.094271	4	0.952550	15.000000
7	7224744	-1	16187	3	1808243	2837756.929555	2.545935	2.545935	4	0.952550	17.000000
8	10104400	-1	16994	4	2606486	3003423.098332	3.364295	3.364295	4	0.952550	20.000000
9	11652640	-1	16689	4	2606486	2603231.503996	4.476221	4.476221	4	0.963384	24.000000
10	10309376	-1	17510	4	2606486	3077695.237271	3.349707	3.349707	4	0.963384	27.000000
11	11640456	-1	18220	4	2606486	3363734.946928	3.460575	3.460575	4	0.963384	30.000000
12	10996328	-1	18885	4	2606486	3136409.857969	3.506024	3.506024	4	0.963384	33.000000
13	10397896	-1	19333	4	2606486	2792358.196365	3.723697	3.723697	4	0.963384	36.000000
14	10951080	-1	17956	4	2606486	1974080.500591	5.547433	5.547433	4	0.963384	41.000000
15	10651032	-1	17729	4	2606486	2421971.210989	4.397671	4.397671	4	0.963384	45.000000
16	10438456	-1	17841	4	2606486	2571518.845682	4.059257	4.059257	4	0.963384	49.000000
17	7460832	-1	19444	3	1808243	2905300.702777	2.568007	2.568007	4	0.941717	51.000000
18	7547024	-1	21340	3	1808243	3316655.510016	2.275492	2.275492	4	0.952550	53.000000
19	7482392	-1	22202	3	1808243	2261649.116320	3.308379	3.308379	4	0.952550	56.000000
20	11012552	-1	22891	4	2606486	3162194.817959	3.482566	3.482566	4	0.952550	59.000000
21	11486048	-1	23305	4	2606486	3057198.850437	3.757050	3.757050	4	0.963384	62.000000
22	9883744	-1	24249	4	2606486	3063424.715626	3.226371	3.226371	4	0.963384	65.000000
23	9814616	-1	25576	4	2606486	3450639.217686	2.844289	2.844289	4	0.963384	67.000000
24	11487992	-1	26680	4	2606486	3746177.019627	3.066591	3.066591	4	0.963384	70.000000
25	10900280	-1	27030	4	2606486	3670571.755876	2.969641	2.969641	4	0.963384	72.000000
26	11128208	-1	27010	4	2606486	3722392.338214	2.989531	2.989531	4	0.963384	74.000000
27	11376304	-1	27176	4	2606486	4029713.491493	2.823105	2.823105	4	0.963384	76.000000
28	10195704	-1	27367	4	2606486	3873632.990338	2.632078	2.632078	4	0.963384	78.000000
29	11401400	-1	26887	4	2606486	3662738.201087	3.112808	3.112808	4	0.963384	81.000000
30	12060872	-1	26826	4	2606486	3800357.320990	3.173615	3.173615	4	0.963384	84.000000
31	10620040	-1	27531	4	2606486	4301441.031116	2.468949	2.468949	4	0.963384	86.000000
32	11764096	-1	27529	4	2606486	4762060.447157	2.470379	2.470379	4	0.963384	88.000000
33	11622784	-1	27507	4	2606486	4662857.012878	2.492631	2.492631	4	0.963384	90.000000
34	11533808	-1	27155	4	2606486	4055398.736591	2.844063	2.844063	4	0.963384	92.000000
35	9599936	-1	27622	4	2606486	4038582.765394	2.377056	2.377056	4	0.963384	94.000000
36	10531312	-1	27354	4	2606486	3981382.342616	2.645140	2.645140	4	0.963384	96.000000
37	12111296	-1	27134	4	2606486	4227073.209935	2.865173	2.865173	4	0.963384	98.000000
38	10569608	-1	27122	4	2606486	3673527.287686	2.877237	2.877237	4	0.963384	100.000000
39	13272144	-1	27494	4	2606486	5297075.350729	2.505561	2.505561	4	0.963384	102.000000
40	11108600	-1	27596	4	2606486	4622599.413543	2.403107	2.403107	4	0.963384	104.000000
41	4331296	-1	29045	4	2606486	4537222.777220	0.954614	0.954614	4	0.963384	104.000000
42	9499232	-1	27742	4	2606486	4208150.035961	2.257342	2.257342	4	0.963384	106.000000
43	11714288	-1	26558	4	2606486	3404187.240066	3.441141	3.441141	4	0.963384	109.000000
44	11716648	-1	26881	4	2606486	3756835.938269	3.118754	3.118754	4	0.963384	112.000000
45	11670832	-1	26872	4	2606486	3731653.159647	3.127523	3.127523	4	0.963384	115.000000
46	10968168	-1	26631	4	2606486	3255711.284080	3.368901	3.368901	4	0.963384	118.000000
47	11063856	-1	25265	4	2606486	2336968.376362	4.734277	4.734277	4	0.963384	122.000000
48	11021008	-1	23613	4	2606486	1892682.588785	5.822956	5.822956	4	0.963384	127.000000
49	11863568	-1	21531	4	2606486	1897225.209515	6.253115	6.253115	4	0.963384	133.000000
50	7289216	-1	21609	3	1808243	1780866.975729	4.093072	4.093072	4	0.941717	137.000000
51	7853512	-1	20719	3	1808243	1551721.046209	5.061162	5.061162	4	0.952550	142.000000
52	7326512	-1	19122	3	1808243	1270152.356773	5.768215	5.768215	4	0.952550	147.000000
53	4387624	-1	20557	2	957895	1603878.068228	2.735634	2.735634	4	0.917569	149.000000
54	4004376	-1	22197	2	957895	1582083.137291	2.531078	2.531078	4	0.935060	151.000000
55	4153016	-1	23885	2	957895	1672351.522156	2.483339	2.483339	4	0.935060	153.000000
56	3833352	-1	25765	2	957895	1673584.279084	2.290504	2.290504	4	0.935060	155.000000
57	4041344	-1	27405	2	957895	1596932.538635	2.530692	2.530692	4	0.935060	157.000000
58	3959736	-1	27456	2	957895	1556767.324526	2.543563	2.543563	4	0.935060	159.000000
59	4047072	-1	27614	2	957895	1696276.146230	2.385857	2.385857	4	0.935060	161.000000
60	4504808	-1	26983	2	957895	1493635.657052	3.016002	3.016002	4	0.935060	164.000000
61	3532880	-1	27904	2	957895	1685697.820441	2.095797	2.095797	4	0.935060	166.000000
62	4008336	-1	27357	2	957895	1516636.372643	2.642912	2.642912	4	0.935060	168.000000
