segNum	size	Hit	buffer	bIndex	bitrate	throughput	downloadT	rebufferT	vtype	qoe	time
1	1115432	-1	4171	0	357437	1065434.313711	1.046927	1.046927	1	-0.104693	1.000000
2	3444376	-1	8342	2	1002964	1122608.766513	3.068189	3.068189	1	0.666987	4.000000
3	3651160	-1	7783	2	1002964	771933.722581	4.729888	4.729888	1	0.988534	8.000000
4	1374416	-1	9829	1	599271	646917.745564	2.124561	2.124561	1	0.978664	10.000000
5	1961472	-1	11718	1	599271	859361.493123	2.282476	2.282476	1	0.983599	12.000000
6	2531928	-1	13258	1	599271	962424.857497	2.630780	2.630780	1	0.983599	14.000000
7	2576960	-1	14654	1	599271	928868.173728	2.774301	2.774301	1	0.983599	16.000000
8	2504696	-1	16526	1	599271	1089051.042897	2.299889	2.299889	1	0.983599	18.000000
9	2534128	-1	18359	1	599271	1083918.470559	2.337932	2.337932	1	0.983599	20.000000
10	2614856	-1	19801	1	599271	958368.066391	2.728447	2.728447	1	0.983599	22.000000
11	2494616	-1	21693	1	599271	1094495.096463	2.279239	2.279239	1	0.983599	24.000000
12	2849576	-1	23519	2	1002964	1215015.590916	2.345300	2.345300	1	0.983599	26.000000
13	4118504	-1	23616	2	1002964	1010895.153441	4.074116	4.074116	1	0.988534	30.000000
14	1438216	-1	26403	2	1002964	1039854.120292	1.383094	1.383094	1	0.988534	31.000000
15	1873144	-1	27877	2	1002964	882544.674512	2.122435	2.122435	1	0.988534	33.000000
16	3957544	-1	25802	2	1002964	942778.002886	4.197747	4.197747	1	0.988534	37.000000
17	4341032	-1	25491	2	1002964	968621.836877	4.481658	4.481658	1	0.988534	41.000000
18	2320440	-1	26315	1	599271	693237.209046	3.347253	3.347253	1	0.978664	44.000000
19	2423008	-1	27933	1	599271	1172615.805143	2.066327	2.066327	1	0.983599	46.000000
20	2411304	-1	28681	1	599271	1828747.680824	1.318555	1.318555	1	0.983599	47.000000
21	3746760	-1	28167	2	1002964	2044137.997782	1.832929	1.832929	1	0.983599	48.000000
22	4330144	-1	27865	2	1002964	2028990.403329	2.134137	2.134137	1	0.988534	50.000000
23	4045792	-1	28088	2	1002964	2116494.230309	1.911554	1.911554	1	0.988534	51.000000
24	4037008	-1	28005	2	1002964	2024256.054424	1.994317	1.994317	1	0.988534	52.000000
25	7471680	-1	26388	3	1944978	2068803.369195	3.611595	3.611595	1	0.988534	55.000000
26	7168568	-1	26531	3	1944978	2066830.133846	3.468388	3.468388	1	0.992945	58.000000
27	7671984	-1	26636	3	1944978	2280799.750491	3.363725	3.363725	1	0.992945	61.000000
28	7639976	-1	26453	3	1944978	2154061.892833	3.546776	3.546776	1	0.992945	64.000000
29	7319696	-1	26717	3	1944978	2229969.881934	3.282419	3.282419	1	0.992945	67.000000
30	6916560	-1	26072	3	1944978	1761281.468357	3.927004	3.927004	1	0.992945	70.000000
31	7768392	-1	25002	3	1944978	1554329.913179	4.997904	4.997904	1	0.992945	74.000000
32	7814248	-1	23188	3	1944978	1305812.361130	5.984204	5.984204	1	0.992945	79.000000
33	4244520	-1	25741	2	1002964	2623191.561800	1.618075	1.618075	1	0.984123	80.000000
34	4017392	-1	28523	2	1002964	2892127.876557	1.389078	1.389078	1	0.988534	81.000000
35	4119344	-1	28219	2	1002964	2313896.703014	1.780263	1.780263	1	0.988534	82.000000
36	7778936	-1	26477	3	1944978	2208081.768402	3.522938	3.522938	1	0.988534	85.000000
37	7675072	-1	27160	3	1944978	2702856.980942	2.839615	2.839615	1	0.992945	87.000000
38	8283696	-1	27205	3	1944978	2964004.999820	2.794765	2.794765	1	0.992945	89.000000
39	7566816	-1	26623	3	1944978	2241014.632936	3.376513	3.376513	1	0.992945	92.000000
40	6553520	-1	26789	3	1944978	2041291.217583	3.210478	3.210478	1	0.992945	95.000000
41	8276744	-1	27213	3	1944978	2970171.352244	2.786622	2.786622	1	0.992945	97.000000
42	7493416	-1	26748	3	1944978	2304726.308734	3.251326	3.251326	1	0.992945	100.000000
43	6715560	-1	26208	3	1944978	1771341.881890	3.791227	3.791227	1	0.992945	103.000000
44	7620544	-1	24485	3	1944978	1381993.238498	5.514169	5.514169	1	0.992945	108.000000
45	7237160	-1	23120	3	1944978	1307243.236252	5.536200	5.536200	1	0.992945	113.000000
46	3764784	-1	24906	2	1002964	1578210.020771	2.385477	2.385477	1	0.984123	115.000000
47	3477296	-1	26216	2	1002964	1215481.801461	2.860838	2.860838	1	0.988534	117.000000
48	4230576	-1	25324	2	1002964	904910.619897	4.675131	4.675131	1	0.988534	121.000000
49	3519064	-1	24715	2	1002964	736209.622888	4.779976	4.779976	1	0.988534	125.000000
50	3591240	-1	27115	2	1002964	2026844.345134	1.771838	1.771838	1	0.988534	126.000000
51	3399232	-1	27711	2	1002964	1485350.874684	2.288504	2.288504	1	0.988534	128.000000
52	3934672	-1	26826	2	1002964	1239803.563251	3.173625	3.173625	1	0.988534	131.000000
